"","ADBE.Open","ADBE.High","ADBE.Low","ADBE.Close","ADBE.Volume","ADBE.Adjusted"
"2020-10-28",469.170013,470.970001,455.880005,456.970001,2677300,456.970001
"2020-10-29",459.320007,464.730011,457.279999,461.109985,2125300,461.109985
"2020-10-30",458.320007,459.5,442.51001,447.100006,3127000,447.100006
"2020-11-02",451,456.190002,438.940002,444.940002,2479000,444.940002
"2020-11-03",448.98999,457.839996,445.670013,454.019989,1758600,454.019989
"2020-11-04",477.929993,494.940002,474.470001,487.230011,4524300,487.230011
"2020-11-05",499.269989,502.529999,489.799988,496.470001,2401000,496.470001
"2020-11-06",494.950012,498.720001,483,494.630005,1956300,494.630005
"2020-11-09",494.700012,499.410004,470.76001,471.140015,3625300,471.140015
"2020-11-10",466.720001,468.01001,446,452,4920300,452
"2020-11-11",458.48999,470.119995,457.5,467.75,2634200,467.75
"2020-11-12",473.48999,474.929993,461.149994,462.579987,2115000,462.579987
"2020-11-13",467.450012,470.600006,459,469.339996,2965600,469.339996
"2020-11-16",460.429993,469.529999,458.25,460.950012,2522200,460.950012
"2020-11-17",461.660004,469.910004,460,467.950012,2407600,467.950012
"2020-11-18",466.709991,467.899994,459.26001,459.470001,2063200,459.470001
"2020-11-19",460,471.040009,459.26001,466.410004,3132700,466.410004
"2020-11-20",465.160004,470,462.359985,462.920013,1849900,462.920013
"2020-11-23",464.630005,467,456.170013,460.609985,2370000,460.609985
"2020-11-24",461.410004,464.48999,456.679993,462.700012,2584900,462.700012
"2020-11-25",466.290009,472.529999,464.850006,470.079987,2634500,470.079987
"2020-11-27",476.899994,482.410004,474.859985,477.029999,1815500,477.029999
"2020-11-30",480,480.859985,469.200012,478.470001,2787000,478.470001
"2020-12-01",482.01001,482.01001,471.630005,479.149994,2531100,479.149994
"2020-12-02",475.670013,481.320007,470.119995,481.26001,2107100,481.26001
"2020-12-03",482.209991,492.809998,481.5,484.279999,3062700,484.279999
"2020-12-04",485.670013,491.390015,484.359985,486,2749800,486
"2020-12-07",487,499.290009,487,492.25,3441700,492.25
"2020-12-08",492.290009,496.040009,486.200012,495.279999,2175700,495.279999
"2020-12-09",496.029999,497,479.26001,483.73999,3449100,483.73999
"2020-12-10",483.73999,488.290009,470.950012,476.869995,3922000,476.869995
"2020-12-11",475.980011,478.890015,468.820007,475.910004,3561300,475.910004
"2020-12-14",475.609985,488.410004,475.5,486.420013,3945200,486.420013
"2020-12-15",489.049988,489.5,480.529999,482.640015,2558600,482.640015
"2020-12-16",485,491.5,484.109985,489.899994,2555600,489.899994
"2020-12-17",493,496.98999,490.630005,495.359985,2178400,495.359985
"2020-12-18",497.609985,504.070007,493.570007,502.950012,4667400,502.950012
"2020-12-21",498.049988,502,491.5,498.390015,2412900,498.390015
"2020-12-22",498.359985,506.920013,495.829987,504.170013,1701500,504.170013
"2020-12-23",505.130005,505.459991,496.589996,496.910004,1428300,496.910004
"2020-12-24",499.160004,503.01001,497.279999,499.859985,589200,499.859985
"2020-12-28",505.609985,506.040009,496.820007,498.950012,1515400,498.950012
"2020-12-29",501.170013,505.350006,499.73999,502.109985,1434100,502.109985
"2020-12-30",503.049988,504.369995,496.329987,497.450012,1529900,497.450012
"2020-12-31",497.98999,500.660004,494.890015,500.119995,1462100,500.119995
"2021-01-04",500.299988,500.790009,476.279999,485.339996,3612900,485.339996
"2021-01-05",485.880005,486.079987,479.200012,485.690002,2010100,485.690002
"2021-01-06",474.100006,475.869995,466,466.309998,4156600,466.309998
"2021-01-07",471,479.640015,468.25,477.73999,2901200,477.73999
"2021-01-08",480,485.540009,477.209991,485.100006,2266100,485.100006
"2021-01-11",481.98999,482.589996,471.299988,474.23999,2382400,474.23999
"2021-01-12",474.410004,475,464,471.649994,2964900,471.649994
"2021-01-13",472,477.850006,469.299988,472.049988,2105900,472.049988
"2021-01-14",472.410004,473.549988,462.200012,463.269989,3508300,463.269989
"2021-01-15",462.5,467.880005,457.48999,458.079987,3200400,458.079987
"2021-01-19",461.170013,461.589996,453.339996,456.5,4419200,456.5
"2021-01-20",462.730011,472.390015,458.769989,469.730011,3859000,469.730011
"2021-01-21",470.26001,474.690002,466.100006,472.019989,2768700,472.019989
"2021-01-22",472.5,476.350006,470.609985,472.440002,2534300,472.440002
"2021-01-25",474.51001,477.700012,463.980011,473.440002,2697400,473.440002
"2021-01-26",473.730011,477.220001,467.76001,476.279999,2363100,476.279999
"2021-01-27",470.98999,473.670013,455.070007,460,3586400,460
"2021-01-28",459.070007,475.019989,459.070007,465.670013,3000700,465.670013
"2021-01-29",462.170013,465,455.109985,458.769989,3061100,458.769989
"2021-02-01",462.279999,474.799988,459.820007,470,2554800,470
"2021-02-02",473.649994,487.369995,472.549988,484.929993,3022000,484.929993
"2021-02-03",487.089996,488.850006,479.170013,481.920013,2146900,481.920013
"2021-02-04",484.220001,489.880005,481.920013,489.380005,2005100,489.380005
"2021-02-05",490.920013,495.100006,488,492.119995,1675000,492.119995
"2021-02-08",494.26001,497.859985,489.209991,493.76001,1727000,493.76001
"2021-02-09",495,497.950012,492.01001,496.049988,1571500,496.049988
"2021-02-10",499.170013,499.98999,490.269989,492.670013,1764500,492.670013
"2021-02-11",494.529999,497,491.079987,496.619995,1609800,496.619995
"2021-02-12",495.160004,499.359985,491.76001,498.839996,1450600,498.839996
"2021-02-16",500.029999,506.51001,497.600006,501.640015,1845900,501.640015
"2021-02-17",495.410004,495.549988,485.51001,491.230011,2112000,491.230011
"2021-02-18",486.320007,489.799988,480,488.369995,1803200,488.369995
"2021-02-19",487.160004,488.649994,476.100006,479.119995,2720700,479.119995
"2021-02-22",470.480011,472.100006,466.660004,467.329987,2510500,467.329987
"2021-02-23",461.019989,471.440002,450.119995,467.799988,4164300,467.799988
"2021-02-24",463.48999,477.350006,460.290009,476.619995,3390600,476.619995
"2021-02-25",471.23999,476.309998,456.01001,459.160004,3252500,459.160004
"2021-02-26",462.799988,467.320007,456.01001,459.670013,3154500,459.670013
"2021-03-01",465.679993,470.5,462.649994,469.570007,2358600,469.570007
"2021-03-02",473.029999,473.799988,463.459991,466.589996,2211000,466.589996
"2021-03-03",463.220001,464.679993,448.089996,448.450012,2808100,448.450012
"2021-03-04",446.450012,457.529999,437.630005,439.059998,4486400,439.059998
"2021-03-05",444.880005,444.950012,423.709991,440.829987,4615000,440.829987
"2021-03-08",439.76001,440.98999,420.779999,421.200012,3885100,421.200012
"2021-03-09",437.839996,442.75,436,439.179993,3926400,439.179993
"2021-03-10",445.730011,448.459991,436.820007,437.01001,2747300,437.01001
"2021-03-11",448.140015,454.070007,447.309998,451.059998,2762200,451.059998
"2021-03-12",443.450012,445.890015,438.600006,444.299988,2183100,444.299988
"2021-03-15",444.399994,447.790009,437.769989,447.589996,2508400,447.589996
"2021-03-16",452.01001,457.410004,449.670013,450.540009,2618800,450.540009
"2021-03-17",445.440002,453.940002,441.019989,451.01001,2502700,451.01001
"2021-03-18",443.160004,446.859985,438.5,439.179993,2931200,439.179993
"2021-03-19",439.179993,444.5,438.140015,441.5,3923800,441.5
"2021-03-22",444.859985,457.820007,444.859985,452.410004,2944300,452.410004
"2021-03-23",457.350006,466.880005,456.410004,460.200012,5317000,460.200012
"2021-03-24",464.76001,465.609985,448.339996,451.51001,5214100,451.51001
"2021-03-25",448.329987,456.869995,445.410004,450.98999,3201500,450.98999
"2021-03-26",450.25,469.769989,449.049988,469.089996,3615900,469.089996
"2021-03-29",469.029999,472,462.5,469.320007,3141900,469.320007
"2021-03-30",462.579987,469.089996,461.5,465.459991,2436300,465.459991
"2021-03-31",469.700012,482.410004,468.700012,475.369995,3155900,475.369995
"2021-04-01",483.119995,487.040009,480.709991,483.339996,2664700,483.339996
"2021-04-05",483.690002,495.51001,480.5,491.619995,2982500,491.619995
"2021-04-06",492.320007,495.589996,487.570007,491.339996,1878300,491.339996
"2021-04-07",492.980011,494.850006,487.890015,493.410004,1576800,493.410004
"2021-04-08",500.160004,504.600006,498.140015,499.839996,2026000,499.839996
"2021-04-09",498.369995,504.440002,492.600006,504.040009,1886900,504.040009
"2021-04-12",499.290009,506.940002,498.440002,506.029999,1584600,506.029999
"2021-04-13",506.850006,517.26001,506.779999,514.859985,2195400,514.859985
"2021-04-14",514,517.780029,509.130005,510.630005,1956400,510.630005
"2021-04-15",515.669983,524.590027,515.099976,523.25,2122300,523.25
"2021-04-16",524.210022,525.440002,518.549988,525.080017,2031600,525.080017
"2021-04-19",523.130005,524,514.440002,516.169983,1917700,516.169983
"2021-04-20",515.289978,517.289978,510.600006,514.210022,1677500,514.210022
"2021-04-21",515.02002,515.47998,509.549988,512.340027,1678100,512.340027
"2021-04-22",508.079987,512.77002,504.059998,507.290009,2084600,507.290009
"2021-04-23",508.790009,517.5,508.399994,515.840027,2257500,515.840027
"2021-04-26",513.570007,516.309998,510.25,515.700012,1387500,515.700012
"2021-04-27",518,519.159973,511.350006,517.320007,1944000,517.320007
"2021-04-28",515.23999,519.130005,510.019989,515.47998,1472200,515.47998
"2021-04-29",518.109985,520.450012,510.619995,516.090027,1592500,516.090027
"2021-04-30",514.130005,515.049988,507.149994,508.339996,1950500,508.339996
"2021-05-03",510.970001,511.73999,501.119995,503.459991,1458600,503.459991
"2021-05-04",499.470001,499.470001,484.829987,490.700012,2528900,490.700012
"2021-05-05",495.690002,498.630005,484.440002,486.690002,1875300,486.690002
"2021-05-06",485.670013,485.670013,475.920013,483.609985,2537100,483.609985
"2021-05-07",496,499.149994,485.779999,488.730011,1632300,488.730011
"2021-05-10",487.540009,489.040009,478.630005,479.380005,1970900,479.380005
"2021-05-11",471.029999,486.910004,468.5,485.190002,2293700,485.190002
"2021-05-12",477.190002,480.98999,469.570007,472.089996,2399500,472.089996
"2021-05-13",478.01001,480.459991,471.76001,474.160004,1996500,474.160004
"2021-05-14",481.630005,488.329987,478.690002,486.559998,1857100,486.559998
"2021-05-17",487.029999,487.869995,478.109985,482.73999,1581000,482.73999
"2021-05-18",484.630005,488.320007,480.459991,480.619995,1395100,480.619995
"2021-05-19",473.019989,480.869995,472,480.470001,2047500,480.470001
"2021-05-20",483.679993,495.359985,482.609985,491.670013,1991100,491.670013
"2021-05-21",494.190002,496.230011,487.130005,488.070007,1567800,488.070007
"2021-05-24",494.640015,499.98999,492.01001,497.829987,1846900,497.829987
"2021-05-25",499.019989,505.600006,498.869995,505.079987,2322500,505.079987
"2021-05-26",506.269989,509.5,504.630005,506.980011,1695600,506.980011
"2021-05-27",505,505,497.450012,498.279999,2957300,498.279999
"2021-05-28",506.079987,511.369995,504.190002,504.579987,1924800,504.579987
"2021-06-01",504.540009,506,492.309998,495.910004,2189000,495.910004
"2021-06-02",495.179993,501.820007,493.089996,495.769989,1761300,495.769989
"2021-06-03",492.399994,496.76001,487.339996,493.140015,1539100,493.140015
"2021-06-04",498.730011,506.5,497.720001,504.5,1644200,504.5
"2021-06-07",504.98999,509.779999,502,509.470001,1768500,509.470001
"2021-06-08",511.149994,516.289978,508.070007,509.200012,1747800,509.200012
"2021-06-09",513.98999,518.320007,512.47998,514.679993,1702400,514.679993
"2021-06-10",513.98999,536.409973,513.01001,535.52002,3152400,535.52002
"2021-06-11",529.75,541.849976,529.75,541.26001,2871300,541.26001
"2021-06-14",545.039978,561.359985,543.25,556.950012,3522600,556.950012
"2021-06-15",554.98999,555,547.22998,548.460022,2424800,548.460022
"2021-06-16",548.460022,553.98999,535.719971,543.330017,2842000,543.330017
"2021-06-17",539.98999,552.719971,538.75,551.359985,3566400,551.359985
"2021-06-18",569.960022,570,556.390015,565.590027,6762000,565.590027
"2021-06-21",565.98999,570.190002,560.349976,567.349976,2625900,567.349976
"2021-06-22",568.51001,576.309998,567,575.73999,2370400,575.73999
"2021-06-23",577.98999,579.799988,570.710022,574.22998,1616700,574.22998
"2021-06-24",575.900024,580.969971,574.960022,578.26001,1835000,578.26001
"2021-06-25",578.640015,582,577.059998,579.659973,2133500,579.659973
"2021-06-28",582.710022,589.409973,581,588.799988,1714000,588.799988
"2021-06-29",586.780029,591.340027,583.900024,590.75,1204800,590.75
"2021-06-30",590.75,592.23999,585,585.640015,1704200,585.640015
"2021-07-01",583.330017,587.780029,581.349976,584.72998,1646100,584.72998
"2021-07-02",588.669983,594.080017,587.960022,593.070007,1744600,593.070007
"2021-07-06",595.869995,600.659973,592.47998,596.900024,1657400,596.900024
"2021-07-07",600,607.669983,597.400024,605.77002,2022500,605.77002
"2021-07-08",595.640015,607.299988,593.330017,605.950012,1846600,605.950012
"2021-07-09",601.429993,605.950012,597.440002,604.5,2145200,604.5
"2021-07-12",606,607.419983,596.47998,600.200012,1696200,600.200012
"2021-07-13",600.559998,609.330017,598.419983,605.01001,1435600,605.01001
"2021-07-14",608.140015,611.299988,604.01001,608.830017,1376900,608.830017
"2021-07-15",608.400024,609.950012,602.650024,606.169983,1618100,606.169983
"2021-07-16",608.710022,611.619995,603.659973,606.099976,1249700,606.099976
"2021-07-19",602.75,610.690002,598.140015,602.049988,2046600,602.049988
"2021-07-20",605.390015,612.75,598.47998,608.719971,1675700,608.719971
"2021-07-21",605.719971,612.580017,603.320007,612.26001,1381000,612.26001
"2021-07-22",614.580017,623.950012,614.580017,623.679993,1477900,623.679993
"2021-07-23",625.76001,631.640015,622,625.869995,2030400,625.869995
"2021-07-26",624.179993,625.869995,619.72998,620.799988,1389800,620.799988
"2021-07-27",621,623.919983,610.640015,618.280029,1540300,618.280029
"2021-07-28",620.98999,626,617.570007,620.919983,1468100,620.919983
"2021-07-29",617.039978,625.669983,617.039978,621.700012,1068900,621.700012
"2021-07-30",619.030029,622.799988,617.289978,621.630005,1403400,621.630005
"2021-08-02",625.869995,627.599976,612.929993,618.75,1466800,618.75
"2021-08-03",620.22998,624.700012,614,621.280029,1067300,621.280029
"2021-08-04",622.469971,627.080017,617.619995,625.679993,1306800,625.679993
"2021-08-05",626.98999,632.469971,623,632.080017,1158200,632.080017
"2021-08-06",629.27002,631.840027,625.169983,631.380005,1127700,631.380005
"2021-08-09",634.97998,634.97998,626.919983,629.219971,1118900,629.219971
"2021-08-10",630.47998,633.299988,620.599976,621.73999,1540100,621.73999
"2021-08-11",623.76001,627.419983,621.650024,626.030029,1328300,626.030029
"2021-08-12",626,636.640015,624.039978,634.349976,1163100,634.349976
"2021-08-13",634.48999,638.429993,632.349976,637.309998,932800,637.309998
"2021-08-16",637.030029,638.02002,628.190002,636.940002,1105500,636.940002
"2021-08-17",636.549988,637,630.219971,635.01001,1346300,635.01001
"2021-08-18",632.799988,637.140015,626.049988,626.77002,1386500,626.77002
"2021-08-19",624.880005,642.549988,623.630005,637.659973,1693700,637.659973
"2021-08-20",639.840027,652,634.530029,647.340027,1434000,647.340027
"2021-08-23",645.869995,658.5,645.52002,656.859985,1652400,656.859985
"2021-08-24",659.140015,660,653.400024,657.23999,866400,657.23999
"2021-08-25",658.609985,661.059998,651.640015,656.799988,1047900,656.799988
"2021-08-26",653.590027,657.909973,649.349976,652.390015,1619200,652.390015
"2021-08-27",652.52002,662.609985,651.859985,658.52002,1142300,658.52002
"2021-08-30",659.780029,667.669983,659.780029,665.98999,1341500,665.98999
"2021-08-31",667.900024,667.900024,660.460022,663.700012,1877800,663.700012
"2021-09-01",664.51001,668.960022,662,665.890015,1261200,665.890015
"2021-09-02",669.820007,669.849976,661.669983,664.640015,1402400,664.640015
"2021-09-03",664.429993,673.880005,664.299988,666.590027,1640300,666.590027
"2021-09-07",667.349976,668.869995,656.549988,661.390015,1382300,661.390015
"2021-09-08",660.150024,664.080017,657.099976,663.219971,1367700,663.219971
"2021-09-09",664.840027,667.460022,659.929993,661.679993,1110200,661.679993
"2021-09-10",666.179993,668.869995,658.200012,658.940002,1204200,658.940002
"2021-09-13",663.039978,663.599976,640.23999,645.150024,2242500,645.150024
"2021-09-14",646,649.580017,642.460022,645.01001,2150200,645.01001
"2021-09-15",652.320007,663.309998,650.97998,661.080017,2009300,661.080017
"2021-09-16",657.530029,666.469971,654.710022,665.109985,2046100,665.109985
"2021-09-17",663.210022,665,652.039978,654.47998,3553200,654.47998
"2021-09-20",646.039978,653.929993,633.049988,641.289978,2637400,641.289978
"2021-09-21",646.880005,650.950012,640.299988,645.890015,2449300,645.890015
"2021-09-22",624.789978,628.940002,615.059998,626.080017,5689600,626.080017
"2021-09-23",632.289978,633.820007,627.02002,630.840027,2985500,630.840027
"2021-09-24",628,629.030029,618.219971,622.710022,2809000,622.710022
"2021-09-27",615.799988,616.659973,602.72998,603.650024,4152200,603.650024
"2021-09-28",596.309998,596.309998,578.330017,578.77002,5108900,578.77002
"2021-09-29",585.450012,586.549988,576.070007,577.700012,2726800,577.700012
"2021-09-30",580.640015,586.190002,573.23999,575.719971,2743600,575.719971
"2021-10-01",577.52002,581.469971,568.609985,577.469971,2915300,577.469971
"2021-10-04",574.590027,576.799988,552.140015,558.48999,3977000,558.48999
"2021-10-05",563.909973,570.289978,559.210022,566.700012,2337800,566.700012
"2021-10-06",561.23999,572.159973,560.210022,570.309998,2043200,570.309998
"2021-10-07",578.460022,586.150024,576.190002,578.960022,2648500,578.960022
"2021-10-08",581.299988,583.609985,575.52002,576.859985,2050700,576.859985
"2021-10-11",574.5,582.280029,571.5,573.070007,1410600,573.070007
"2021-10-12",579.159973,584.219971,574.419983,580.690002,1740200,580.690002
"2021-10-13",585.26001,593.539978,582.659973,591.119995,2142300,591.119995
"2021-10-14",600,609.440002,596.969971,607.51001,2500900,607.51001
"2021-10-15",611.690002,612.25,607.549988,610.090027,1960100,610.090027
"2021-10-18",610.650024,623.469971,607.570007,622.830017,1905100,622.830017
"2021-10-19",625.26001,639.390015,625.26001,636.070007,2470000,636.070007
"2021-10-20",639.280029,641.289978,630.169983,632.369995,1497200,632.369995
"2021-10-21",632,639.169983,629,638.659973,1586600,638.659973
"2021-10-22",640.429993,644.429993,634.450012,643.580017,1786500,643.580017
"2021-10-25",644.469971,649.619995,639.070007,646.969971,1629400,646.969971
"2021-10-26",650.909973,659.190002,642.099976,642.5,2154000,642.5
"2021-10-27",644.47998,648.809998,639.809998,640.080017,1629900,640.080017
"2021-10-28",638,642.48999,633.27002,639.280029,2085000,639.280029
"2021-10-29",637.77002,651.309998,637,650.359985,1927700,650.359985
"2021-11-01",651.049988,654,634.780029,640.200012,2215800,640.200012
"2021-11-02",641.119995,647.73999,639.22998,640.400024,1770000,640.400024
"2021-11-03",645.52002,656.5,640,655.179993,1970700,655.179993
"2021-11-04",659.440002,676.080017,657.75,674.080017,2480600,674.080017
"2021-11-05",676.73999,677.76001,661.109985,662.719971,2517600,662.719971
"2021-11-08",666.559998,668.25,661.400024,666.02002,1497200,666.02002
"2021-11-09",667.690002,669.659973,663,667.919983,1128000,667.919983
"2021-11-10",663.200012,665.809998,645.859985,647.5,2038200,647.5
"2021-11-11",649.609985,652.570007,642.099976,643.169983,1271100,643.169983
"2021-11-12",649.01001,658.469971,647.159973,657.599976,1286500,657.599976
"2021-11-15",658.369995,663.669983,655.190002,659.72998,1077600,659.72998
"2021-11-16",659.140015,673.73999,658.98999,671.030029,1422000,671.030029
"2021-11-17",671.76001,672.73999,662.840027,670.669983,1221900,670.669983
"2021-11-18",670.619995,676.549988,665.080017,670.960022,1493800,670.960022
"2021-11-19",681.26001,699.5,678.909973,688.369995,3090900,688.369995
"2021-11-22",696.280029,699.539978,672.659973,673.570007,2284700,673.570007
"2021-11-23",662.700012,667.570007,648.609985,665.159973,2502800,665.159973
"2021-11-24",655.830017,668.869995,647.140015,668.320007,2426800,668.320007
"2021-11-26",670.25,684,659.679993,662.099976,2204000,662.099976
"2021-11-29",668,691.359985,665.77002,687.48999,2728800,687.48999
"2021-11-30",687.219971,694.890015,667.830017,669.849976,4703600,669.849976
"2021-12-01",676,678.780029,656.280029,657.409973,2831800,657.409973
"2021-12-02",655.950012,674.849976,653.619995,671.880005,2675400,671.880005
"2021-12-03",658.099976,662.090027,604.299988,616.530029,6741800,616.530029
"2021-12-06",617.469971,625.900024,605.72998,622.039978,3170000,622.039978
"2021-12-07",644.190002,655.219971,640.049988,649.960022,3943500,649.960022
"2021-12-08",647.299988,654.650024,641.609985,653.099976,2416200,653.099976
"2021-12-09",650.919983,655.719971,630.880005,632.570007,2550700,632.570007
"2021-12-10",638.130005,654.969971,635.099976,654.450012,2873000,654.450012
"2021-12-13",652.77002,675.210022,650.97998,658.299988,3829400,658.299988
"2021-12-14",635.359985,636,599.099976,614.859985,5934200,614.859985
"2021-12-15",615.960022,631.25,604.619995,630.330017,4288800,630.330017
"2021-12-16",578.400024,591.580017,556.150024,566.090027,10961200,566.090027
"2021-12-17",566.090027,566.98999,545.140015,556.640015,7999200,556.640015
"2021-12-20",545.609985,557.27002,543.5,549.77002,3441100,549.77002
"2021-12-21",550.909973,559.890015,538.049988,557.52002,4104700,557.52002
"2021-12-22",560.299988,564.919983,552.23999,563.97998,4526200,563.97998
"2021-12-23",568.960022,572.570007,566.159973,569.619995,2147700,569.619995
"2021-12-27",575.039978,580.880005,572.090027,577.679993,1980100,577.679993
"2021-12-28",582.840027,582.880005,568.349976,569.359985,2107800,569.359985
"2021-12-29",573.330017,576.960022,562.780029,569.289978,2484200,569.289978
"2021-12-30",570.570007,578.98999,566.039978,570.530029,1564600,570.530029
"2021-12-31",570,570.169983,565.070007,567.059998,1581400,567.059998
"2022-01-03",566.650024,575,553.27002,564.369995,2862700,564.369995
"2022-01-04",563.900024,564.299988,541.309998,554,4344800,554
"2022-01-05",535,538.75,514,514.429993,7394800,514.429993
"2022-01-06",510,526.309998,508.200012,514.119995,3913600,514.119995
"2022-01-07",513.659973,520.419983,504,510.700012,3605400,510.700012
"2022-01-10",500,526.580017,497.01001,525.830017,5429700,525.830017
