"","SYY.Open","SYY.High","SYY.Low","SYY.Close","SYY.Volume","SYY.Adjusted"
"2022-01-07",79.68,80.940002,79.650002,80.459999,3688100,79.544746
"2022-01-10",80.690002,80.800003,77.57,79.309998,2610100,78.407829
"2022-01-11",79.510002,79.800003,77.830002,78.43,2772300,77.537834
"2022-01-12",78.510002,79.309998,77.580002,78.190002,3320200,77.300575
"2022-01-13",78.660004,80.980003,78.580002,80.419998,2372900,79.505203
"2022-01-14",78.910004,79.949997,78.639999,79.790001,2334500,78.88237
"2022-01-18",79.389999,80.150002,78.379997,78.919998,2573100,78.022263
"2022-01-19",78.5,79,77.379997,77.690002,2005900,76.806259
"2022-01-20",77.5,79.370003,77.410004,78.029999,3066400,77.142387
"2022-01-21",78.32,78.93,77.080002,77.410004,3234100,76.529442
"2022-01-24",75.870003,77.540001,73.970001,77.169998,3126500,76.292168
"2022-01-25",76.019997,77.910004,74.209999,77.07,2585800,76.193306
"2022-01-26",77.610001,79.279999,76.129997,77.059998,2659000,76.183426
"2022-01-27",77.669998,79.059998,76.269997,76.660004,2228700,75.787979
"2022-01-28",76.510002,77.760002,75.349998,77.629997,2305000,76.746933
"2022-01-31",76.760002,78.25,76.730003,78.150002,2215200,77.261024
"2022-02-01",79,79.879997,78.519997,79.459999,2457100,78.556122
"2022-02-02",79,80.32,78.940002,79.989998,2297400,79.080093
"2022-02-03",79.650002,80.129997,79.019997,79.230003,1634800,78.328743
"2022-02-04",78.550003,79.370003,77.260002,78.760002,1805700,77.86409
"2022-02-07",79.389999,80.629997,79.18,79.919998,2836400,79.010887
"2022-02-08",75.040001,81.620003,74.800003,81.339996,5428100,80.414734
"2022-02-09",81.75,84.389999,81.199997,81.389999,4061200,80.464165
"2022-02-10",81.419998,83.050003,80.660004,82.940002,2852700,81.996536
"2022-02-11",83.019997,84.269997,82.07,82.57,2677500,81.630745
"2022-02-14",82.900002,83.379997,80.82,81.989998,3162000,81.057343
"2022-02-15",83,84.519997,82.860001,84.349998,2427400,83.390495
"2022-02-16",84.220001,85.989998,84.220001,85.57,2594600,84.596619
"2022-02-17",84.769997,85.260002,83.940002,84.260002,2193800,83.301521
"2022-02-18",83.949997,85.360001,83.190002,83.550003,2034100,82.599602
"2022-02-22",83.82,84.800003,82.769997,84.239998,2214100,83.281746
"2022-02-23",84.580002,85.32,83.620003,84.089996,2682300,83.133446
"2022-02-24",83.099998,85.260002,82.129997,84.959999,3450600,83.993553
"2022-02-25",85.440002,87.300003,85.110001,87.25,2444100,86.257507
"2022-02-28",86.220001,87.550003,85.730003,87.099998,2798800,86.109215
"2022-03-01",86.739998,87.269997,85.209999,86.150002,2570200,85.170021
"2022-03-02",86.5,89.220001,86.440002,88.370003,3393500,87.364769
"2022-03-03",88.629997,89.120003,86.580002,87.080002,2011000,86.089439
"2022-03-04",85.739998,86.18,82.830002,84.959999,3960900,83.993553
"2022-03-07",84.839996,84.860001,77.589996,77.75,5409500,76.86557
"2022-03-08",77.760002,79.32,75.230003,75.309998,6094400,74.453323
"2022-03-09",78,80.650002,77.769997,79.760002,3307300,78.852715
"2022-03-10",78.080002,80.419998,77.709999,79.980003,2338800,79.070213
"2022-03-11",80.739998,81.370003,77.709999,77.82,1768600,76.934776
"2022-03-14",78.400002,78.75,75.959999,76.760002,1737500,75.886841
"2022-03-15",78.029999,79.309998,77.379997,77.790001,2113500,76.905121
"2022-03-16",78.300003,80.110001,78.129997,80.080002,2381100,79.169075
"2022-03-17",79.300003,79.980003,78.779999,79.75,2082100,78.842819
"2022-03-18",79.720001,81.379997,78.629997,81.239998,4020200,80.315872
"2022-03-21",81.209999,81.82,79.459999,80.75,2087000,79.831444
"2022-03-22",81.239998,82.019997,80.650002,81.110001,1755500,80.187355
"2022-03-23",80.639999,80.879997,79.760002,80.43,1976600,79.515083
"2022-03-24",80.809998,81.760002,80.209999,81.529999,1350600,80.602577
"2022-03-25",81.68,82.199997,80.239998,80.910004,1297200,79.989632
"2022-03-28",80.669998,81.169998,79.82,80.940002,1244400,80.019287
"2022-03-29",82.019997,83.519997,81.989998,83.099998,1810000,82.154716
"2022-03-30",82.5,84.040001,82.470001,82.989998,2903800,82.045967
"2022-03-31",82.43,83.019997,81.629997,81.650002,2229300,81.180969
"2022-04-01",81.809998,82.470001,81.389999,82.410004,2725500,81.9366
"2022-04-04",82.370003,83.68,81.580002,82.879997,2389900,82.4039
"2022-04-05",82.559998,83.43,81.610001,82.5,1774500,82.026085
"2022-04-06",82.25,83.220001,81.309998,83.040001,2278100,82.562981
"2022-04-07",83.260002,83.730003,82.809998,83.68,3071200,83.199303
"2022-04-08",84.730003,86.57,84.150002,85.57,3078000,85.078445
"2022-04-11",85.370003,86.110001,84.57,84.709999,2910800,84.223389
"2022-04-12",84.699997,86.330002,84.230003,84.57,2772400,84.08419
"2022-04-13",85.080002,86.720001,84.660004,86.669998,1921300,86.172127
"2022-04-14",86.910004,87.650002,86.25,86.269997,1593500,85.774422
"2022-04-18",85.25,86.32,85.010002,85.910004,1633500,85.416496
"2022-04-19",86.099998,88.459999,85.580002,88.099998,1954300,87.59391
"2022-04-20",88.900002,89.599998,88.349998,89.099998,1797100,88.588165
"2022-04-21",90,91.529999,89.230003,89.739998,3290600,89.224487
"2022-04-22",89.440002,90.18,88.669998,88.800003,2367600,88.289894
"2022-04-25",88.68,89.940002,87.389999,89.739998,2360800,89.224487
"2022-04-26",89.889999,89.889999,87.559998,87.650002,1881600,87.1465
"2022-04-27",87.610001,89.279999,87.110001,87.720001,2116800,87.216095
"2022-04-28",88.239998,88.440002,87.07,88.32,1844000,87.812653
"2022-04-29",88.230003,88.889999,85.239998,85.480003,3457000,84.988968
"2022-05-02",86.389999,86.400002,83.349998,85.139999,2545900,84.650917
"2022-05-03",85.720001,86.230003,84.099998,85.760002,2299400,85.267357
"2022-05-04",85.5,86.360001,83.900002,86.199997,3093600,85.704826
"2022-05-05",84.879997,85.410004,82.959999,83.629997,2732700,83.14959
"2022-05-06",83.379997,83.669998,81.089996,82.480003,2389300,82.006203
"2022-05-09",81.410004,82.769997,80.629997,81.080002,3430900,80.614243
"2022-05-10",89,90.739998,85.5,86.050003,6798900,85.555695
"2022-05-11",86.370003,87.290001,83.660004,84.059998,4074800,83.577118
"2022-05-12",84.139999,84.139999,81.139999,82.610001,2663800,82.135452
"2022-05-13",83.410004,85.709999,83.370003,84.730003,2017100,84.243279
"2022-05-16",84.709999,85.279999,84.139999,84.540001,1419700,84.054367
"2022-05-17",85.330002,86.059998,84.639999,85.919998,1490700,85.426437
"2022-05-18",84.910004,85.269997,80.379997,80.709999,1983300,80.246361
"2022-05-19",79.870003,80.419998,78.029999,79.080002,2667000,78.625732
"2022-05-20",79.599998,79.889999,75.25,76.980003,3277400,76.537796
"2022-05-23",77.669998,78.610001,76.339996,78.589996,1612400,78.138542
"2022-05-24",77.830002,78.019997,75.760002,77.110001,2749600,76.667046
"2022-05-25",77.150002,79.669998,77.07,79.139999,2323600,78.685387
"2022-05-26",81.870003,83.639999,81.220001,82.839996,2635200,82.364128
"2022-05-27",82.860001,84.669998,82.839996,84.480003,1927000,83.994713
"2022-05-31",84.120003,84.720001,83.029999,84.18,2564700,83.696434
"2022-06-01",84.120003,84.610001,82.68,83.25,1923500,82.771774
"2022-06-02",83.459999,84.339996,82.790001,84.32,1461900,83.835625
"2022-06-03",83.769997,84.379997,83.400002,84.25,1536600,83.766029
"2022-06-06",85.010002,85.720001,84.080002,84.720001,1092500,84.23333
"2022-06-07",83.389999,85.220001,83.260002,85.110001,1229000,84.621086
"2022-06-08",84.43,85.989998,84.400002,85.160004,1843800,84.670807
"2022-06-09",84.839996,85.110001,82.459999,82.489998,1446200,82.016136
"2022-06-10",80.790001,82.769997,80.120003,81.910004,2083900,81.439476
"2022-06-13",80.089996,81.43,79.269997,79.720001,1999600,79.262054
"2022-06-14",79.970001,81.029999,79.739998,80.139999,2179600,79.679642
"2022-06-15",80.82,82.279999,79.809998,80.779999,1662900,80.315964
"2022-06-16",79.550003,79.550003,77.790001,78.440002,2064800,77.98941
"2022-06-17",78.690002,79.470001,78.220001,78.769997,4620700,78.317505
"2022-06-21",80.089996,80.5,79.120003,80.07,1814700,79.610039
"2022-06-22",79.120003,79.32,77.900002,78.300003,2405500,77.850212
"2022-06-23",79.910004,80.919998,78.82,80.830002,2233300,80.365677
"2022-06-24",81.559998,85.620003,81.220001,85.57,2761500,85.078445
"2022-06-27",85.93,86.769997,84.739998,86.099998,2416900,85.6054
"2022-06-28",86.470001,87.32,84.790001,85.050003,1906200,84.56144
"2022-06-29",86.25,86.879997,85.209999,85.300003,2425500,84.809998
