"","DRI.Open","DRI.High","DRI.Low","DRI.Close","DRI.Volume","DRI.Adjusted"
"2022-01-06",150.699997,151.470001,147.210007,147.419998,1292100,143.56337
"2022-01-07",146.399994,147.559998,145.360001,145.660004,1020700,142.915802
"2022-01-10",145,147.009995,141.610001,146.979996,1335100,144.210922
"2022-01-11",146.990005,147.169998,144.429993,145.100006,1035600,142.366364
"2022-01-12",145,145.479996,142.350006,143.550003,1117900,140.845551
"2022-01-13",144.080002,146.479996,143.779999,144.679993,673900,141.954254
"2022-01-14",144.009995,144.199997,141.220001,143,923500,140.305923
"2022-01-18",141.160004,142.100006,139.100006,139.369995,1398300,136.744293
"2022-01-19",140.080002,141.369995,138.520004,138.559998,981200,135.949554
"2022-01-20",138.820007,141.070007,135.910004,136.029999,931400,133.467224
"2022-01-21",136.100006,137.479996,134.320007,134.779999,1326700,132.240784
"2022-01-24",131.460007,136.830002,129.889999,136.589996,1435100,134.016678
"2022-01-25",134.699997,139.279999,131.800003,137.5,1348200,134.909546
"2022-01-26",139.559998,140.830002,135.649994,136.949997,1314500,134.369888
"2022-01-27",138.289993,139.660004,134.610001,135.360001,789800,132.809845
"2022-01-28",135.690002,138.619995,132.380005,138.520004,1021400,135.910309
"2022-01-31",137.649994,140.009995,136.059998,139.869995,1185300,137.234879
"2022-02-01",140.270004,141.740005,138.559998,139.880005,888500,137.24469
"2022-02-02",141.559998,143.130005,140.470001,140.850006,1369400,138.196426
"2022-02-03",139.660004,141.770004,138.279999,138.589996,853300,135.978989
"2022-02-04",138.279999,138.789993,135.720001,137.860001,960700,135.262756
"2022-02-07",138,141.25,138,140.089996,1235300,137.450729
"2022-02-08",140.419998,141.309998,138.759995,141,1441000,138.343597
"2022-02-09",142.639999,147.259995,142.529999,146.690002,1629000,143.926392
"2022-02-10",145.419998,150.5,144.559998,146.850006,1287400,144.083389
"2022-02-11",147.649994,148.509995,143,144.399994,941700,141.67952
"2022-02-14",144.770004,146.039993,142.789993,143.419998,894700,140.718002
"2022-02-15",145,147.850006,144.919998,147.690002,879400,144.907547
"2022-02-16",146.759995,149.350006,146.759995,148.860001,981100,146.055511
"2022-02-17",147.360001,147.720001,141.860001,142.850006,1231600,140.158752
"2022-02-18",143.050003,146.199997,143.050003,144.740005,1006300,142.013138
"2022-02-22",144.350006,145.789993,141.860001,143.899994,1240800,141.18895
"2022-02-23",145.679993,145.679993,138.649994,139.050003,958700,136.430328
"2022-02-24",135.020004,141.740005,134.149994,141.570007,1100900,138.902863
"2022-02-25",141.360001,145.130005,140.860001,145.080002,738000,142.346725
"2022-02-28",142.699997,145.419998,140.550003,145.220001,1622300,142.484085
"2022-03-01",145.289993,145.289993,138.690002,139.889999,1267300,137.254517
"2022-03-02",140,142.300003,139.320007,140.470001,1940300,137.823578
"2022-03-03",141.070007,141.570007,132.660004,133.139999,2655200,130.631683
"2022-03-04",131.449997,132.350006,127.080002,132.039993,1783200,129.552399
"2022-03-07",131.830002,132.289993,117.5,117.790001,2938800,115.570869
"2022-03-08",117.790001,127.599998,116.040001,122.709999,2236400,120.39817
"2022-03-09",127.709999,130.139999,126.389999,128.559998,1427000,126.137962
"2022-03-10",125.519997,130.869995,124.610001,130.369995,1398700,127.913857
"2022-03-11",132.039993,132.889999,128.470001,129,1066300,126.569672
"2022-03-14",129.130005,129.5,122.879997,124.190002,2147700,121.850288
"2022-03-15",126.139999,127.290001,122.389999,124.379997,2093100,122.036705
"2022-03-16",127.470001,130.850006,126.919998,129.679993,1653300,127.236855
"2022-03-17",127.690002,130.479996,127.040001,130.440002,1387300,127.982552
"2022-03-18",129.919998,134.059998,129.139999,133.630005,2328000,131.112442
"2022-03-21",133.779999,134.399994,129.5,131.179993,1392100,128.708588
"2022-03-22",132.289993,134.770004,131.860001,132,1397600,129.513153
"2022-03-23",131.300003,133.139999,130.410004,130.940002,2729900,128.473129
"2022-03-24",131,134.380005,128.520004,132.399994,2180600,129.905609
"2022-03-25",132.479996,133.759995,129.320007,129.800003,1730200,127.354607
"2022-03-28",130.130005,130.690002,128.910004,130.320007,1316600,127.864807
"2022-03-29",132.490005,136.070007,132.089996,134.360001,1184600,131.82869
"2022-03-30",133.5,133.910004,131.259995,131.660004,939800,129.179565
"2022-03-31",131.979996,134.940002,131.320007,132.949997,1575800,130.445251
"2022-04-01",133.570007,134.399994,128.589996,130.070007,1711900,127.619514
"2022-04-04",129.229996,131.820007,127.209999,131.289993,1256000,128.816528
"2022-04-05",130.949997,132.169998,127.330002,129.520004,973100,127.07988
"2022-04-06",128.070007,129.460007,125.099998,128.490005,1165100,126.069283
"2022-04-07",126.959999,127.260002,123.239998,126,1644100,124.693687
"2022-04-08",126.440002,127.620003,123.410004,126.43,1379100,125.119225
"2022-04-11",126,129.449997,125.160004,126.540001,1196100,125.228088
"2022-04-12",129.300003,132.75,128.779999,130.539993,1384900,129.186615
"2022-04-13",130.740005,133.740005,130.740005,131.580002,1105200,130.215836
"2022-04-14",131.699997,133.699997,131.240005,131.449997,842200,130.087173
"2022-04-18",130.300003,132.889999,130.240005,132.639999,767300,131.264847
"2022-04-19",132.869995,136.270004,132.669998,135.399994,877000,133.996231
"2022-04-20",136.399994,138.080002,135.729996,136.580002,698100,135.164001
"2022-04-21",139.550003,140.259995,137.470001,138.029999,1130400,136.598969
"2022-04-22",137.759995,137.759995,133.899994,134.050003,849400,132.660233
"2022-04-25",133.050003,138.470001,132.330002,138.130005,1027700,136.697937
"2022-04-26",136.320007,137.110001,131.399994,131.5,737500,130.136658
"2022-04-27",131.759995,133.639999,130.289993,130.710007,668100,129.354858
"2022-04-28",132.309998,135.630005,130.830002,133.899994,654500,132.51178
"2022-04-29",134.149994,135.899994,131.339996,131.729996,997100,130.364273
"2022-05-02",132,133.240005,129.479996,132.800003,891500,131.423187
"2022-05-03",132.179993,133.710007,129.570007,130.649994,842800,129.295471
"2022-05-04",129.550003,131.979996,126.080002,131.479996,1256400,130.116867
"2022-05-05",129.410004,131.169998,125.809998,127.510002,969900,126.188034
"2022-05-06",127.349998,130.75,126.150002,130.100006,1264200,128.75119
"2022-05-09",128.070007,129.729996,124.93,125.110001,1140800,123.812912
"2022-05-10",127.209999,128.139999,123.379997,126.900002,972000,125.584358
"2022-05-11",126.989998,128.449997,121.330002,121.510002,1315700,120.250237
"2022-05-12",120.639999,126,118.720001,124.18,1647400,122.892555
"2022-05-13",126.019997,129.389999,126.010002,128.070007,817400,126.742233
"2022-05-16",127.25,128.240005,125.720001,126.379997,1025300,125.06974
"2022-05-17",129.210007,129.660004,126.690002,129.009995,1021400,127.672478
"2022-05-18",127.400002,127.400002,118.769997,119.480003,2055900,118.241287
"2022-05-19",116.709999,119.160004,114.080002,116.669998,1604600,115.460411
"2022-05-20",118.650002,118.870003,113.540001,116.25,1746000,115.044769
"2022-05-23",117.18,117.699997,113.230003,116.410004,932900,115.203117
"2022-05-24",115.239998,115.260002,111.57,114.769997,1092700,113.580109
"2022-05-25",114.309998,120.75,114.010002,120.120003,1199300,118.874649
"2022-05-26",121.459999,126.300003,121.110001,125.089996,899800,123.793114
"2022-05-27",126.300003,127.459999,123.93,126.040001,850300,124.733269
"2022-05-31",125.620003,126.860001,123.620003,125,1957900,123.704056
"2022-06-01",125.639999,125.93,121.75,123.93,1016800,122.645149
"2022-06-02",124.059998,127,123.82,126.879997,718500,125.56456
"2022-06-03",125.599998,126.669998,123.940002,125.779999,945500,124.475967
"2022-06-06",126.5,126.739998,124.32,125.919998,951200,124.614517
"2022-06-07",124.019997,125.239998,121.339996,124.910004,1281800,123.61499
"2022-06-08",124.080002,125.190002,122.989998,124.379997,885300,123.090477
"2022-06-09",123.57,125.550003,122.93,123.459999,681400,122.180016
"2022-06-10",121.269997,122.75,119.199997,119.940002,939500,118.696518
"2022-06-13",116.370003,117.18,113.239998,114.279999,1408400,113.095192
"2022-06-14",114.290001,115.660004,113.32,114.029999,1220600,112.847786
"2022-06-15",114.720001,118.290001,114.580002,116.550003,1443100,115.34166
"2022-06-16",113.370003,113.43,110.959999,111.839996,1326300,110.680489
"2022-06-17",112.290001,115.080002,111.849998,114.199997,2442900,113.016022
"2022-06-21",115.860001,116,112.730003,113.699997,1713400,112.521202
"2022-06-22",113.239998,116.300003,112.230003,115.120003,2059500,113.926491
"2022-06-23",116.839996,117.940002,113.169998,115.599998,2973500,114.401505
"2022-06-24",117.279999,119.889999,116.120003,119.809998,2375100,118.567856
"2022-06-27",121.459999,123.059998,120.300003,121.93,1692900,120.665886
"2022-06-28",122.019997,123.440002,114.93,115.099998,1556300,113.906693
"2022-06-29",114.629997,115,112.400002,113.870003,1236800,112.689445
