"","FLT.Open","FLT.High","FLT.Low","FLT.Close","FLT.Volume","FLT.Adjusted"
"2022-01-19",237.889999,239.869995,234.309998,237.580002,443800,237.580002
"2022-01-20",237.539993,240.5,232.789993,233.589996,542600,233.589996
"2022-01-21",232.990005,234.279999,225.720001,226.410004,566200,226.410004
"2022-01-24",219.419998,225.889999,216.830002,225.449997,937900,225.449997
"2022-01-25",221,228.779999,214.429993,225.770004,673700,225.770004
"2022-01-26",229,230.660004,221.660004,223.800003,449000,223.800003
"2022-01-27",226.380005,228.479996,221.960007,223.089996,446900,223.089996
"2022-01-28",223.25,231.399994,221.410004,231.309998,521700,231.309998
"2022-01-31",229.529999,238.369995,229.429993,238.259995,729800,238.259995
"2022-02-01",238.009995,241.919998,236.699997,240.690002,569200,240.690002
"2022-02-02",239.990005,243.169998,239.369995,241.179993,821200,241.179993
"2022-02-03",239.820007,240.509995,233.960007,233.990005,581600,233.990005
"2022-02-04",231.729996,237.660004,230.009995,236.190002,554700,236.190002
"2022-02-07",237.059998,237.520004,233.259995,235.259995,530600,235.259995
"2022-02-08",234.820007,237.059998,231.869995,236.270004,810600,236.270004
"2022-02-09",248.080002,254.199997,246,252,1471500,252
"2022-02-10",248.389999,252.429993,245.539993,247.429993,668200,247.429993
"2022-02-11",246.589996,249.199997,243.990005,246.470001,694500,246.470001
"2022-02-14",247,247.550003,244.440002,244.690002,715000,244.690002
"2022-02-15",246.009995,247.899994,243.970001,244.300003,591200,244.300003
"2022-02-16",243.039993,246,242.100006,244.289993,538200,244.289993
"2022-02-17",241.580002,242.720001,235,235.389999,596200,235.389999
"2022-02-18",234.639999,236.190002,231.259995,233.509995,600800,233.509995
"2022-02-22",233.050003,240.25,232.759995,237.300003,996800,237.300003
"2022-02-23",238.770004,239.800003,234.619995,234.880005,759200,234.880005
"2022-02-24",227.929993,236.169998,226.679993,235.580002,878400,235.580002
"2022-02-25",236.809998,240.330002,234.460007,237.889999,526800,237.889999
"2022-02-28",234.130005,236.009995,230.419998,234.199997,786100,234.199997
"2022-03-01",234.179993,234.179993,224.570007,226.110001,576900,226.110001
"2022-03-02",228.020004,237.259995,228.020004,235.520004,427300,235.520004
"2022-03-03",237.75,237.75,231.979996,233.330002,525700,233.330002
"2022-03-04",230.039993,231.869995,225.380005,226.330002,707000,226.330002
"2022-03-07",226.320007,226.929993,217.630005,219.130005,812200,219.130005
"2022-03-08",220.050003,232.949997,217.800003,228.210007,665500,228.210007
"2022-03-09",232.419998,235.970001,229.270004,230.25,397700,230.25
"2022-03-10",226.75,231.210007,226.360001,230.850006,302400,230.850006
"2022-03-11",231.880005,233,229.419998,229.539993,342200,229.539993
"2022-03-14",232.330002,232.770004,225.070007,226.470001,285400,226.470001
"2022-03-15",227.699997,230.899994,225.350006,229.410004,407600,229.410004
"2022-03-16",232.869995,236.770004,229.259995,236.529999,396600,236.529999
"2022-03-17",234.080002,237.070007,232.259995,236.820007,353200,236.820007
"2022-03-18",236.479996,239.520004,234.070007,239.210007,640600,239.210007
"2022-03-21",239.479996,243.220001,236.580002,241.240005,376700,241.240005
"2022-03-22",242.389999,245.369995,241.990005,243.559998,277800,243.559998
"2022-03-23",242.839996,243.059998,238.389999,240.240005,289300,240.240005
"2022-03-24",241.190002,243.910004,240.279999,243.690002,239100,243.690002
"2022-03-25",244.529999,246.229996,243.470001,246.029999,173900,246.029999
"2022-03-28",245.009995,246.460007,240.520004,243.020004,194300,243.020004
"2022-03-29",247.070007,250.199997,246.600006,249.470001,199300,249.470001
"2022-03-30",249.360001,250.679993,247.300003,250.220001,416300,250.220001
"2022-03-31",249.169998,253.529999,249.039993,249.059998,742100,249.059998
"2022-04-01",250.740005,255.509995,248.050003,249.600006,358400,249.600006
"2022-04-04",248.789993,254.330002,248.169998,253.839996,401000,253.839996
"2022-04-05",254.610001,260.769989,254.610001,256.5,662300,256.5
"2022-04-06",253.880005,255.529999,251.809998,253.639999,595300,253.639999
"2022-04-07",252.539993,252.539993,243.889999,249.660004,611400,249.660004
"2022-04-08",249.139999,252.949997,247.429993,250.5,1029600,250.5
"2022-04-11",249.389999,252.070007,247.800003,250.169998,314000,250.169998
"2022-04-12",251.190002,253.199997,250.220001,250.740005,394600,250.740005
"2022-04-13",249.479996,258.350006,249.479996,257.089996,387500,257.089996
"2022-04-14",258.350006,262.76001,258.350006,258.670013,437700,258.670013
"2022-04-18",257.98999,261.269989,254.910004,255.699997,410600,255.699997
"2022-04-19",257.420013,261.149994,255.809998,261.109985,723400,261.109985
"2022-04-20",263.299988,264,259.890015,261.690002,425700,261.690002
"2022-04-21",264.929993,265.299988,257.779999,258.690002,647500,258.690002
"2022-04-22",257.609985,258.339996,251.899994,252.240005,540500,252.240005
"2022-04-25",250.380005,252.839996,245.529999,251.880005,497400,251.880005
"2022-04-26",249.899994,251.070007,246.220001,246.509995,349900,246.509995
"2022-04-27",247.110001,252.639999,246.869995,251.699997,329000,251.699997
"2022-04-28",252,259.48999,251.130005,259.070007,344000,259.070007
"2022-04-29",257.26001,259.25,248.880005,249.520004,507800,249.520004
"2022-05-02",249.039993,249.369995,239.990005,248.380005,548400,248.380005
"2022-05-03",248.619995,250.899994,245.479996,248.839996,491500,248.839996
"2022-05-04",250.210007,254.869995,244.970001,254.100006,446900,254.100006
"2022-05-05",251,252.740005,241.399994,243.679993,509600,243.679993
"2022-05-06",242.410004,242.410004,223.380005,224.259995,888600,224.259995
"2022-05-09",222.470001,222.470001,214.039993,216.610001,960500,216.610001
"2022-05-10",219.410004,225.860001,217.190002,223.600006,844300,223.600006
"2022-05-11",222.399994,229.649994,221.960007,227.190002,1262500,227.190002
"2022-05-12",223.690002,228.380005,220.990005,225.020004,561100,225.020004
"2022-05-13",227.570007,236.539993,227.570007,233.589996,825900,233.589996
"2022-05-16",231.300003,232.979996,225.059998,226.960007,467000,226.960007
"2022-05-17",231.889999,232.449997,226.380005,229.270004,526700,229.270004
"2022-05-18",226.789993,230.419998,220.550003,221.520004,454900,221.520004
"2022-05-19",218.779999,229.5,218.779999,225.800003,752900,225.800003
"2022-05-20",228.520004,233.630005,225.850006,231.080002,631300,231.080002
"2022-05-23",234,239.279999,231,238.759995,500300,238.759995
"2022-05-24",235.479996,236.520004,228.770004,232.520004,447700,232.520004
"2022-05-25",228.800003,234.539993,228.800003,233.309998,366800,233.309998
"2022-05-26",236.169998,241.460007,233.710007,240.369995,366200,240.369995
"2022-05-27",241.910004,249.589996,241.910004,249.479996,373000,249.479996
"2022-05-31",248.580002,251.610001,245.929993,248.809998,497900,248.809998
"2022-06-01",248.399994,249.839996,241.589996,242.720001,413200,242.720001
"2022-06-02",243.5,246.699997,241.770004,245.259995,632700,245.259995
"2022-06-03",242.979996,245.470001,241.220001,243.669998,351900,243.669998
"2022-06-06",245.600006,250.279999,244.100006,247.449997,320800,247.449997
"2022-06-07",244.199997,249.100006,242.839996,248.350006,406800,248.350006
"2022-06-08",246.740005,249.020004,245.059998,247.300003,299000,247.300003
"2022-06-09",245.029999,245.029999,241.149994,241.429993,513800,241.429993
"2022-06-10",237.089996,239.970001,235.059998,237.179993,539200,237.179993
"2022-06-13",230.070007,230.820007,222.919998,223.960007,525500,223.960007
"2022-06-14",224.779999,228.070007,223.350006,227.039993,438100,227.039993
"2022-06-15",229.070007,233.429993,225.830002,229.520004,579200,229.520004
"2022-06-16",223.050003,223.139999,210.809998,212.059998,721500,212.059998
"2022-06-17",211.899994,215.529999,210.020004,212.509995,1801700,212.509995
"2022-06-21",219.059998,219.059998,214.110001,216.179993,577700,216.179993
"2022-06-22",213.039993,215.009995,211.440002,212.279999,541900,212.279999
"2022-06-23",213.300003,213.910004,208.529999,210.039993,463300,210.039993
"2022-06-24",212.919998,219.929993,212.919998,217.5,1590900,217.5
"2022-06-27",217.820007,219.289993,215.130005,218.75,645500,218.75
"2022-06-28",221.369995,225.029999,210.850006,211.399994,674500,211.399994
"2022-06-29",211.809998,211.809998,204.479996,209.509995,533500,209.509995
