"","SYK.Open","SYK.High","SYK.Low","SYK.Close","SYK.Volume","SYK.Adjusted"
"2020-12-04",234.710007,239.589996,234.190002,239.589996,844400,235.165604
"2020-12-07",237.5,239.330002,235.619995,236.800003,705600,232.427124
"2020-12-08",234.759995,236.679993,234.100006,235.449997,925900,231.102066
"2020-12-09",236.220001,237.800003,235.050003,235.929993,1006800,231.573196
"2020-12-10",235,237.259995,233.440002,235.130005,875200,230.787964
"2020-12-11",234,234.770004,230.259995,232.199997,1057100,227.912079
"2020-12-14",233.860001,236.449997,230.800003,230.949997,1069600,226.685135
"2020-12-15",233.820007,235.800003,230.559998,234.059998,1016900,229.737701
"2020-12-16",233.509995,236.119995,231.789993,235.130005,794100,230.787964
"2020-12-17",236,238.229996,235.179993,238.100006,776400,233.70311
"2020-12-18",238.149994,240.490005,236.139999,240,2504700,235.568039
"2020-12-21",235.429993,236.570007,230.600006,234.860001,936700,230.522949
"2020-12-22",234.789993,236.580002,231.429993,235.289993,817300,230.944992
"2020-12-23",236.779999,239,236.309998,236.330002,619600,231.965805
"2020-12-24",237.179993,238.25,236.330002,237.059998,256400,232.682327
"2020-12-28",239,240.449997,237.919998,238.539993,628300,234.134995
"2020-12-29",240.889999,242.449997,239.860001,240.850006,824200,236.402328
"2020-12-30",240.320007,242.820007,240.320007,242.059998,855800,238.213089
"2020-12-31",242.100006,245.339996,240.529999,245.039993,639900,241.145721
"2021-01-04",245.339996,245.529999,236.229996,239.020004,1114900,235.22142
"2021-01-05",239.360001,241.539993,238.25,239.660004,1363900,235.851227
"2021-01-06",238.880005,242.720001,236.770004,242.449997,1981800,238.596909
"2021-01-07",242.789993,244.229996,239.649994,243.720001,921100,239.84671
"2021-01-08",244.589996,247.440002,241.639999,243.660004,1378500,239.787659
"2021-01-11",242.619995,243.330002,240.789993,241.850006,544800,238.006439
"2021-01-12",240.350006,241.820007,237.289993,239.210007,824100,235.408401
"2021-01-13",239.199997,244.25,238.589996,243.199997,696000,239.334961
"2021-01-14",242.899994,244.110001,240.809998,242.130005,1053800,238.281967
"2021-01-15",241.839996,243.660004,238.75,241.990005,1281100,238.144226
"2021-01-19",243,244.25,240.559998,242.070007,835700,238.222946
"2021-01-20",242.399994,246.690002,240.679993,245.210007,959200,241.313034
"2021-01-21",244.380005,245.339996,240.479996,243.600006,991100,239.728607
"2021-01-22",242.600006,243.009995,239.919998,239.929993,908600,236.116928
"2021-01-25",239.210007,239.970001,236.869995,239.550003,1371600,235.742981
"2021-01-26",240.029999,242.149994,237.729996,238,1053500,234.217606
"2021-01-27",235,235.460007,229.580002,230.75,1488900,227.08284
"2021-01-28",232.490005,234.589996,226.880005,230,2004300,226.344757
"2021-01-29",229,229.759995,220.899994,221.009995,2192100,217.497635
"2021-02-01",223.520004,227.419998,222.690002,226.539993,2097300,222.939758
"2021-02-02",229.520004,238.740005,229.369995,235.130005,1850100,231.393234
"2021-02-03",233.679993,235.399994,230.320007,233.949997,1237900,230.231995
"2021-02-04",233.949997,241.149994,232.539993,237.080002,1211000,233.312225
"2021-02-05",240.050003,241.970001,237.970001,238.779999,1242300,234.985229
"2021-02-08",238.419998,242.550003,238.059998,242.449997,925400,238.596909
"2021-02-09",242.669998,244.279999,240.570007,242.149994,758600,238.301636
"2021-02-10",243.809998,244.600006,241.380005,243.029999,752300,239.167679
"2021-02-11",244.179993,245.990005,242.550003,245.339996,663600,241.440964
"2021-02-12",243.75,248.690002,243.160004,248.149994,1294200,244.206314
"2021-02-16",247.429993,248.300003,243.75,247.860001,2316200,243.920914
"2021-02-17",247.110001,247.610001,243.639999,246.570007,1673800,242.651428
"2021-02-18",245.160004,247.309998,243.429993,245.160004,2351500,241.26384
"2021-02-19",245.479996,246.380005,241.089996,242.089996,1509200,238.242615
"2021-02-22",240.419998,244.600006,238.740005,243.149994,1077200,239.285782
"2021-02-23",244.419998,248.149994,241.960007,246.559998,1289800,242.641556
"2021-02-24",246,249.919998,245.339996,248.820007,1274500,244.865677
"2021-02-25",248.850006,250.020004,244.190002,245.779999,958100,241.873978
"2021-02-26",247.339996,247.339996,242.110001,242.690002,1164700,238.833084
"2021-03-01",245.300003,247.830002,244.949997,245.809998,863900,241.903503
"2021-03-02",247.059998,247.169998,243.509995,245.389999,996400,241.490158
"2021-03-03",244.100006,245.050003,242.350006,242.880005,903400,239.020081
"2021-03-04",242.789993,243.210007,233.059998,235.800003,1371100,232.052582
"2021-03-05",237.580002,241.240005,232.580002,240.029999,1617600,236.215332
"2021-03-08",239.699997,240.5,235.820007,236,1308800,232.249405
"2021-03-09",238.199997,242.509995,237.130005,237.169998,993100,233.400803
"2021-03-10",238.929993,240.990005,237.179993,240.080002,953800,236.264587
"2021-03-11",240.830002,240.990005,238.070007,239.259995,1055700,235.457596
"2021-03-12",238.710007,241.210007,238.710007,240.759995,692500,236.933762
"2021-03-15",241.399994,241.759995,239.259995,241.25,1153800,237.41597
"2021-03-16",241.399994,242.089996,236.380005,238.029999,1098500,234.247131
"2021-03-17",239.309998,239.309998,235.520004,236.179993,1394400,232.426529
"2021-03-18",235.729996,236.399994,230.300003,230.860001,1683100,227.191101
"2021-03-19",230.100006,233.449997,227.839996,230,2162200,226.344757
"2021-03-22",229.789993,233.199997,228.449997,232.080002,892100,228.391693
"2021-03-23",232.029999,233.190002,228.789993,229.429993,1212000,225.783813
"2021-03-24",229.970001,236.509995,229.100006,233.809998,1336100,230.094208
"2021-03-25",234.300003,236.070007,231.350006,235.339996,1002800,231.599884
"2021-03-26",235.589996,241.289993,234.259995,240.979996,1109600,237.150238
"2021-03-29",239.419998,242.839996,238.440002,242.029999,1147300,238.183563
"2021-03-30",239.729996,244.600006,239.729996,243.100006,1207500,239.860931
"2021-03-31",243.490005,245.229996,243.039993,243.580002,1450500,240.334518
"2021-04-01",244.289993,244.289993,241.130005,242.949997,790000,239.712906
"2021-04-05",244.929993,248.960007,244.619995,248.479996,1250500,245.169235
"2021-04-06",248.070007,249.889999,247.479996,248.389999,917200,245.080444
"2021-04-07",248.179993,249.899994,246.330002,247.440002,1241100,244.143097
"2021-04-08",248.690002,250.179993,248.070007,249.869995,1211500,246.54071
"2021-04-09",250.889999,253.460007,250.460007,253.320007,1069000,249.944748
"2021-04-12",252,254.009995,251.479996,251.830002,1237300,248.474609
"2021-04-13",251,253.779999,250.679993,253.570007,907000,250.191422
"2021-04-14",254.130005,255.520004,251.800003,252.289993,758700,248.928467
"2021-04-15",252.779999,257.130005,252.630005,256.850006,1179200,253.427734
"2021-04-16",258.149994,260,255.139999,257.130005,943100,253.703979
"2021-04-19",256.679993,257.540009,254.509995,256.75,854700,253.329056
"2021-04-20",255.970001,259.5,255.25,258.429993,949300,254.986664
"2021-04-21",259.730011,264.570007,259.019989,263.890015,1191000,260.373932
"2021-04-22",264.109985,265.950012,262.26001,264.170013,797500,260.650208
"2021-04-23",263.980011,268.040009,263.459991,267,1089000,263.442474
"2021-04-26",267.779999,267.980011,265.079987,265.279999,1052600,261.745392
"2021-04-27",264.720001,266.380005,262.540009,265.029999,844600,261.498688
"2021-04-28",261,262.390015,257.869995,259.579987,1536500,256.121307
"2021-04-29",260.25,263.959991,259.809998,263.429993,943700,259.920044
"2021-04-30",263,263.709991,259.980011,262.630005,1071100,259.130707
"2021-05-03",263.529999,264.359985,262.290009,263.100006,1032800,259.594452
"2021-05-04",261.420013,261.420013,253.240005,255.589996,1563500,252.184509
"2021-05-05",256.700012,256.890015,251.699997,253.070007,1232000,249.69809
"2021-05-06",253.059998,254.300003,250.190002,254.130005,1029600,250.743973
"2021-05-07",254.580002,257.320007,253.479996,254.779999,935800,251.3853
"2021-05-10",255.690002,258.829987,255.690002,255.979996,1468200,252.569305
"2021-05-11",254.440002,255.460007,250.429993,251.5,824500,248.149017
"2021-05-12",249.100006,251.490005,244.130005,244.759995,1690600,241.498795
"2021-05-13",245.559998,248.619995,244.949997,247.850006,691800,244.547638
"2021-05-14",248.889999,253.5,248.229996,252.949997,1212100,249.579697
"2021-05-17",251.860001,252.830002,250.779999,251.850006,783400,248.494354
"2021-05-18",251,255.470001,251,252.839996,1087400,249.47113
"2021-05-19",249.720001,252.380005,248.639999,252.25,970900,248.889008
"2021-05-20",252.110001,256.579987,251.490005,254.350006,882900,250.961029
"2021-05-21",255.559998,259.100006,255.410004,255.649994,1150100,252.243698
"2021-05-24",257.140015,258.559998,256.089996,257.149994,774300,253.723724
"2021-05-25",256.940002,258.839996,255.570007,256.790009,832800,253.368515
"2021-05-26",254.119995,255.380005,249.119995,252.429993,1373600,249.066589
"2021-05-27",254.440002,255.130005,252,254.509995,2742400,251.118896
"2021-05-28",256.220001,259.459991,255.089996,255.270004,938800,251.868774
"2021-06-01",260,260,255.229996,255.789993,1460500,252.381836
"2021-06-02",255.470001,256.170013,250.080002,250.720001,1147100,247.379379
"2021-06-03",249.059998,250.520004,246.220001,249.699997,1107200,246.372971
"2021-06-04",251.009995,253.139999,250.330002,251.830002,688100,248.474609
"2021-06-07",252.779999,253.419998,248.75,249.539993,1178600,246.215103
"2021-06-08",251.589996,251.589996,246.009995,249.740005,975500,246.41246
"2021-06-09",251.559998,253.330002,251.130005,253.130005,925000,249.757294
"2021-06-10",253.669998,256.850006,253.649994,256.660004,924100,253.240265
"2021-06-11",257.109985,257.109985,254.059998,255.789993,724600,252.381836
"2021-06-14",256.01001,256.01001,254.169998,255.690002,752400,252.283173
"2021-06-15",256.440002,257.5,255.240005,256.679993,745900,253.259964
"2021-06-16",257.399994,258.390015,255.479996,256.399994,1247000,252.983719
"2021-06-17",256.25,260.23999,256.25,259.549988,1173400,256.091766
"2021-06-18",258.01001,258.709991,254.660004,254.910004,1375500,251.513565
"2021-06-21",255.910004,260.290009,254.699997,259.730011,780100,256.269379
"2021-06-22",260,263.75,259.190002,262.73999,1318900,259.239227
"2021-06-23",262.429993,264.369995,261.5,262.640015,1116100,259.140594
"2021-06-24",263.929993,264.329987,261.279999,261.390015,569000,257.907257
"2021-06-25",261.570007,264.440002,261.570007,263,2544300,259.495789
"2021-06-28",264.25,264.25,259.190002,260.359985,918700,256.89093
"2021-06-29",260.920013,262.48999,259.950012,260.440002,721300,257.593201
"2021-06-30",259.950012,260.769989,258.5,259.730011,748200,256.89093
"2021-07-01",260.51001,262.730011,259.019989,262.700012,1264800,259.828491
"2021-07-02",262.899994,265.76001,262.690002,265.420013,973600,262.518768
"2021-07-06",265.399994,265.910004,262.179993,264.859985,1219200,261.964844
"2021-07-07",265.429993,265.950012,263.640015,265.339996,767500,262.439606
"2021-07-08",262.290009,264.109985,260.279999,263.940002,727900,261.054962
"2021-07-09",265.01001,265.269989,263.609985,264.429993,1167600,261.539581
"2021-07-12",262.899994,265.559998,262.359985,264.920013,863200,262.0242
"2021-07-13",265,265.100006,261.179993,261.600006,948900,258.740509
"2021-07-14",262.890015,262.940002,259.839996,261.359985,859700,258.503113
"2021-07-15",259.839996,260.779999,255.75,257.049988,1607200,254.240219
"2021-07-16",257.299988,258.170013,256,257.589996,1204700,254.774307
"2021-07-19",254.320007,254.580002,247.610001,248.899994,1748400,246.179337
"2021-07-20",248.860001,256.959991,248.860001,255.179993,1660700,252.390656
"2021-07-21",258.160004,258.980011,256.399994,258.679993,1397300,255.852402
"2021-07-22",258.839996,259.640015,255.820007,259.100006,1039000,256.267853
"2021-07-23",260.019989,262.880005,259.019989,262.670013,982200,259.798828
"2021-07-26",261.579987,263.899994,259.829987,263.529999,1424300,260.649445
"2021-07-27",263.350006,269.73999,261.070007,268.350006,1408200,265.416718
"2021-07-28",273.660004,275.149994,265.26001,268.679993,1895900,265.743103
"2021-07-29",269.209991,270.230011,265.940002,269.179993,1217300,266.23764
"2021-07-30",268.700012,272.040009,268.309998,270.940002,1050400,267.978394
"2021-08-02",271.649994,273.540009,269.440002,270.070007,1123900,267.11795
"2021-08-03",269.660004,269.779999,265.799988,268.01001,1030100,265.080414
"2021-08-04",266.839996,267.290009,262,262.579987,1375900,259.709778
"2021-08-05",263.470001,264.579987,260.890015,264.51001,1269000,261.618683
"2021-08-06",264.920013,265.450012,261.660004,262.559998,1124300,259.689972
"2021-08-09",262.100006,262.73999,256.790009,257.549988,1316700,254.734787
"2021-08-10",257.660004,257.920013,251.889999,253.509995,2318900,250.738937
"2021-08-11",254.050003,258.709991,254.050003,257.519989,1579300,254.705093
"2021-08-12",257.429993,261.200012,256.470001,260.899994,1096000,258.048157
"2021-08-13",261.309998,263.850006,260.220001,263.149994,767900,260.27356
"2021-08-16",262.230011,265.350006,261.899994,265.049988,1001100,262.15274
"2021-08-17",264.25,267.869995,263.380005,267.579987,842200,264.655121
"2021-08-18",267.459991,267.570007,263.019989,263.579987,2065800,260.698853
"2021-08-19",261.149994,265.579987,260.450012,264.320007,963900,261.430786
"2021-08-20",264.170013,265.540009,262.709991,265.279999,1148500,262.38028
"2021-08-23",266.929993,266.929993,263.450012,265.279999,1532100,262.38028
"2021-08-24",264.820007,272.5,264.790009,271.100006,1639900,268.136658
"2021-08-25",271.769989,272.869995,269.600006,271.48999,921200,268.5224
"2021-08-26",271.309998,273,269.730011,271.149994,1016600,268.186127
"2021-08-27",272.269989,274.779999,271.109985,273.420013,953100,270.431305
"2021-08-30",274.019989,276.890015,273.049988,274.079987,905000,271.084076
"2021-08-31",274.019989,277.350006,273.630005,277.100006,1332900,274.071075
"2021-09-01",277.700012,277.890015,273.790009,276.670013,695900,273.645813
"2021-09-02",278.140015,280.269989,277.410004,277.679993,859400,274.644745
"2021-09-03",276.829987,277.350006,274.839996,276.649994,648300,273.625977
"2021-09-07",277.160004,279.369995,276.369995,278.670013,930800,275.623962
"2021-09-08",278.420013,280.940002,277.679993,280.089996,691100,277.028381
"2021-09-09",280.100006,281.160004,276.589996,276.920013,686300,273.893066
"2021-09-10",277.799988,278.399994,273.679993,273.859985,1032600,270.866455
"2021-09-13",275.049988,275.829987,269.290009,270.829987,1401400,267.869598
"2021-09-14",271.910004,277.670013,270.209991,275.26001,1514800,272.251221
"2021-09-15",273.950012,278.440002,273.540009,277.100006,955400,274.071075
"2021-09-16",276.76001,278.670013,274.019989,276.109985,773800,273.091888
"2021-09-17",275.48999,275.700012,272.470001,273.029999,2823400,270.045563
"2021-09-20",269.399994,270.929993,265.23999,268.329987,1082200,265.396942
"2021-09-21",270.029999,272.130005,268.179993,268.25,868600,265.317841
"2021-09-22",269.619995,273.350006,268.359985,271.649994,968700,268.680634
"2021-09-23",273,277.420013,271.929993,276.160004,963700,273.141357
"2021-09-24",275.630005,277.559998,274.929993,276.640015,520200,273.616119
"2021-09-27",275.450012,276.540009,271.890015,273.480011,683100,270.490662
"2021-09-28",273.049988,273.769989,267.049988,267.829987,1044500,264.902374
"2021-09-29",267.959991,269.200012,266.820007,267.890015,653400,265.586517
"2021-09-30",268.329987,270.019989,263.519989,263.720001,989300,261.452332
"2021-10-01",265.429993,269.279999,262.369995,268.220001,1329700,265.913635
"2021-10-04",266.26001,268.429993,259.25,262.339996,1237100,260.084198
"2021-10-05",263.179993,266.890015,261.709991,262.48999,1359000,260.23288
"2021-10-06",260.160004,263.850006,258.940002,263.720001,977700,261.452332
"2021-10-07",265.450012,269.369995,265.299988,265.959991,657900,263.673065
"2021-10-08",265.570007,267.200012,262.619995,263.679993,669200,261.412659
"2021-10-11",262.609985,263,258.170013,258.73999,1042800,256.515137
"2021-10-12",259.959991,260.290009,257.290009,258.179993,978800,255.959976
"2021-10-13",258,259.320007,256.049988,256.5,1038800,254.294418
"2021-10-14",258.290009,264.179993,258.040009,263.850006,1083100,261.581207
"2021-10-15",265.790009,266.5,263.480011,266.320007,1909000,264.029968
"2021-10-18",263,263.859985,259.76001,262.049988,1100300,259.796661
"2021-10-19",264.26001,271.579987,264.26001,270.859985,966400,268.530945
"2021-10-20",272,274.470001,269.910004,273.76001,1068300,271.406036
"2021-10-21",273.519989,276.529999,271.769989,276.440002,962600,274.062958
"2021-10-22",275.98999,277.570007,274.679993,275.730011,653300,273.35907
"2021-10-25",276.420013,276.720001,272.630005,273.049988,924000,270.702087
"2021-10-26",275,275.5,272.940002,273.179993,605400,270.830963
"2021-10-27",274,274.309998,268.309998,268.5,899100,266.191223
"2021-10-28",267.950012,270.369995,265.440002,268.440002,1067000,266.131744
"2021-10-29",260.700012,266.709991,258,266.070007,2393500,263.782135
"2021-11-01",266.130005,269.730011,266.070007,268.399994,1224400,266.092072
"2021-11-02",269.98999,273.450012,268.059998,272.649994,1329500,270.305542
"2021-11-03",272.75,273.920013,268.130005,271.859985,923900,269.522308
"2021-11-04",272.579987,273.190002,268.519989,270.059998,942700,267.737823
"2021-11-05",271,278.420013,270.420013,276.160004,1333400,273.785339
"2021-11-08",277.850006,277.98999,274.51001,275.549988,743800,273.180603
"2021-11-09",274.970001,276.109985,273.540009,275.170013,879600,272.803864
"2021-11-10",274.959991,277.019989,270.019989,271.059998,850600,268.729218
"2021-11-11",271.350006,271.350006,261.799988,263.420013,1397500,261.154907
"2021-11-12",263.429993,264.559998,261.940002,264.339996,1119500,262.066986
"2021-11-15",265.040009,266.329987,261.269989,261.890015,914900,259.638062
"2021-11-16",261.98999,263.790009,261.160004,262.299988,1150200,260.044525
"2021-11-17",261.670013,262.660004,259.75,262.059998,1067200,259.80661
"2021-11-18",262.609985,263.190002,257.790009,259.700012,1300200,257.466888
"2021-11-19",257.470001,264.880005,255.770004,263.690002,1721400,261.422607
"2021-11-22",264.209991,264.480011,260.299988,260.299988,1110500,258.061737
"2021-11-23",259.399994,259.970001,253.580002,254.539993,1402200,252.351257
"2021-11-24",253.759995,256.390015,252.710007,255.149994,1062100,252.956009
"2021-11-26",249.800003,250.220001,243.479996,243.479996,1955500,241.386368
"2021-11-29",246.529999,247.020004,242.960007,243.5,2137500,241.406204
"2021-11-30",242.279999,244.899994,236.089996,236.630005,2702000,234.595276
"2021-12-01",240.309998,246.990005,238.779999,239.100006,2390600,237.044037
"2021-12-02",240.5,248.470001,239,247.399994,1751100,245.272644
"2021-12-03",248.850006,249.669998,244.339996,246.869995,1624300,244.747208
"2021-12-06",249.990005,257.570007,249.479996,254.410004,1435000,252.222382
"2021-12-07",260.070007,264.380005,259.640015,260.549988,1580900,258.309601
"2021-12-08",260.420013,262.420013,259.929993,261.279999,1310100,259.033325
"2021-12-09",260.019989,263.140015,258.940002,260.540009,1205100,258.299713
"2021-12-10",261.369995,262.029999,258.339996,260.200012,828000,257.962616
"2021-12-13",260.410004,261.600006,258.440002,260.070007,895100,257.83374
"2021-12-14",258.25,259.269989,254.320007,254.75,1082200,252.559464
"2021-12-15",254.110001,254.490005,249.410004,252.220001,1667700,250.051208
"2021-12-16",253.020004,255.539993,249.929993,251.460007,1502700,249.297745
"2021-12-17",250.270004,255.970001,249.220001,251.220001,2416500,249.059814
"2021-12-20",248.029999,249.139999,242.520004,247.770004,1378600,245.639496
"2021-12-21",250.419998,257.450012,250,256.220001,1421700,254.016815
"2021-12-22",256.230011,264.279999,256,264.049988,1456200,261.77948
"2021-12-23",265.98999,269.850006,264.420013,268.25,1501500,265.94339
"2021-12-27",269.350006,270.609985,267.920013,270.420013,723200,268.094727
"2021-12-28",270.899994,272.730011,269.880005,270.790009,705100,268.461548
"2021-12-29",270.790009,272.440002,269.809998,271.109985,498700,268.778778
"2021-12-30",270.890015,273.820007,270.23999,270.690002,820100,269.052124
"2021-12-31",269.769989,271.320007,267.290009,267.420013,638300,265.801941
"2022-01-03",267.410004,268.869995,264.549988,268.420013,1169700,266.795868
"2022-01-04",272.76001,279.089996,271.410004,277.769989,1982400,276.089264
"2022-01-05",276.640015,280.429993,272.019989,272.25,1318500,270.602692
"2022-01-06",271.369995,276.970001,269.040009,271.5,1776100,269.857208
"2022-01-07",268.26001,271.070007,262.76001,263.570007,1787300,261.97522
"2022-01-10",262.200012,263.890015,258.179993,263.850006,1304700,262.25351
