"","SEE.Open","SEE.High","SEE.Low","SEE.Close","SEE.Volume","SEE.Adjusted"
"2021-09-14",58.16,58.93,57.849998,58.150002,758200,57.59219
"2021-09-15",58.27,58.580002,58.07,58.27,676900,57.711037
"2021-09-16",58.220001,58.52,57.759998,57.849998,865000,57.295063
"2021-09-17",57.57,57.91,56.060001,56.27,1995100,55.730221
"2021-09-20",55.470001,56.549999,55.299999,56.189999,924100,55.65099
"2021-09-21",56.5,56.59,55.759998,55.869999,707200,55.334061
"2021-09-22",56.259998,56.849998,55.84,56.369999,549800,55.829258
"2021-09-23",56.709999,57.759998,56.630001,57.130001,710100,56.581974
"2021-09-24",56.919998,57.68,56.919998,57.299999,539900,56.75034
"2021-09-27",57.299999,58.009998,57.139999,57.380001,917600,56.829575
"2021-09-28",57.439999,57.529999,56.25,56.41,930100,55.868877
"2021-09-29",56.43,56.759998,55.610001,55.869999,1248100,55.334061
"2021-09-30",56.16,56.25,54.790001,54.790001,1306700,54.26442
"2021-10-01",54.849998,55.830002,54.509998,55.200001,1246500,54.670486
"2021-10-04",55.189999,56.549999,55.189999,55.959999,1287700,55.423195
"2021-10-05",55.959999,57.330002,55.720001,56.799999,1768500,56.255138
"2021-10-06",56.459999,57.41,56.040001,56.68,1416400,56.136292
"2021-10-07",57.209999,58.439999,57.09,57.549999,1132000,56.997944
"2021-10-08",57.41,57.939999,57.16,57.200001,892500,56.651302
"2021-10-11",57.189999,57.860001,57.040001,57.150002,1105500,56.601784
"2021-10-12",57.130001,57.52,56.650002,56.790001,1163500,56.245235
"2021-10-13",56.880001,56.990002,55.639999,55.880001,967500,55.343967
"2021-10-14",56.220001,56.810001,55.799999,56.639999,700900,56.096672
"2021-10-15",56.950001,57.84,56.540001,57.5,994400,56.948421
"2021-10-18",57.169998,57.689999,56.779999,57.389999,484000,56.839478
"2021-10-19",57.509998,58.060001,57.009998,58,646200,57.443626
"2021-10-20",58.119999,59.02,58,59,671800,58.434032
"2021-10-21",59.02,59.23,58.490002,59.220001,675200,58.651928
"2021-10-22",59.470001,60.23,59.220001,59.360001,576800,58.790577
"2021-10-25",59.290001,60,59,59.290001,530600,58.721256
"2021-10-26",59.290001,59.5,58.810001,58.889999,371000,58.325085
"2021-10-27",58.700001,58.779999,57.939999,58.029999,657700,57.473339
"2021-10-28",58.259998,59.060001,58.220001,59.009998,799900,58.443935
"2021-10-29",58.860001,59.34,58.84,59.32,949500,58.750965
"2021-11-01",59.41,59.599998,58.220001,58.990002,1030200,58.424133
"2021-11-02",59.849998,61.77,58.939999,60.669998,1500100,60.088013
"2021-11-03",60.919998,62.110001,60.709999,61.959999,1404000,61.365643
"2021-11-04",62.880001,63.98,61.509998,61.720001,1066000,61.127945
"2021-11-05",62.119999,63.029999,60.98,62.919998,989400,62.316425
"2021-11-08",63.369999,63.369999,62.130001,63.119999,983000,62.514515
"2021-11-09",63.099998,64.790001,62.91,64.620003,969400,64.00013
"2021-11-10",64.610001,64.910004,63.709999,63.93,697600,63.316742
"2021-11-11",63.919998,64.629997,63.48,64.610001,875500,63.990223
"2021-11-12",64.720001,66.43,64.529999,66.120003,1012100,65.485741
"2021-11-15",66.230003,66.620003,65.699997,65.980003,531500,65.347076
"2021-11-16",66.019997,66.68,65.370003,65.440002,978500,64.812263
"2021-11-17",65.360001,65.870003,64.629997,65.760002,562300,65.129189
"2021-11-18",65.599998,66,64.230003,64.669998,1016700,64.049637
"2021-11-19",64.720001,65.150002,64.199997,64.5,511300,63.881271
"2021-11-22",64.599998,65.449997,64.25,65.029999,729000,64.406189
"2021-11-23",65.029999,65.940002,64.839996,65.779999,867700,65.148994
"2021-11-24",65.620003,65.739998,64.68,64.800003,695100,64.178398
"2021-11-26",63.439999,64.059998,62.669998,63.150002,631400,62.544224
"2021-11-29",63.669998,64.480003,63.290001,64.199997,876500,63.584148
"2021-11-30",63.540001,64.080002,61.950001,62.119999,1800600,61.524101
"2021-12-01",63.009998,63.189999,60.799999,60.799999,1124200,60.21677
"2021-12-02",61.130001,63.59,61.029999,63.18,1069100,62.780453
"2021-12-03",62.98,63.779999,61.130001,61.599998,1033000,61.210438
"2021-12-06",62.349998,63.790001,62.099998,63.360001,866600,62.959312
"2021-12-07",63.880001,65.029999,63.77,64.419998,1002100,64.012604
"2021-12-08",64.440002,65.080002,64.239998,64.489998,831500,64.082169
"2021-12-09",64.459999,64.940002,63.959999,63.990002,860900,63.585327
"2021-12-10",64.400002,65.360001,64.199997,65.099998,810800,64.688301
"2021-12-13",64.82,65.43,64.379997,65.18,1033100,64.767807
"2021-12-14",65.110001,66.239998,63.939999,64.150002,1103100,63.74432
"2021-12-15",64.669998,65.190002,63.93,65.139999,544700,64.728058
"2021-12-16",65.650002,66.199997,65.190002,65.940002,711500,65.523003
"2021-12-17",65.769997,66.139999,64.400002,64.629997,1757500,64.221275
"2021-12-20",63.900002,64.169998,62.18,64.099998,585900,63.69463
"2021-12-21",64.82,65.589996,64.339996,65.129997,551700,64.718117
"2021-12-22",65.129997,65.43,64.370003,65.019997,494600,64.60881
"2021-12-23",65.080002,65.839996,64.870003,65.389999,324500,64.976479
"2021-12-27",65.690002,67.139999,65.559998,67.099998,483100,66.675659
"2021-12-28",67,67.540001,66.989998,67.43,470800,67.003571
"2021-12-29",67.360001,67.839996,67,67.550003,514200,67.122818
"2021-12-30",67.599998,68.010002,67.040001,67.139999,351800,66.715408
"2021-12-31",66.949997,67.660004,66.82,67.470001,510600,67.04332
"2022-01-03",67.449997,67.860001,65.870003,66.57,595900,66.14901
"2022-01-04",66.339996,67.790001,66.199997,66.940002,902700,66.516678
"2022-01-05",67.599998,68.540001,66.779999,66.800003,750800,66.377563
"2022-01-06",67.07,67.18,66.169998,66.639999,509800,66.218575
"2022-01-07",66.43,66.970001,65.669998,65.699997,567700,65.284515
"2022-01-10",65.300003,65.449997,64.419998,65.419998,529300,65.006287
"2022-01-11",65.589996,66.099998,64.910004,66.010002,564600,65.592552
