"","LNC.Open","LNC.High","LNC.Low","LNC.Close","LNC.Volume","LNC.Adjusted"
"2020-09-11",34.540001,34.849998,33.91,34.43,1728800,32.364365
"2020-09-14",34.849998,35.790001,34.470001,35.34,1311400,33.219776
"2020-09-15",35.349998,35.41,33.48,33.59,2149600,31.574757
"2020-09-16",33.650002,35.099998,33.459999,34.450001,2517100,32.383167
"2020-09-17",33.779999,34.07,33.209999,33.470001,2640600,31.461962
"2020-09-18",33.240002,33.869999,32.799999,33.639999,6166500,31.621763
"2020-09-21",32.5,32.68,30.879999,31.540001,3163700,29.647755
"2020-09-22",31.57,32.32,30.879999,31.309999,1993600,29.431553
"2020-09-23",31.43,32.16,30.389999,30.440001,1711600,28.613747
"2020-09-24",30.370001,31.030001,29.42,30.139999,1986900,28.331743
"2020-09-25",29.75,30.959999,29.66,30.620001,1655400,28.782949
"2020-09-28",31.52,32.68,31.41,32.049999,2561300,30.127153
"2020-09-29",31.83,32.209999,30.52,30.940001,2240700,29.08375
"2020-09-30",31.110001,31.940001,30.860001,31.33,2999800,29.45035
"2020-10-01",31.9,32.709999,31.15,31.889999,2365200,29.976749
"2020-10-02",31.16,32.849998,31.02,32.639999,1502800,30.681757
"2020-10-05",33.43,34.75,33.299999,34.290001,3091300,32.232769
"2020-10-06",35.009998,35.720001,33.700001,33.73,3010600,31.706362
"2020-10-07",34.419998,35.619999,34.279999,35.119999,2492200,33.012962
"2020-10-08",35.299999,35.650002,34.75,35.630001,1363100,33.878231
"2020-10-09",36.18,36.23,34.810001,34.849998,1426700,33.136574
"2020-10-12",35,35.720001,34.75,35.470001,1247900,33.726093
"2020-10-13",35.029999,35.139999,33.700001,34.009998,1717300,32.337872
"2020-10-14",33.98,34.779999,33.849998,33.880001,1518600,32.214268
"2020-10-15",33.150002,34.419998,33.099998,34.029999,1559900,32.356888
"2020-10-16",34.169998,34.580002,33.75,33.779999,1775000,32.119183
"2020-10-19",33.98,34.630001,33.68,33.720001,1142800,32.06213
"2020-10-20",34.349998,35.18,34.029999,34.5,1508700,32.80378
"2020-10-21",34.169998,35,33.889999,34.52,1454900,32.8228
"2020-10-22",34.400002,36.990002,34.360001,36.889999,2381600,35.076279
"2020-10-23",37.360001,38.099998,36.860001,37.049999,2016400,35.228409
"2020-10-26",36.389999,36.419998,35.209999,35.790001,1567500,34.030361
"2020-10-27",35.599998,35.599998,33.77,33.779999,1420400,32.119183
"2020-10-28",32.759998,33.810001,32.650002,32.709999,2234400,31.101789
"2020-10-29",32.490002,34.23,31.950001,34.02,1630800,32.347385
"2020-10-30",33.639999,35.16,33.5,35.099998,2721300,33.374279
"2020-11-02",35.790001,36.59,34.77,36.369999,1870700,34.581844
