"","SBUX.Open","SBUX.High","SBUX.Low","SBUX.Close","SBUX.Volume","SBUX.Adjusted"
"2020-09-28",85.519997,86.239998,84.989998,86.07,5976200,83.261383
"2020-09-29",86.25,86.25,84.629997,84.800003,4064000,82.032837
"2020-09-30",86.629997,87.160004,85.470001,85.919998,10134400,83.11628
"2020-10-01",87.040001,87.449997,86.199997,86.739998,7241200,83.909515
"2020-10-02",85.150002,87.129997,85.089996,86.57,5602300,83.745071
"2020-10-05",87.269997,88.68,87.199997,88.470001,7004800,85.583069
"2020-10-06",88.650002,89.279999,86.800003,87.010002,7951100,84.170715
"2020-10-07",87.82,88.980003,87.440002,88.449997,5179300,85.563713
"2020-10-08",88.459999,89.610001,88.410004,89.529999,4958800,86.608467
"2020-10-09",89.800003,90.330002,89.580002,90.010002,6197700,87.072815
"2020-10-12",90.459999,91.099998,89.93,90.779999,5909100,87.817688
"2020-10-13",90.580002,90.849998,89.769997,90.160004,5732000,87.217926
"2020-10-14",90.169998,90.599998,88.559998,89.309998,4760700,86.395653
"2020-10-15",88.160004,88.870003,87.669998,88.830002,5002200,85.93132
"2020-10-16",89.389999,89.629997,88.440002,88.519997,4721300,85.631424
"2020-10-19",88.699997,89.57,87.360001,87.599998,5426600,84.741455
"2020-10-20",88.68,89.720001,88.040001,88.510002,4939700,85.621765
"2020-10-21",88.379997,89.160004,88.190002,88.269997,4119200,85.389587
"2020-10-22",88.019997,89.379997,87.699997,89.360001,4257800,86.444031
"2020-10-23",89.800003,90.959999,89.440002,90.800003,7811500,87.837036
"2020-10-26",90.029999,91.129997,88.650002,89.660004,7756400,86.734245
"2020-10-27",89.480003,90.349998,89.169998,90.050003,8027500,87.111511
"2020-10-28",88.650002,88.949997,86.610001,87.169998,12738800,84.325478
"2020-10-29",87.169998,89.110001,86.610001,88.300003,8440000,85.418625
"2020-10-30",87.75,88.389999,85.629997,86.959999,11400700,84.122337
"2020-11-02",87.540001,87.769997,85.449997,85.970001,8904900,83.16465
"2020-11-03",86.779999,89.059998,86.18,88.389999,6910400,85.505676
"2020-11-04",88.900002,91.290001,88.739998,89.790001,10509400,86.859993
"2020-11-05",90.690002,91.160004,89.900002,90.620003,6169700,87.66291
"2020-11-06",90.150002,91.199997,89.779999,90.650002,6626100,87.691925
"2020-11-09",97.32,97.650002,95.639999,95.879997,16225800,92.751259
"2020-11-10",93.739998,95.269997,93.139999,93.919998,10474700,91.283646
"2020-11-11",94.110001,95.830002,94.019997,95.040001,8296500,92.372215
"2020-11-12",94.660004,94.760002,92.660004,93.529999,7058400,90.904594
"2020-11-13",94.379997,95.589996,93.699997,95.559998,5516100,92.877609
"2020-11-16",96.790001,97.809998,96.019997,97.779999,9371300,95.035301
"2020-11-17",97.209999,98.779999,96.809998,98.599998,8722300,95.832275
"2020-11-18",98.629997,99.330002,97.910004,97.910004,6039500,95.161652
"2020-11-19",97.239998,97.919998,96.860001,97.760002,4252300,95.015862
"2020-11-20",97.419998,97.540001,96.949997,97.010002,4609700,94.286926
"2020-11-23",97.620003,97.860001,96.419998,96.879997,4803200,94.160568
"2020-11-24",97.510002,98.720001,97.400002,98.300003,6319900,95.540703
"2020-11-25",98.5,98.540001,97.940002,98.199997,4027100,95.443504
"2020-11-27",98.480003,98.980003,98.279999,98.660004,2169700,95.89061
"2020-11-30",98.199997,98.290001,96.959999,98.019997,5197300,95.268562
"2020-12-01",99,99.260002,98.25,98.82,4970000,96.046112
"2020-12-02",98.510002,99.040001,98.209999,98.910004,3377900,96.133598
"2020-12-03",99.019997,101,98.970001,100.110001,6264100,97.299904
"2020-12-04",101.349998,102.940002,101.07,102.279999,6952700,99.408989
"2020-12-07",102.010002,102.220001,100.690002,101.410004,4514800,98.563416
"2020-12-08",100.370003,101.57,100.010002,101.209999,3911300,98.369026
"2020-12-09",101.940002,102.209999,100.099998,100.400002,6629900,97.581764
"2020-12-10",103.510002,106.089996,102.75,105.389999,12939200,102.431694
"2020-12-11",104.410004,104.779999,102.330002,103,6262600,100.108772
"2020-12-14",103.830002,104.709999,103.25,103.32,5156200,100.419792
"2020-12-15",104.239998,104.860001,103.779999,104.18,5195200,101.255653
"2020-12-16",104.099998,104.800003,102.720001,103.269997,6409300,100.371193
"2020-12-17",103.550003,104.040001,102.610001,103.209999,4535700,100.312874
"2020-12-18",103.330002,104.110001,102.949997,103.279999,10215000,100.38092
"2020-12-21",101.220001,103.150002,100.019997,102.940002,7175900,100.050453
"2020-12-22",102.120003,103.169998,101.889999,102.410004,4302700,99.535339
"2020-12-23",102.290001,102.690002,101.970001,102.059998,3817300,99.195152
"2020-12-24",102.300003,102.360001,101.68,102.010002,1949200,99.146568
"2020-12-28",102.919998,104.379997,102.309998,104.339996,5055200,101.411156
"2020-12-29",104.889999,105.779999,104.470001,105.629997,4780900,102.664955
"2020-12-30",105.989998,106.620003,105.779999,105.970001,3654100,102.995407
"2020-12-31",106,107.139999,105.620003,106.980003,3566300,103.977051
"2021-01-04",107.660004,107.75,102.139999,103.099998,8041500,100.205971
"2021-01-05",102.919998,104.260002,102.800003,103.440002,5721900,100.53643
"2021-01-06",102.989998,105.209999,102.910004,104.190002,5017200,101.265381
"2021-01-07",104.489998,104.639999,102.949997,103.349998,5057000,100.448944
"2021-01-08",103.860001,105.760002,103.419998,105.669998,5869700,102.703835
"2021-01-11",105.099998,105.639999,104.269997,104.599998,4257400,101.663857
"2021-01-12",104.010002,104.32,102.309998,102.82,4332600,99.933838
"2021-01-13",102.32,103.379997,101.489998,102.889999,4804500,100.001869
"2021-01-14",103.800003,104.190002,101.709999,101.82,4528300,98.961899
"2021-01-15",101.379997,102.690002,101.209999,102.330002,5522900,99.457581
"2021-01-19",102.800003,103.599998,101.339996,102.540001,6519600,99.661682
"2021-01-20",102.410004,105.849998,102.199997,105.459999,5844300,102.499725
"2021-01-21",105.459999,105.489998,104.449997,104.580002,5731500,101.644424
"2021-01-22",104.160004,104.470001,103.059998,103.910004,5231600,100.99324
"2021-01-25",103.75,103.949997,102.169998,103.449997,5009000,100.546143
"2021-01-26",103.400002,105.209999,103.239998,104.690002,7195300,101.751335
"2021-01-27",101.480003,101.779999,96.730003,97.870003,18139500,95.12278
"2021-01-28",98.940002,100.529999,98.099998,98.150002,8868200,95.39492
"2021-01-29",97.389999,97.790001,95.919998,96.809998,8203000,94.092522
"2021-02-01",96.989998,99.620003,96.919998,98.580002,7206300,95.812843
"2021-02-02",99.050003,102.480003,98.779999,101.650002,6917700,98.796677
"2021-02-03",101.25,102.650002,100.809998,101.019997,3934800,98.184364
"2021-02-04",101.360001,104.239998,101.110001,103.639999,6926800,100.730812
"2021-02-05",105.089996,107.540001,104.779999,106.480003,8072100,103.491104
"2021-02-08",106.419998,106.529999,105.339996,106.260002,4836600,103.277275
"2021-02-09",106,106.830002,105.220001,106.220001,4095200,103.238388
"2021-02-10",106.779999,106.900002,104.93,105.870003,4293200,102.898209
"2021-02-11",106.120003,106.230003,105.029999,105.860001,2976000,102.888496
"2021-02-12",105.739998,105.940002,104.720001,105.300003,3169800,102.344215
"2021-02-16",104.879997,106.589996,104.699997,106.150002,4928100,103.170349
"2021-02-17",105.110001,105.459999,104.150002,104.440002,5733800,101.940521
"2021-02-18",103.779999,105.339996,103.410004,104.970001,4098700,102.457817
"2021-02-19",104.75,105.279999,103.220001,103.370003,4128900,100.896118
"2021-02-22",102.989998,102.989998,101.75,101.809998,5211800,99.373444
"2021-02-23",103.339996,103.339996,99.93,101.370003,8740300,98.943985
"2021-02-24",101.160004,104.510002,100.599998,104.379997,7542700,101.881943
"2021-02-25",104,105.769997,103.110001,103.470001,7534000,100.993721
"2021-02-26",104.150002,109.480003,103.68,108.029999,15122900,105.444595
"2021-03-01",108.599998,110.470001,106.540001,106.870003,7930300,104.312363
"2021-03-02",107.309998,108.25,105.82,107.199997,5016800,104.634453
"2021-03-03",106.940002,107.959999,106.120003,106.220001,5313400,103.677902
"2021-03-04",106.260002,107.169998,103.849998,104.889999,7211800,102.379738
"2021-03-05",106.059998,106.059998,102.75,105.199997,5559900,102.682312
"2021-03-08",104.800003,106.889999,104.230003,105.029999,5119500,102.516388
"2021-03-09",106.279999,107.970001,105.830002,106.550003,5510900,104.000015
"2021-03-10",107.220001,109.07,106.959999,107.779999,6077000,105.200569
"2021-03-11",108.410004,108.57,107.260002,107.32,4670700,104.751579
"2021-03-12",107.419998,107.989998,106.580002,107.809998,3356000,105.229858
"2021-03-15",107.889999,108.949997,107.059998,108.900002,7107300,106.29377
"2021-03-16",110.57,112.339996,109.889999,111.339996,11376200,108.675369
"2021-03-17",111.309998,111.459999,108.93,110.459999,10128400,107.816429
"2021-03-18",109.279999,110.269997,107.5,107.620003,7813400,105.044403
"2021-03-19",108.349998,108.849998,105.830002,106.339996,21452000,103.795036
"2021-03-22",106.400002,108.419998,106,107.57,7605100,104.995598
"2021-03-23",107.739998,107.949997,105.669998,106.25,5657800,103.707191
"2021-03-24",106.629997,107.279999,104.940002,104.970001,5731300,102.457817
"2021-03-25",105.010002,107.699997,104.059998,107.349998,8149000,104.780869
"2021-03-26",107.25,110,107.18,109.900002,6167600,107.269829
"2021-03-29",109.010002,110.25,106.589996,109.129997,5167100,106.518265
"2021-03-30",108.419998,110.449997,108.279999,110.269997,4552900,107.630974
"2021-03-31",110.330002,111.620003,109.190002,109.269997,6478400,106.654907
"2021-04-01",110.059998,110.059998,108.199997,109.379997,5793000,106.762291
"2021-04-05",109.910004,111.349998,109.870003,111.019997,6913100,108.363029
"2021-04-06",111.379997,113.82,111.099998,113.150002,6745200,110.44207
"2021-04-07",112.910004,113.760002,112.650002,113.190002,5629600,110.48111
"2021-04-08",113.650002,113.959999,112.68,113.040001,5011300,110.334694
"2021-04-09",112.910004,113.269997,111.970001,113.18,4114300,110.471344
"2021-04-12",113.019997,113.889999,112.769997,113.809998,4707800,111.086258
"2021-04-13",113.779999,115.599998,113.68,115.360001,4607400,112.599159
"2021-04-14",115.220001,116.239998,114.720001,115.160004,3994600,112.403961
"2021-04-15",115.099998,116.889999,114.779999,116.660004,5079100,113.868065
"2021-04-16",117.82,118.5,116.940002,118.339996,5777900,115.507843
"2021-04-19",118.169998,118.980003,117.040001,117.599998,4889700,114.785561
"2021-04-20",116.959999,117.260002,115.349998,116.269997,5662400,113.487389
"2021-04-21",116.089996,117.260002,115.860001,116.739998,4397400,113.946144
"2021-04-22",116.870003,116.879997,115.230003,115.919998,5744900,113.145767
"2021-04-23",116.019997,117.980003,115.839996,117.559998,4555800,114.746513
"2021-04-26",116.949997,117.25,115.059998,115.919998,5924900,113.145767
"2021-04-27",115.669998,116.389999,115.269997,116.150002,7260900,113.370262
"2021-04-28",113.440002,114.150002,111.610001,112.400002,14793500,109.710007
"2021-04-29",113.209999,115.150002,112.760002,114.629997,8936600,111.886642
"2021-04-30",114,114.949997,113.489998,114.489998,6478700,111.749985
"2021-05-03",115.18,116.739998,115.129997,115.720001,5049800,112.950546
"2021-05-04",115.150002,115.400002,113.540001,114.110001,6265100,111.379074
"2021-05-05",114.209999,114.879997,113.160004,113.480003,4677700,110.764168
"2021-05-06",113.650002,114.809998,113.099998,114.739998,4113300,111.994003
"2021-05-07",115.110001,115.839996,114.239998,114.339996,4867500,111.603577
"2021-05-10",114.57,116.089996,114.209999,114.300003,5759500,111.564537
"2021-05-11",113.32,113.690002,112.169998,113.550003,7775400,110.832489
"2021-05-12",111.870003,112.389999,109.559998,109.790001,7965300,107.588844
"2021-05-13",110.160004,111.18,109.160004,110.489998,7999400,108.274811
"2021-05-14",111.010002,111.589996,110.25,111.199997,6836300,108.970573
"2021-05-17",111.220001,111.269997,109.830002,110.980003,4521200,108.75499
"2021-05-18",111.370003,112.209999,111.010002,111.07,5177300,108.843178
"2021-05-19",109.599998,109.940002,108.879997,109.669998,5997400,107.471252
"2021-05-20",109.980003,111.690002,109.870003,111.410004,5345500,109.176369
"2021-05-21",111.629997,112.220001,110.57,110.919998,5146500,108.69619
"2021-05-24",111.800003,113.029999,111.519997,112.519997,5476100,110.264107
"2021-05-25",112.919998,113.150002,112.18,112.629997,5391800,110.371895
"2021-05-26",113.300003,113.870003,112.629997,112.849998,3841600,110.587494
"2021-05-27",113.470001,114.089996,112.760002,113.510002,7378400,111.234268
"2021-05-28",114.349998,114.349998,113.050003,113.879997,4239800,111.59684
"2021-06-01",114.559998,114.620003,113.099998,113.339996,4306900,111.067665
"2021-06-02",113.709999,113.709999,112.75,113,5045000,110.734497
"2021-06-03",112.010002,112.239998,110.150002,111.120003,5723900,108.892189
"2021-06-04",111.620003,112.07,111.050003,111.989998,4477500,109.744728
"2021-06-07",111.980003,112.279999,110.989998,111.330002,4009000,109.097969
"2021-06-08",111.379997,111.989998,110.860001,111.519997,4669800,109.284157
"2021-06-09",111.739998,112.190002,111.330002,111.389999,3669400,109.156761
"2021-06-10",111.800003,112.43,111.440002,112.209999,3833200,109.960335
"2021-06-11",112.279999,112.830002,112.190002,112.559998,3231200,110.303307
"2021-06-14",112.779999,113.230003,111.5,112.449997,4222400,110.195518
"2021-06-15",112.459999,112.5,111.559998,111.889999,3487300,109.646744
"2021-06-16",112.419998,112.57,110.199997,111.360001,4822000,109.127365
"2021-06-17",111,111.949997,110.709999,111.389999,4008500,109.156761
"2021-06-18",110.739998,110.75,109.260002,109.699997,7024400,107.500648
"2021-06-21",110,111.370003,109.68,110.970001,5628500,108.745186
"2021-06-22",111.07,112.260002,110.599998,111.849998,3583500,109.607536
"2021-06-23",111.279999,111.970001,111.139999,111.559998,3552100,109.323357
"2021-06-24",111.779999,112.910004,111.779999,111.989998,3840000,109.744728
"2021-06-25",112.75,113.220001,112.220001,113.040001,12171200,110.773689
"2021-06-28",112.93,113.050003,111.449997,112.239998,4546600,109.989723
"2021-06-29",112.07,112.690002,111.529999,112.269997,3789500,110.019127
"2021-06-30",112.339996,112.589996,111.269997,111.809998,6759100,109.568352
"2021-07-01",111.949997,113.489998,111.809998,113.410004,4810600,111.136261
"2021-07-02",113.970001,115.300003,113.709999,114.970001,4722000,112.664993
"2021-07-06",115.080002,115.849998,114.32,115.730003,5294700,113.409767
"2021-07-07",115.879997,117.769997,115.650002,117.139999,5382300,114.791489
"2021-07-08",115.449997,116.760002,115.239998,115.989998,4486100,113.664536
"2021-07-09",116.059998,117.739998,116,117.470001,3533600,115.114868
"2021-07-12",117.75,118.779999,117.389999,118.459999,5683400,116.085022
"2021-07-13",118.540001,119.989998,118.449997,119.550003,5529300,117.153168
"2021-07-14",119.940002,120.830002,119.68,119.800003,5701800,117.398163
"2021-07-15",119.290001,119.580002,118.18,118.970001,6467500,116.584793
"2021-07-16",119.68,120.480003,118.5,118.730003,5024800,116.349609
"2021-07-19",117.540001,117.550003,114.330002,115.32,7731300,113.007973
"2021-07-20",115.629997,118.07,115.330002,117.419998,5117800,115.065872
"2021-07-21",117.540001,119.650002,117.480003,119.269997,4377500,116.878777
"2021-07-22",119.339996,122.919998,119.07,122.629997,7172300,120.171417
"2021-07-23",124.550003,126.32,123.919998,125.970001,7934200,123.444458
"2021-07-26",125.739998,126.099998,124.25,126.059998,4827500,123.532654
"2021-07-27",126.080002,126.160004,124.809998,126.029999,6110900,123.503258
"2021-07-28",122.559998,123.330002,121.389999,122.410004,11747000,119.955833
"2021-07-29",122.93,123.470001,122.139999,122.379997,6618400,119.926437
"2021-07-30",122.190002,122.980003,121.099998,121.43,5712300,118.995476
"2021-08-02",122.029999,122.980003,120.07,120.370003,5996800,117.956734
"2021-08-03",120.57,120.75,117.519997,119.129997,6030500,116.741585
"2021-08-04",119.129997,119.209999,117.57,118.25,6675500,115.879227
"2021-08-05",118.720001,119.089996,118.110001,119.029999,4281900,116.643593
"2021-08-06",119.139999,119.209999,118.080002,119.050003,6832600,116.663193
"2021-08-09",118.989998,119.019997,117.75,117.940002,4557900,115.575447
"2021-08-10",118.389999,118.5,115.980003,116.389999,9839700,114.056519
"2021-08-11",116.339996,117.290001,115.900002,116.5,6472300,114.607422
"2021-08-12",116.410004,116.779999,115.510002,115.75,4358300,113.869606
"2021-08-13",115.940002,116.830002,115.400002,116.760002,4361700,114.863197
"2021-08-16",116.690002,117.730003,116.410004,117.540001,5976000,115.630524
"2021-08-17",116.620003,116.940002,115.559998,116.57,4719800,114.676292
"2021-08-18",116.279999,116.739998,115.599998,115.68,4520500,113.800743
"2021-08-19",114.510002,115.07,113.610001,114.32,5317100,112.462845
"2021-08-20",113.980003,115,113.660004,114.629997,3486300,112.767807
"2021-08-23",114.709999,115.459999,114.709999,115.150002,4235100,113.279358
"2021-08-24",115.389999,115.849998,114.940002,115.080002,3447300,113.210503
"2021-08-25",115.589996,115.989998,115,115.57,3881500,113.692535
"2021-08-26",115.620003,115.769997,113.860001,114.32,5188200,112.462845
"2021-08-27",114.610001,115.389999,114.18,115.120003,4204700,113.249847
"2021-08-30",115.610001,115.82,114.629997,115.610001,3078200,113.73188
"2021-08-31",115.769997,117.599998,115.650002,117.489998,6995500,115.581337
"2021-09-01",118.010002,118.330002,117.279999,117.449997,4402700,115.541992
"2021-09-02",118.290001,118.360001,116.900002,117.370003,3801900,115.463295
"2021-09-03",116.839996,117.580002,116.339996,117.190002,2921300,115.286217
"2021-09-07",117.089996,117.129997,115.470001,115.790001,4264900,113.908958
"2021-09-08",116.099998,118.190002,115.510002,118.040001,5548400,116.122406
"2021-09-09",117.980003,120.07,117.800003,118.790001,4711200,116.860229
"2021-09-10",119.349998,120.760002,118.889999,119.339996,6517900,117.401283
"2021-09-13",119.889999,120.150002,118.559998,119.18,4381100,117.243889
"2021-09-14",119.720001,119.860001,118.360001,118.860001,4722800,116.929085
"2021-09-15",116.959999,117.019997,113.120003,114.639999,11556200,112.777641
"2021-09-16",114.790001,115.269997,113.190002,114.669998,7997000,112.807152
"2021-09-17",114.540001,114.849998,113.120003,113.410004,9261000,111.567619
"2021-09-20",111.349998,112.269997,110.379997,111.82,7795200,110.003456
"2021-09-21",111.919998,113.599998,111.75,112.220001,5468400,110.39695
"2021-09-22",113.059998,114.029999,112.32,113.07,4578200,111.233154
"2021-09-23",113.389999,114.709999,113.099998,114.139999,3842000,112.285759
"2021-09-24",114.129997,114.860001,113.760002,114.110001,3955000,112.256248
"2021-09-27",113.610001,114.669998,112.910004,113.68,3988800,111.833237
"2021-09-28",112.68,113,111.080002,111.709999,5917700,109.895241
"2021-09-29",111.900002,112.519997,111.57,112.169998,4389100,110.347763
"2021-09-30",111.519997,112.160004,110.309998,110.309998,5974500,108.517982
"2021-10-01",110.889999,113.459999,110.540001,112.919998,5636900,111.085587
"2021-10-04",112.43,113.080002,111.019997,111.459999,4497700,109.6493
"2021-10-05",111.129997,111.480003,110.029999,110.849998,5884000,109.04921
"2021-10-06",110.18,112.019997,109.480003,111.639999,5734500,109.826378
"2021-10-07",112.379997,112.980003,112.050003,112.209999,5549500,110.387123
"2021-10-08",112.580002,112.660004,111.129997,111.220001,3787000,109.4132
"2021-10-11",112.889999,113.559998,110.919998,110.940002,5987300,109.137749
"2021-10-12",111.720001,111.870003,110.660004,111,3866800,109.19677
"2021-10-13",111.389999,111.480003,109.410004,110.760002,4806500,108.960678
"2021-10-14",111.080002,112.610001,111.010002,111.870003,5194900,110.052643
"2021-10-15",112.449997,112.919998,110.949997,111.449997,5860900,109.639458
"2021-10-18",111.440002,113.57,110.959999,113.370003,4958400,111.528282
"2021-10-19",113.739998,114.540001,112.760002,113.489998,5799300,111.646317
"2021-10-20",113.059998,115.110001,112.709999,113.860001,7645200,112.010315
"2021-10-21",113.93,114.559998,113.610001,114.440002,3684300,112.580894
"2021-10-22",114.410004,114.980003,114.07,114.550003,3396400,112.68911
"2021-10-25",114.739998,114.879997,113.360001,114.709999,4290600,112.846512
"2021-10-26",114.919998,115.279999,114.25,114.919998,5948000,113.053093
"2021-10-27",115.57,115.57,113.080002,113.510002,5853900,111.666
"2021-10-28",113.739998,114.599998,112.459999,113.199997,7697600,111.361031
"2021-10-29",107.5,107.989998,104.019997,106.07,27419600,104.346863
"2021-11-01",107.230003,110.150002,107.199997,109.800003,14184600,108.016273
"2021-11-02",110.25,111.82,109.790001,111.449997,11538900,109.639458
"2021-11-03",111.330002,112.919998,110.110001,112.610001,6422600,110.780624
"2021-11-04",111.599998,112.419998,110.93,112.160004,8212600,110.337936
"2021-11-05",113.239998,117.330002,113.139999,116.910004,10256800,115.010773
"2021-11-08",116.519997,117.470001,114.57,115.160004,8753300,113.2892
"2021-11-09",114.650002,115.599998,113.370003,114.129997,6754700,112.275925
"2021-11-10",112.910004,114.459999,112.599998,113.25,6563700,111.89061
"2021-11-11",113.25,113.25,110.540001,111.440002,7191900,110.102333
"2021-11-12",111.739998,112.239998,111.089996,111.720001,7350400,110.378967
"2021-11-15",112.120003,113.650002,111.580002,111.870003,6566100,110.527176
"2021-11-16",112.279999,113.110001,111.510002,112.230003,7965000,110.882858
"2021-11-17",112.220001,113.110001,111.660004,112.519997,5768600,111.169365
"2021-11-18",112.120003,113.230003,111.339996,112.900002,5632100,111.544807
"2021-11-19",112.730003,112.900002,109.769997,110.779999,6921800,109.450256
"2021-11-22",111.110001,112.589996,110.669998,111.449997,5967300,110.112213
"2021-11-23",112,114.110001,111.779999,113.580002,7911000,112.216644
"2021-11-24",113.410004,114.260002,113.080002,113.970001,4464300,112.601967
"2021-11-26",110.010002,110.830002,109.25,110.660004,6703200,109.331696
"2021-11-29",111.360001,111.690002,109.620003,110.730003,7114100,109.400856
"2021-11-30",109.550003,111.089996,109.050003,109.639999,9483300,108.323936
"2021-12-01",110.959999,113.349998,108.550003,108.660004,7618500,107.355705
"2021-12-02",109.169998,112.080002,109.169998,111.419998,7709400,110.082565
"2021-12-03",111.849998,112.849998,110.080002,111.239998,7014100,109.904732
"2021-12-06",112.010002,114.169998,111.709999,113.360001,8280200,111.99929
"2021-12-07",115.059998,117.190002,114.790001,116.260002,8786900,114.864471
"2021-12-08",115.779999,116.650002,115.150002,116.25,5807000,114.854591
"2021-12-09",115.800003,116.410004,115.239998,115.349998,5664700,113.965393
"2021-12-10",115.82,117.089996,115.779999,116.730003,6110800,115.328835
"2021-12-13",116.160004,116.830002,115.220001,115.559998,6479400,114.172874
"2021-12-14",114.57,115.300003,114.029999,114.709999,6854600,113.333076
"2021-12-15",114.809998,115.199997,112.760002,114.68,6902400,113.303444
"2021-12-16",115,115.400002,113.220001,113.589996,7544400,112.226524
"2021-12-17",111.269997,111.800003,108.220001,108.629997,13696900,107.326057
"2021-12-20",107.07,108.120003,106.610001,108.089996,6313700,106.792542
"2021-12-21",109,110.900002,108.870003,110.370003,4682200,109.045181
"2021-12-22",110.199997,111.779999,110,111.739998,3643300,110.398727
"2021-12-23",112.230003,112.910004,111.989998,112.370003,3359600,111.021172
"2021-12-27",112.599998,114.370003,112.389999,114.220001,3716700,112.848961
"2021-12-28",114,116.279999,113.809998,115.57,4561600,114.182762
"2021-12-29",115.400002,116.959999,115.309998,116.379997,4215300,114.983032
"2021-12-30",116.379997,117.339996,116.080002,116.239998,4068700,114.844719
"2021-12-31",115.669998,117.480003,115.599998,116.970001,3674900,115.565948
"2022-01-03",116.470001,117.800003,114.779999,116.68,5475700,115.279434
"2022-01-04",116.900002,117.050003,114.169998,114.239998,8367600,112.868721
