"","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
"2022-01-04",170.438004,171.399994,166.349503,167.522003,70726000,167.522003
"2022-01-05",166.882996,167.126495,164.356995,164.356995,64302000,164.356995
"2022-01-06",163.4505,164.800003,161.936996,163.253998,51958000,163.253998
"2022-01-07",163.839005,165.2435,162.031006,162.554001,46606000,162.554001
"2022-01-10",160.585495,161.661499,156.304504,161.485992,87798000,161.485992
"2022-01-11",161.5,166.350006,160.701508,165.362,62806000,165.362
"2022-01-12",166.574997,166.878006,164.417007,165.207001,50030000,165.207001
"2022-01-13",165.250504,166.221497,161.091003,161.214005,52188000,161.214005
"2022-01-14",160.149994,162.25,159.800507,162.138,45974000,162.138
"2022-01-18",159.104996,159.734497,157.664505,158.917496,67292000,158.917496
"2022-01-19",158.761993,159.25,156.25,156.298996,53242000,156.298996
"2022-01-20",156.766006,158,151.350998,151.667496,71974000,151.667496
"2022-01-21",149.949997,150.899994,142.070496,142.643005,163972000,142.643005
"2022-01-24",139,144.945007,135.352005,144.544006,155624000,144.544006
"2022-01-25",142.242493,143.600006,138.145004,139.985992,90824000,139.985992
"2022-01-26",144.75,145.184998,137.318497,138.872498,95602000,138.872498
"2022-01-27",140.800003,144.2435,139.350006,139.637497,77516000,139.637497
"2022-01-28",140.860504,143.998001,137.929504,143.977997,74392000,143.977997
"2022-01-31",144.75,150.360504,144.300507,149.573502,78308000,149.573502
"2022-02-01",150,151.707993,147.627502,151.193497,59220000,151.193497
"2022-02-02",155.050507,155.074997,148.863495,150.612503,87330000,150.612503
"2022-02-03",141.737503,144.247498,138.332993,138.845505,225532000,138.845505
"2022-02-04",155.606506,161.199997,150.608002,157.639496,253456000,157.639496
"2022-02-07",158.520004,162.690994,157.25,157.935501,102624000,157.935501
"2022-02-08",156.750504,161.792496,155.550507,161.413498,76040000,161.413498
"2022-02-09",162.873505,163.834503,160.25,161.189499,68786000,161.189499
"2022-02-10",158.350006,160.716507,157.75,159.003494,68268000,159.003494
"2022-02-11",158.134506,159,152.733994,153.293503,77100000,153.293503
"2022-02-14",151.751007,158.448502,151.649994,155.167007,83230000,155.167007
"2022-02-15",157.605499,158.007004,154.637497,156.510498,56440000,156.510498
"2022-02-16",155.790497,158.834,154.734497,158.100494,52704000,158.100494
"2022-02-17",158.145996,160.348999,154.5,154.652496,64032000,154.652496
"2022-02-18",155.499496,155.499496,150.893005,152.601501,63604000,152.601501
"2022-02-22",150.4785,152.982498,148.485504,150.197495,66128000,150.197495
"2022-02-23",151.650497,151.763,144.651001,144.826996,64244000,144.826996
"2022-02-24",139.837494,151.748993,139.5,151.358002,100786000,151.358002
"2022-02-25",150.550003,153.990005,149.213501,153.788498,62396000,153.788498
"2022-02-28",152.425003,154.449997,150.850006,153.563004,57684000,153.563004
"2022-03-01",152.732498,154.098999,149.977005,151.141998,44874000,151.141998
"2022-03-02",150.848999,152.999496,148.75,152.052505,47334000,152.052505
"2022-03-03",153.531494,153.929001,146.856003,147.898499,65198000,147.898499
"2022-03-04",147.158997,147.850006,143.807007,145.641006,60934000,145.641006
"2022-03-07",145.443497,146.094498,137.416504,137.453003,86934000,137.453003
"2022-03-08",136.683502,140.699493,133.572495,136.014496,91662000,136.014496
"2022-03-09",139.5,140.25,136.828003,139.279007,82656000,139.279007
"2022-03-10",145.684998,148.6745,143.977997,146.817505,135062000,146.817505
"2022-03-11",149.574493,149.675003,145.369003,145.524506,68900000,145.524506
"2022-03-14",145.981003,147.449997,140.884003,141.852997,74086000,141.852997
"2022-03-15",142.850006,147.985001,142,147.366501,75584000,147.366501
"2022-03-16",148.5,153.149994,147.3535,153.104004,84958000,153.104004
"2022-03-17",152.640503,157.498505,152.139999,157.238998,72934000,157.238998
"2022-03-18",156.813004,161.593994,156.011002,161.250504,102962000,161.250504
"2022-03-21",161.121002,163.084,159.552994,161.491501,66538000,161.491501
"2022-03-22",161.805496,166.167007,161.699005,164.889008,64086000,164.889008
"2022-03-23",163.705002,166.369995,162.686996,163.408005,55812000,163.408005
"2022-03-24",163.749496,164.1185,160.050003,163.649506,56798000,163.649506
"2022-03-25",164,165.3685,162.25,164.773499,49032000,164.773499
"2022-03-28",164.975006,169.037506,164.899994,168.990494,59854000,168.990494
"2022-03-29",170.384003,170.831497,167.8685,169.315002,66154000,169.315002
"2022-03-30",168.509506,168.9505,165.5,166.300995,56168000,166.300995
"2022-03-31",166.445007,166.494995,162.953506,162.997498,59966000,162.997498
"2022-04-01",164.149506,165.826996,162.319504,163.559998,57090000,163.559998
"2022-04-04",164.125,168.394501,163.205505,168.346497,49882000,168.346497
"2022-04-05",167.741501,168.110504,163.266006,164.054993,53728000,164.054993
"2022-04-06",161.650497,162.199997,157.254501,158.755997,79056000,158.755997
"2022-04-07",158.399994,160.078995,154.511505,157.7845,68136000,157.7845
"2022-04-08",156.75,157.3685,154.231003,154.460495,46002000,154.460495
"2022-04-11",152.712997,154.136505,150.5345,151.121994,52112000,151.121994
"2022-04-12",153.692505,155.098999,150.382996,150.787506,55178000,150.787506
"2022-04-13",150.018494,156.024994,149.600006,155.541,53390000,155.541
"2022-04-14",155.389999,155.897003,151.472,151.706497,51598000,151.706497
"2022-04-18",151.523499,154.039505,150.250504,152.785004,46514000,152.785004
"2022-04-19",152.029495,158.649002,151.550507,158.115494,54926000,158.115494
"2022-04-20",157.602493,157.602493,153.6035,153.998001,59630000,153.998001
"2022-04-21",154.714005,156.738007,147.589493,148.296005,63970000,148.296005
"2022-04-22",148.25,149.615005,143.697495,144.350006,73078000,144.350006
"2022-04-25",144.022995,146.221497,142.306503,146.074005,61874000,146.074005
"2022-04-26",144.800003,144.856003,138.929504,139.391006,77530000,139.391006
"2022-04-27",140.191498,141.948502,135.783493,138.167007,71336000,138.167007
"2022-04-28",142.177994,145.9375,140.300003,144.596497,117316000,144.596497
"2022-04-29",129.848999,130.761002,121.625,124.281502,272662000,124.281502
"2022-05-02",122.401001,124.667999,118.375,124.5,148788000,124.5
"2022-05-03",124.053497,126.220497,122.824997,124.253502,79134000,124.253502
"2022-05-04",123.599998,126,119.182999,125.928497,110746000,125.928497
"2022-05-05",123,123.499001,115.072502,116.406998,144392000,116.406998
"2022-05-06",114.849998,119.050499,113.081497,114.772499,124260000,114.772499
"2022-05-09",111.3125,114,107.957001,108.789001,128124000,108.789001
"2022-05-10",111.25,112.642502,107.170998,108.859001,105434000,108.859001
"2022-05-11",108.1035,110.155998,104.428497,105.372002,109704000,105.372002
"2022-05-12",102.75,110.780502,102.405502,106.930496,132026000,106.930496
"2022-05-13",109.069,113.183998,107.800003,113.055,93684000,113.055
"2022-05-16",113.099998,113.9925,110.353996,110.810501,74566000,110.810501
"2022-05-17",113.275002,115.800003,111.276497,115.3685,76448000,115.3685
"2022-05-18",111.439499,112.852997,106.249001,107.112503,108380000,107.112503
"2022-05-19",106.280502,110.033997,106.193001,107.319,88142000,107.319
"2022-05-20",109.568497,109.898003,105.009499,107.591003,99500000,107.591003
"2022-05-23",108.460999,108.819,103.949997,107.556999,107798000,107.556999
"2022-05-24",104.025002,105.400002,101.260002,104.099998,102934000,104.099998
"2022-05-25",103.655502,108.175003,103.650002,106.775002,93120000,106.775002
"2022-05-26",107.970001,112.665497,107.453499,111.077499,93002000,111.077499
"2022-05-27",113.550003,115.186996,112.627998,115.1465,93660000,115.1465
"2022-05-31",116.279999,121.994499,115.675003,120.209503,144634000,120.209503
"2022-06-01",122.255997,125.179001,120.622498,121.683998,127528000,121.683998
"2022-06-02",121.683998,125.610001,120.044998,125.511002,100560000,125.511002
"2022-06-03",124.199997,124.400002,121.046501,122.349998,97604000,122.349998
"2022-06-06",125.25,128.990005,123.809998,124.790001,135269000,124.790001
"2022-06-07",122.010002,124.099998,120.629997,123,85156700,123
"2022-06-08",122.610001,123.75,120.75,121.18,64926600,121.18
"2022-06-09",119.989998,121.300003,116.099998,116.150002,67029800,116.150002
"2022-06-10",113.419998,114.5,109.050003,109.650002,87266000,109.650002
"2022-06-13",104.190002,106.540001,101.860001,103.669998,99277700,103.669998
"2022-06-14",104.190002,104.879997,101.43,102.309998,69728800,102.309998
"2022-06-15",103.860001,109.059998,103.529999,107.669998,85011100,107.669998
"2022-06-16",104.470001,104.580002,102.010002,103.660004,82186300,103.660004
"2022-06-17",102.800003,106.980003,102.510002,106.220001,99772100,106.220001
"2022-06-21",108.199997,111.629997,103.559998,108.68,70901200,108.68
"2022-06-22",107.43,112.129997,107.019997,108.949997,60040100,108.949997
"2022-06-23",110.389999,113,107.93,112.440002,64345300,112.440002
"2022-06-24",112.379997,116.709999,111.43,116.459999,69867600,116.459999
"2022-06-27",117.089996,117.980003,112.699997,113.220001,62133200,113.220001
"2022-06-28",113.5,114.849998,107.040001,107.400002,74942900,107.400002
"2022-06-29",107.379997,110.989998,106.910004,108.919998,66375300,108.919998
