"","EQIX.Open","EQIX.High","EQIX.Low","EQIX.Close","EQIX.Volume","EQIX.Adjusted"
"2022-01-25",728.159973,730.5,715,719.669983,477800,713.138489
"2022-01-26",720.099976,727.669983,692.51001,695.830017,559700,689.514832
"2022-01-27",700.440002,705.169983,680.5,683.02002,487700,676.821106
"2022-01-28",686.030029,707.73999,673.159973,707.559998,619300,701.138428
"2022-01-31",712.640015,725.669983,708.950012,724.900024,679000,718.321045
"2022-02-01",726.75,727.98999,707.630005,715.289978,508900,708.798218
"2022-02-02",718.47998,723.130005,714.440002,716.549988,393700,710.046814
"2022-02-03",710.580017,719.030029,704.130005,712.909973,438600,706.439819
"2022-02-04",705,713.919983,700.789978,702.150024,400500,695.777527
"2022-02-07",702.090027,708,695.640015,698.150024,400300,691.813843
"2022-02-08",693.039978,704.090027,689.590027,690.52002,750400,684.253113
"2022-02-09",703.630005,719.559998,703.630005,718.609985,596700,712.088074
"2022-02-10",705.159973,713.609985,685.909973,687.719971,415700,681.478455
"2022-02-11",689.179993,695.76001,668.919983,671.52002,484100,665.425476
"2022-02-14",666.890015,673.97998,662.450012,669.380005,539400,663.304871
"2022-02-15",675.530029,680.679993,670.299988,673.380005,443900,667.268616
"2022-02-16",677.640015,677.640015,666.23999,673.580017,451300,667.466797
"2022-02-17",713.140015,719.950012,689.440002,691.609985,767100,685.33313
"2022-02-18",691.179993,702.52002,688.219971,692.940002,536400,686.651062
"2022-02-22",679,691.799988,676,680.77002,588800,674.591553
"2022-02-23",681.809998,693.190002,672.320007,674.130005,415800,668.011841
"2022-02-24",668,709.190002,662.26001,705.48999,832300,699.087158
"2022-02-25",700,718.590027,691.859985,715.73999,565800,709.244202
"2022-02-28",707.669983,711.02002,698.609985,709.72998,583100,703.288696
"2022-03-01",711.450012,717.059998,703.659973,710.799988,506300,704.348999
"2022-03-02",705.440002,712,699.039978,709.460022,530500,703.021179
"2022-03-03",710.280029,725.299988,709.02002,720.820007,406900,714.278076
"2022-03-04",717.719971,725.469971,713.359985,720.919983,463800,717.462708
"2022-03-07",717.940002,720.559998,701.969971,703.070007,460600,699.698303
"2022-03-08",703.780029,703.780029,681.070007,681.419983,702900,678.1521
"2022-03-09",699.450012,713.77002,688.119995,704.200012,465300,700.822876
"2022-03-10",689.809998,708.26001,687,706.47998,464900,703.091919
"2022-03-11",710.820007,711.099976,693.530029,693.549988,359900,690.223938
"2022-03-14",698.73999,702.23999,676.390015,683.599976,355100,680.321655
"2022-03-15",693.119995,704,681.330017,701.640015,330800,698.275208
"2022-03-16",707.23999,711.219971,690.419983,704.059998,434300,700.683533
"2022-03-17",705.77002,720.349976,705.77002,719.859985,312200,716.407776
"2022-03-18",724.880005,734.840027,719.859985,732.26001,714700,728.748352
"2022-03-21",728.150024,735.5,713.599976,717.75,348800,714.307922
"2022-03-22",719.609985,721.400024,714.799988,719.099976,348800,715.651428
"2022-03-23",715.859985,718.22998,701.969971,707.820007,264800,704.425537
"2022-03-24",708.919983,711.98999,702.539978,711.630005,273600,708.217285
"2022-03-25",717.119995,717.73999,700.549988,710.140015,361400,706.734436
"2022-03-28",709.890015,733.640015,706.690002,730.919983,515500,727.414734
"2022-03-29",730,765.070007,730,761.380005,663200,757.728699
"2022-03-30",759,763.01001,746.609985,753.809998,331100,750.194946
"2022-03-31",758.059998,763.809998,740.840027,741.619995,556500,738.063416
"2022-04-01",741.72998,763.630005,738.659973,763,357000,759.340881
"2022-04-04",761.659973,769.200012,760.559998,764.460022,347500,760.793945
"2022-04-05",758.559998,775.940002,757.599976,762.400024,310500,758.743835
"2022-04-06",758.450012,767.669983,751.710022,766.570007,371700,762.893799
"2022-04-07",764.73999,766.969971,754.039978,759.22998,273200,755.588989
"2022-04-08",760.219971,769.380005,755.73999,768.780029,367700,765.093201
"2022-04-11",768,774,749.130005,751.609985,267400,748.005493
"2022-04-12",749.5,751.940002,737.809998,741.650024,275900,738.093323
"2022-04-13",742.570007,752.840027,741.340027,751.929993,263000,748.323975
"2022-04-14",753.02002,753.02002,734.179993,735.23999,274400,731.71405
"2022-04-18",738.820007,738.820007,726.26001,730.659973,264500,727.155945
"2022-04-19",730.659973,756.789978,730.659973,754.219971,464000,750.602966
"2022-04-20",758,772.799988,754.320007,768.169983,466700,764.486084
"2022-04-21",766.549988,776.349976,756.799988,757.630005,350800,753.996643
"2022-04-22",757.659973,759.140015,744.659973,745.409973,312700,741.835205
"2022-04-25",749.780029,755.409973,738.23999,752.52002,566900,748.911194
"2022-04-26",750,757.570007,738.380005,739.280029,434500,735.73468
"2022-04-27",733,744.049988,716.789978,717.900024,488700,714.457214
"2022-04-28",746.409973,760.349976,732.200012,756.450012,571900,752.822327
"2022-04-29",752.539978,758.559998,717.070007,719.080017,649000,715.631531
"2022-05-02",721.650024,721.650024,686.530029,702.390015,488800,699.021606
"2022-05-03",707.559998,726.809998,703.280029,721.320007,419000,717.860779
"2022-05-04",721.400024,734.140015,709.169983,732.140015,352200,728.628906
"2022-05-05",735.690002,735.690002,708.080017,713.390015,470700,709.968811
"2022-05-06",708.090027,715.809998,698.799988,713.440002,295100,710.018555
"2022-05-09",709.47998,709.47998,651.72998,654.190002,664400,651.052734
"2022-05-10",663.47998,668.799988,623.119995,630.049988,687800,627.028503
"2022-05-11",631.619995,645.75,621.549988,624.169983,741700,621.176697
"2022-05-12",623.909973,631.549988,621.340027,629.880005,711200,626.859314
"2022-05-13",642.419983,662.799988,635.169983,659.799988,690800,656.635803
"2022-05-16",658.5,660.320007,646.200012,646.419983,405600,643.319946
"2022-05-17",651.909973,651.909973,637.539978,646.809998,364000,646.809998
"2022-05-18",644.090027,645.530029,633.369995,637.440002,461400,637.440002
"2022-05-19",632.559998,648.23999,632.559998,635.090027,448600,635.090027
"2022-05-20",645.200012,653.340027,639.890015,651.789978,587800,651.789978
"2022-05-23",658.390015,663.73999,649.429993,663.530029,475200,663.530029
"2022-05-24",662.080017,674.98999,651.909973,671.809998,479800,671.809998
"2022-05-25",673.219971,689.380005,672.289978,686.530029,582100,686.530029
"2022-05-26",686.059998,693.349976,669.419983,670,566700,670
"2022-05-27",673.969971,693.690002,673.349976,693.679993,613200,693.679993
"2022-05-31",689.219971,692.460022,676.940002,687.090027,633600,687.090027
"2022-06-01",689.869995,689.869995,676.469971,679,369800,679
"2022-06-02",674.26001,694.76001,665.340027,694.640015,369900,694.640015
"2022-06-03",688.950012,688.950012,677,678.440002,402700,678.440002
"2022-06-06",687.849976,692.849976,680.070007,692.359985,527400,692.359985
"2022-06-07",688.330017,693.52002,671.25,691.549988,549100,691.549988
"2022-06-08",686.469971,688.450012,664.580017,668.659973,612100,668.659973
"2022-06-09",666.469971,678.48999,658.200012,658.419983,411300,658.419983
"2022-06-10",649.429993,656.099976,637.450012,649.169983,614600,649.169983
"2022-06-13",637.640015,641.330017,614.580017,616.280029,710400,616.280029
"2022-06-14",620.01001,627.400024,606.119995,618.51001,561100,618.51001
"2022-06-15",627.440002,649.650024,623.830017,641.25,507200,641.25
"2022-06-16",626.690002,633.169983,615.140015,618.429993,594600,618.429993
"2022-06-17",622.76001,639.580017,621.679993,632.809998,2385700,632.809998
"2022-06-21",629.789978,646.640015,629.400024,640.179993,512800,640.179993
"2022-06-22",635.890015,666.900024,635.890015,657.950012,444900,657.950012
"2022-06-23",661.98999,680.030029,661.22998,677.419983,471700,677.419983
"2022-06-24",679.679993,689.549988,676.919983,689.169983,603700,689.169983
"2022-06-27",685.070007,691.659973,679.280029,685.570007,313000,685.570007
"2022-06-28",687.929993,690.460022,667.640015,669.099976,295400,669.099976
"2022-06-29",646.950012,657.080017,612.809998,649.5,1134900,649.5
