"","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
"2022-01-12",254.600006,255.009995,249.910004,254.630005,652000,253.838745
"2022-01-13",253.639999,256.850006,251.899994,254.75,641300,253.958374
"2022-01-14",254.119995,256.679993,252.529999,256.519989,705300,255.72287
"2022-01-18",255.289993,255.419998,249.850006,252.539993,935200,251.755234
"2022-01-19",253.149994,254.860001,250.070007,251.149994,782500,250.369553
"2022-01-20",251.460007,256.440002,250,251.839996,994200,251.057419
"2022-01-21",252.440002,252.440002,245.740005,246.619995,1206600,245.853638
"2022-01-24",244.369995,249.570007,237.610001,248.350006,1635300,247.578262
"2022-01-25",245.699997,247.350006,238.589996,245.630005,862400,244.866714
"2022-01-26",246,248.669998,243.770004,246.970001,893100,246.202545
"2022-01-27",250.460007,255.600006,248.630005,255.100006,1261200,254.307297
"2022-01-28",255.070007,258.279999,250.639999,258.209991,907000,257.407623
"2022-01-31",256.26001,258.119995,252.610001,256.720001,1586700,255.922241
"2022-02-01",257.01001,258,252.820007,256.920013,860100,256.121643
"2022-02-02",256.170013,260.609985,255,258.459991,1310300,257.65683
"2022-02-03",270.299988,271.630005,264.700012,267.420013,1654900,266.588989
"2022-02-04",263.399994,269.540009,262.480011,265.559998,1239000,264.734772
"2022-02-07",266.399994,271,261.290009,270.200012,1334500,269.360382
"2022-02-08",271.5,278.230011,269.600006,277.029999,1210100,276.169159
"2022-02-09",278.529999,282.730011,277.209991,278.790009,1553300,277.923676
"2022-02-10",277.429993,280.140015,271.799988,273.529999,1595400,272.679993
"2022-02-11",273.190002,273.959991,270.440002,271.190002,1175300,270.34729
"2022-02-14",269.070007,272.309998,266.140015,270.670013,1371900,269.828918
"2022-02-15",274.070007,275.98999,272.559998,273.899994,934400,273.048828
"2022-02-16",272.839996,277.140015,272.309998,275.820007,1040000,274.962891
"2022-02-17",274.299988,276.089996,272.179993,273.350006,870400,272.50058
"2022-02-18",273.75,276.329987,270.059998,270.809998,935300,269.968475
"2022-02-22",270.809998,271.809998,266.420013,269,1870600,268.164093
"2022-02-23",270.910004,273.619995,267.899994,268.299988,794700,267.466248
"2022-02-24",263.649994,267.040009,260.730011,266.600006,1105800,265.771545
"2022-02-25",269.100006,276.440002,267.820007,275.380005,1071800,274.524261
"2022-02-28",270.899994,275.390015,268.660004,274.959991,1560900,274.574188
"2022-03-01",274.73999,276.920013,268.799988,271.75,879000,271.368683
"2022-03-02",273.399994,277.820007,273.170013,273.799988,1627000,273.415802
"2022-03-03",275.709991,281.450012,274.709991,280.160004,1153900,279.766907
"2022-03-04",273.890015,282.339996,273.51001,281.820007,1387600,281.424561
"2022-03-07",279.589996,283.660004,276.529999,278.420013,1943000,278.029358
"2022-03-08",277.26001,279.619995,271.119995,272.75,1565900,272.367279
"2022-03-09",276.170013,279.109985,273.040009,276.529999,950200,276.141998
"2022-03-10",273.98999,281.359985,273.079987,280.119995,1172400,279.726929
"2022-03-11",280.149994,284.279999,278.769989,281.230011,1018900,280.835388
"2022-03-14",282.809998,285,279.309998,284.850006,1265400,284.450317
"2022-03-15",285,291.420013,283.880005,290.630005,1364100,290.222198
"2022-03-16",291.190002,293.399994,287.140015,291.359985,1217000,290.951172
"2022-03-17",290.829987,295.209991,289.950012,294.920013,2107600,294.506195
"2022-03-18",297.600006,299.630005,292.399994,299.049988,3132500,298.630371
"2022-03-21",299.049988,305.709991,298.420013,299.940002,1389100,299.519135
"2022-03-22",302.559998,303.98999,299.059998,299.920013,1615200,299.499176
"2022-03-23",299.920013,303.049988,298.48999,300.019989,1093600,299.59903
"2022-03-24",299.470001,303.98999,299.470001,303.950012,1892100,303.523529
"2022-03-25",305,310.480011,304.209991,310.480011,1145200,310.044373
"2022-03-28",308.829987,309.480011,306.209991,308.48999,1150300,308.057129
"2022-03-29",308.269989,309.019989,303.190002,307,1048100,306.569244
"2022-03-30",307.640015,309.070007,304.779999,307.019989,1236700,306.589203
"2022-03-31",306.140015,309.200012,305.309998,306.130005,1247900,305.70047
"2022-04-01",306.359985,308.609985,305.589996,307,854300,306.569244
"2022-04-04",305.440002,307,302.220001,305.76001,1523600,305.330994
"2022-04-05",304.869995,311.73999,304.869995,307,1254300,306.569244
"2022-04-06",307.160004,313.23999,307.049988,311.570007,951300,311.132813
"2022-04-07",311.089996,321.660004,310.570007,320.140015,1395500,319.690796
"2022-04-08",321.019989,327.820007,318.910004,325.839996,1285600,325.382782
"2022-04-11",326.690002,329.359985,319.559998,320.670013,1195400,320.220062
"2022-04-12",319.170013,323.579987,317.350006,322.579987,1147000,322.12735
"2022-04-13",322.959991,326.25,320.350006,325.619995,746400,325.163086
"2022-04-14",326.5,329.390015,322.73999,323.25,969100,322.796417
"2022-04-18",323.25,328.809998,322.790009,326.649994,882900,326.19165
"2022-04-19",328.100006,328.98999,322.380005,324.700012,997600,324.244415
"2022-04-20",325.929993,333.440002,325.929993,331.540009,819300,331.074799
"2022-04-21",331.51001,335.600006,328.23999,331.450012,877500,330.984924
"2022-04-22",328.920013,329.380005,317.670013,318.179993,1373100,317.733551
"2022-04-25",316.429993,318.160004,311.850006,317.309998,1287000,316.864777
"2022-04-26",315.880005,323.630005,315.350006,316.26001,1088000,315.816254
"2022-04-27",317.179993,321.329987,311.940002,317.850006,887200,317.404022
"2022-04-28",318.320007,321.76001,316.040009,320.600006,792100,320.150146
"2022-04-29",319.359985,319.679993,308.089996,309.609985,1423100,309.175568
"2022-05-02",311.75,313.899994,303.570007,306.799988,1155500,306.369507
"2022-05-03",307.829987,312.290009,306.579987,307.809998,1028500,307.378082
"2022-05-04",309.48999,320.890015,306.950012,319.76001,1435300,319.31134
"2022-05-05",315.670013,319.359985,312.809998,315.230011,1162700,314.787689
"2022-05-06",313.980011,334.459991,312.109985,333.98999,2304300,333.521362
"2022-05-09",330.929993,332.709991,325,326.470001,1458100,326.011902
"2022-05-10",329.019989,333.149994,326.160004,329.829987,1426300,329.367188
"2022-05-11",331.450012,339.940002,330.790009,332.089996,1240700,331.624023
"2022-05-12",326.269989,327.049988,312.940002,322.01001,1714700,321.558167
"2022-05-13",322.970001,326.269989,319.230011,324.23999,853600,323.785034
"2022-05-16",325.720001,331.450012,325.720001,327.829987,705700,327.369995
"2022-05-17",331.429993,335.75,327.140015,333.160004,1064000,332.692535
"2022-05-18",331.5,333.859985,319.230011,320.649994,979100,320.200073
"2022-05-19",317.660004,320.880005,312.220001,319.130005,1016300,318.68222
"2022-05-20",319.76001,323.940002,316.109985,322.859985,1335100,322.406952
"2022-05-23",326.279999,330.339996,324,327.630005,842300,327.170288
"2022-05-24",326.899994,329.709991,322.160004,328.799988,791600,328.338623
"2022-05-25",325.769989,334.420013,325.769989,333.480011,1049300,333.012085
"2022-05-26",332.799988,338.829987,329.190002,336.420013,1177600,335.947968
"2022-05-27",334.070007,336.679993,330.149994,334.959991,1089900,334.48999
"2022-05-31",330.690002,332.019989,325.839996,328.690002,2216100,328.690002
"2022-06-01",331.130005,332.98999,316.700012,322.209991,1285700,322.209991
"2022-06-02",321.950012,322.630005,309.100006,318.579987,1338200,318.579987
"2022-06-03",318.589996,321.149994,315.26001,316.380005,820900,316.380005
"2022-06-06",316.420013,320.01001,313.019989,317.660004,654500,317.660004
"2022-06-07",320.089996,323.200012,317.25,321.649994,993700,321.649994
"2022-06-08",320.579987,321.149994,313.76001,315.019989,721800,315.019989
"2022-06-09",314.559998,317.51001,311.98999,312.029999,774700,312.029999
"2022-06-10",308.790009,316.649994,308.48999,313.339996,751800,313.339996
"2022-06-13",309.529999,311.940002,305.480011,306.98999,1020200,306.98999
"2022-06-14",306.929993,308.670013,304.149994,306.519989,1064200,306.519989
"2022-06-15",306.920013,311.279999,304.26001,307.679993,1075900,307.679993
"2022-06-16",305.390015,306.230011,299.279999,304.019989,1458900,304.019989
"2022-06-17",305.269989,306.040009,298.690002,300.570007,2491700,300.570007
"2022-06-21",305.200012,309.820007,301.899994,309.380005,998000,309.380005
"2022-06-22",307,312.519989,305.589996,311.049988,1126900,311.049988
"2022-06-23",313.019989,315.149994,310.220001,314.660004,1587300,314.660004
"2022-06-24",317.059998,322.109985,310.369995,321.549988,3739500,321.549988
"2022-06-27",323.100006,328.459991,321.670013,326.23999,921800,326.23999
"2022-06-28",327.470001,329.170013,319.670013,321.549988,852800,321.549988
"2022-06-29",322.649994,329.670013,322.600006,328.059998,1080500,328.059998
