"","VZ.Open","VZ.High","VZ.Low","VZ.Close","VZ.Volume","VZ.Adjusted"
"2020-11-05",58.009998,58.970001,57.799999,58.150002,20156400,53.630455
"2020-11-06",58.080002,58.75,58.009998,58.529999,11986200,53.980915
"2020-11-09",60.040001,60.580002,59.509998,59.84,24265900,55.189102
"2020-11-10",60.279999,61.41,60.200001,61.099998,22051800,56.351166
"2020-11-11",61.290001,61.349998,60.470001,61,12196900,56.258945
"2020-11-12",60.91,61.009998,60.34,60.790001,13293300,56.065266
"2020-11-13",60.630001,61.189999,60.380001,61.060001,10652800,56.314285
"2020-11-16",60.810001,61.459999,60.700001,60.889999,14289400,56.157497
"2020-11-17",60.560001,61.02,60.360001,60.75,11698200,56.028378
"2020-11-18",61.130001,61.150002,60.299999,60.32,11698800,55.631794
"2020-11-19",60.400002,60.439999,59.900002,60.209999,12663000,55.53035
"2020-11-20",60.209999,60.330002,59.950001,60.040001,14225400,55.373562
"2020-11-23",60.009998,60.389999,60,60.23,11601400,55.54879
"2020-11-24",60.599998,60.799999,60.360001,60.639999,15481400,55.926918
"2020-11-25",60.669998,60.740002,60.330002,60.41,10604300,55.714798
"2020-11-27",60.52,60.740002,60.41,60.580002,5763700,55.871586
"2020-11-30",60.32,60.599998,60.189999,60.41,21839100,55.714798
"2020-12-01",60.43,60.919998,60.279999,60.580002,14282600,55.871586
"2020-12-02",61.400002,61.950001,61.009998,61.360001,14169900,56.590969
"2020-12-03",61.110001,61.830002,61.040001,61.740002,11937200,56.941433
"2020-12-04",61.549999,61.799999,61.27,61.549999,10495800,56.766201
"2020-12-07",61.52,61.700001,61.18,61.349998,12537500,56.581741
"2020-12-08",61.18,61.700001,60.880001,61.450001,13421100,56.673969
"2020-12-09",61.450001,61.82,61.09,61.459999,14949500,56.683189
"2020-12-10",61.259998,61.349998,60.330002,60.509998,15464400,55.807026
"2020-12-11",60.080002,60.529999,59.970001,60.349998,13673000,55.659466
"2020-12-14",60.610001,61.060001,59.77,59.98,15706500,55.318222
"2020-12-15",60.07,60.740002,59.970001,60.549999,15876000,55.843922
"2020-12-16",60.200001,60.450001,59.669998,59.91,17165900,55.253658
"2020-12-17",59.98,60.150002,59.610001,60.009998,12095500,55.34589
"2020-12-18",60,60.779999,59.790001,60.459999,31909400,55.760918
"2020-12-21",60.060001,60.130001,59.279999,59.490002,18567500,54.866306
"2020-12-22",59.32,59.419998,58.860001,58.990002,12951500,54.405174
"2020-12-23",59.200001,59.279999,58.889999,58.959999,14012100,54.377499
"2020-12-24",59,59.07,58.66,58.84,7751100,54.266827
"2020-12-28",59.16,59.18,58.650002,58.98,15355600,54.395947
"2020-12-29",59.029999,59.240002,58.639999,58.810001,15686100,54.239159
"2020-12-30",58.830002,58.939999,58.060001,58.139999,18259800,53.621231
"2020-12-31",58.060001,58.799999,58.02,58.75,12906300,54.183823
"2021-01-04",58.959999,59.150002,58.439999,58.849998,19129800,54.276047
"2021-01-05",58.860001,59.09,58.459999,58.580002,16220000,54.027031
"2021-01-06",58.810001,59.540001,58.540001,59.290001,22678500,54.68185
"2021-01-07",58.27,58.759998,58.080002,58.529999,19079900,54.558804
"2021-01-08",58.23,58.360001,57.369999,57.799999,28411600,53.878338
"2021-01-11",57.75,58.049999,57.290001,57.459999,15688000,53.561405
"2021-01-12",57.27,57.450001,56.689999,57.259998,22699300,53.374969
"2021-01-13",57.220001,57.25,56.880001,57.060001,16985400,53.188541
"2021-01-14",56.889999,57.43,56.66,57.040001,18341100,53.169903
"2021-01-15",56.779999,57.5,56.709999,57.380001,15785300,53.486832
"2021-01-19",57.439999,57.580002,56.98,57.049999,18821300,53.179222
"2021-01-20",57.009998,57.389999,56.66,57.259998,19923100,53.374969
"2021-01-21",57.189999,57.509998,57.049999,57.27,13601500,53.384293
"2021-01-22",57.169998,57.689999,56.759998,57.470001,16364500,53.570724
"2021-01-25",57.470001,58.619999,57.18,58.419998,22444300,54.456268
"2021-01-26",56.990002,57.279999,56.41,56.57,37892700,52.731792
"2021-01-27",56.639999,56.959999,55.060001,55.130001,37239000,51.389488
"2021-01-28",55,56.330002,55,55.369999,24000800,51.613209
"2021-01-29",55,55.27,54.48,54.75,26231200,51.035271
"2021-02-01",55.27,55.27,54.220001,54.279999,20541100,50.597164
"2021-02-02",54.43,55.169998,54.169998,54.5,18974500,50.802235
"2021-02-03",54.310001,54.900002,54.25,54.790001,13909300,51.072559
"2021-02-04",54.759998,55.369999,54.59,55.139999,14761700,51.398811
"2021-02-05",55.200001,55.68,55.169998,55.32,12069500,51.566597
"2021-02-08",55.369999,55.48,54.790001,55.049999,17887700,51.314919
"2021-02-09",55.02,55.299999,54.68,55,19605600,51.268311
"2021-02-10",55.220001,55.439999,54.919998,54.959999,16232800,51.231026
"2021-02-11",55.02,55.060001,54.48,54.599998,17398800,50.895451
"2021-02-12",54.419998,54.68,54.18,54.200001,18357300,50.522591
"2021-02-16",54.110001,54.32,53.830002,54.150002,22095700,50.475983
"2021-02-17",56,57.25,55.630001,56.990002,40531300,53.123295
"2021-02-18",56.939999,57.610001,56.529999,56.98,20759900,53.113968
"2021-02-19",57.330002,57.400002,56.349998,56.450001,18689400,52.619934
"2021-02-22",56.529999,56.84,56.150002,56.450001,17854900,52.619934
"2021-02-23",56.810001,57.529999,56.290001,57.029999,21062000,53.160576
"2021-02-24",57.080002,57.419998,56.669998,57.119999,17136900,53.244476
"2021-02-25",56.119999,56.860001,55.740002,56.5,24165300,52.666538
"2021-02-26",56.470001,56.610001,55.290001,55.299999,23935200,51.547955
"2021-03-01",55.490002,55.950001,55.279999,55.360001,20550400,51.603889
"2021-03-02",55.310001,55.52,54.919998,54.98,17184600,51.249668
"2021-03-03",54.560001,55.970001,54.400002,55.380001,22838700,51.622528
"2021-03-04",55.549999,55.619999,54.529999,54.799999,23692000,51.081882
"2021-03-05",54.950001,56.200001,54.919998,56,23598100,52.200462
"2021-03-08",55.950001,57.299999,55.82,56.790001,23648800,52.936863
"2021-03-09",56.900002,57.099998,56.169998,56.200001,20956400,52.386894
"2021-03-10",56.689999,57.290001,55.849998,57.080002,18848600,53.207188
"2021-03-11",57.009998,57.189999,55.470001,55.509998,30312900,51.743702
"2021-03-12",55.73,56.169998,55.610001,55.630001,22002400,51.855568
"2021-03-15",55.810001,55.939999,55.099998,55.639999,18970600,51.864883
"2021-03-16",55.700001,55.919998,55.439999,55.639999,19044700,51.864883
"2021-03-17",55.77,56.119999,55.290001,55.75,17867000,51.967422
"2021-03-18",55.75,56.369999,55.66,56.310001,19970700,52.489429
"2021-03-19",56.43,56.52,55.950001,56.240002,39055000,52.424179
"2021-03-22",55.869999,56.669998,55.77,56.59,20656600,52.750431
"2021-03-23",56.419998,57.419998,56.380001,56.91,20084100,53.048725
"2021-03-24",56.740002,57.43,56.630001,57.009998,14819800,53.141933
"2021-03-25",57.049999,57.540001,56.700001,57.380001,18047400,53.486832
"2021-03-26",57.43,58.25,57.380001,58.18,19632700,54.232552
"2021-03-29",58.09,58.98,57.950001,58.830002,18577300,54.838451
"2021-03-30",58.869999,58.970001,58.23,58.59,13239700,54.614735
"2021-03-31",58.400002,58.52,58.060001,58.150002,19531700,54.204586
"2021-04-01",58.02,58.389999,57.740002,58.299999,12885100,54.34441
"2021-04-05",58.529999,59.130001,58.459999,58.869999,14326300,54.875732
"2021-04-06",58.810001,59.110001,58.68,59.110001,12198300,55.099449
"2021-04-07",59.130001,59.459999,58.790001,59,13218400,54.996914
"2021-04-08",58.040001,58.130001,57.529999,57.599998,16472400,54.26955
"2021-04-09",57.599998,57.799999,57.25,57.490002,13872000,54.16592
"2021-04-12",57.66,57.889999,57.43,57.540001,19564600,54.213024
"2021-04-13",57.369999,57.759998,57.16,57.619999,15489100,54.288395
"2021-04-14",57.5,58.130001,57.290001,57.700001,13890100,54.363773
"2021-04-15",57.560001,57.91,57.540001,57.700001,13338400,54.363773
"2021-04-16",58.07,58.48,57.799999,58.279999,19866200,54.910233
"2021-04-19",58.5,58.709999,58.09,58.389999,11955400,55.013874
"2021-04-20",58.119999,58.540001,57.970001,58.389999,16673600,55.013874
"2021-04-21",58.400002,58.84,58.049999,58.139999,18310100,54.778328
"2021-04-22",57.939999,58.09,57.139999,57.279999,20921900,53.968056
"2021-04-23",57.130001,57.470001,56.779999,57.299999,18099400,53.9869
"2021-04-26",57.360001,57.389999,56.849998,56.939999,15073600,53.647713
"2021-04-27",56.580002,56.720001,56.200001,56.32,21858600,53.063564
"2021-04-28",56.369999,56.66,56.34,56.43,12862500,53.167202
"2021-04-29",56.549999,57.52,56.529999,57.32,18169200,54.005741
"2021-04-30",57.349998,57.860001,56.959999,57.790001,16861500,54.44857
"2021-05-03",58.23,58.330002,57.869999,57.919998,17559100,54.571049
"2021-05-04",57.98,58.650002,57.950001,58.599998,22067700,55.211727
"2021-05-05",58.630001,59.060001,58.549999,58.689999,17882200,55.296524
"2021-05-06",58.91,59.369999,58.689999,59.290001,14593100,55.861839
"2021-05-07",58.799999,59.07,58.599998,58.720001,15678600,55.324795
"2021-05-10",59.080002,59.849998,59.02,59.52,22563000,56.078537
"2021-05-11",59.790001,59.790001,58.290001,58.540001,17971900,55.155209
"2021-05-12",58.25,58.900002,58.150002,58.41,14718600,55.032719
"2021-05-13",58,59.189999,57.959999,58.810001,13305100,55.409588
"2021-05-14",59.009998,59.259998,58.669998,58.689999,13770000,55.296524
"2021-05-17",58.889999,59.07,57.869999,57.939999,22387000,54.589893
"2021-05-18",57.5,57.5,56.639999,57.18,26579000,53.873837
"2021-05-19",56.52,56.939999,56.349998,56.919998,20213500,53.628868
"2021-05-20",56.91,57.25,56.75,56.790001,20768900,53.506393
"2021-05-21",57.060001,57.299999,56.740002,56.91,15474400,53.61945
"2021-05-24",57.09,57.299999,56.779999,56.98,12970700,53.685402
"2021-05-25",57,57.029999,56.290001,56.48,15935100,53.21431
"2021-05-26",56.470001,56.560001,56.27,56.360001,14045200,53.101254
"2021-05-27",56.32,56.549999,56.02,56.290001,30754300,53.035297
"2021-05-28",56.349998,56.639999,56.290001,56.490002,14027800,53.22374
"2021-06-01",56.75,56.860001,56.240002,56.380001,14922800,53.120094
"2021-06-02",56.310001,56.84,56.169998,56.650002,13681100,53.374485
"2021-06-03",56.700001,57.220001,56.580002,56.98,14212500,53.685402
"2021-06-04",56.919998,57.369999,56.900002,57.299999,11868100,53.9869
"2021-06-07",57.23,57.330002,57.07,57.200001,11144100,53.892681
"2021-06-08",57.240002,57.25,56.790001,57.150002,15858400,53.845573
"2021-06-09",57.150002,57.529999,57.009998,57.049999,14705100,53.751358
"2021-06-10",57.330002,57.610001,57.220001,57.34,12013600,54.02459
"2021-06-11",57.490002,57.549999,57.009998,57.330002,12929000,54.015167
"2021-06-14",57.189999,57.27,56.849998,57.18,11907600,53.873837
"2021-06-15",57.18,57.450001,57.16,57.290001,12602700,53.977478
"2021-06-16",57.369999,57.389999,56.630001,56.639999,15678400,53.365063
"2021-06-17",56.650002,56.919998,56.5,56.529999,14761100,53.261417
"2021-06-18",56.310001,56.310001,55.57,55.82,38210500,52.592476
"2021-06-21",56.07,56.490002,55.98,56.389999,13628200,53.129517
"2021-06-22",56.689999,56.779999,56.279999,56.369999,13866600,53.110672
"2021-06-23",56.450001,56.75,56.049999,56.07,16524500,52.828022
"2021-06-24",56.16,56.41,56.060001,56.369999,15386200,53.110672
"2021-06-25",56.27,56.52,56.189999,56.380001,14540300,53.120094
"2021-06-28",56.380001,56.5,56.169998,56.18,13754900,52.931656
"2021-06-29",56.200001,56.369999,55.82,55.84,15313000,52.611317
"2021-06-30",55.759998,56.139999,55.759998,56.029999,14559700,52.790333
"2021-07-01",56.18,56.43,56.02,56.290001,11672200,53.035297
"2021-07-02",56.380001,56.57,56.259998,56.439999,11387100,53.176628
"2021-07-06",56.48,56.509998,56,56.41,13815900,53.148361
"2021-07-07",56.349998,56.580002,56.209999,56.529999,14393300,53.261417
"2021-07-08",55.75,55.98,55.549999,55.68,18384000,53.049911
"2021-07-09",55.700001,56.23,55.619999,56.07,13757000,53.421486
"2021-07-12",55.990002,56.360001,55.880001,56.150002,13451500,53.497711
"2021-07-13",56.27,56.48,56,56.09,12511900,53.44054
"2021-07-14",56.09,56.43,56.029999,56.32,14821700,53.659679
"2021-07-15",56.32,56.599998,56.240002,56.549999,12813900,53.878811
"2021-07-16",56.68,56.790001,56.41,56.459999,11637900,53.79306
"2021-07-19",56.169998,56.439999,55.310001,55.84,21958500,53.202351
"2021-07-20",55.950001,56.77,55.540001,55.580002,20258900,52.954636
"2021-07-21",56.540001,56.849998,55.919998,55.950001,25264100,53.307156
"2021-07-22",56.150002,56.279999,55.619999,55.950001,16231400,53.307156
"2021-07-23",55.830002,56.029999,55.639999,55.880001,14894300,53.240459
"2021-07-26",55.880001,55.939999,55.549999,55.779999,15330500,53.145184
"2021-07-27",55.669998,56.34,55.48,56.200001,15225800,53.545345
"2021-07-28",56.240002,56.32,55.689999,55.720001,14595900,53.088024
"2021-07-29",55.889999,56.18,55.880001,55.98,12841900,53.335735
"2021-07-30",56.029999,56.18,55.759998,55.779999,13856900,53.145184
"2021-08-02",56.060001,56.259998,55.68,55.759998,13833400,53.126129
"2021-08-03",55.759998,55.950001,55.57,55.73,12573100,53.097549
"2021-08-04",55.599998,55.709999,55.279999,55.369999,16446100,52.754551
"2021-08-05",55.41,55.5,55.25,55.299999,12776600,52.687859
"2021-08-06",55.330002,55.59,55.209999,55.220001,12660300,52.611637
"2021-08-09",55.279999,55.419998,55.110001,55.119999,13452400,52.516361
"2021-08-10",55.099998,55.529999,55,55.48,11756900,52.859356
"2021-08-11",55.610001,55.849998,55.52,55.57,11727300,52.945103
"2021-08-12",55.619999,55.799999,55.529999,55.639999,10744800,53.011795
"2021-08-13",55.700001,55.98,55.68,55.869999,8384600,53.23093
"2021-08-16",55.919998,56.07,55.580002,55.98,12964200,53.335735
"2021-08-17",55.869999,56.200001,55.77,56.18,11847600,53.526291
"2021-08-18",56.049999,56.07,55.450001,55.470001,15093500,52.849831
"2021-08-19",55.299999,55.66,55.189999,55.369999,12679900,52.754551
"2021-08-20",55.330002,55.709999,55.200001,55.52,10645100,52.897465
"2021-08-23",55.549999,55.709999,55.41,55.419998,11963700,52.802185
"2021-08-24",55.41,55.419998,55,55.009998,15478400,52.411552
"2021-08-25",55.02,55.080002,54.810001,54.93,14666300,52.335339
"2021-08-26",54.91,55.060001,54.57,54.599998,15256200,52.020924
"2021-08-27",54.650002,54.830002,54.529999,54.77,13213800,52.182896
"2021-08-30",54.740002,54.959999,54.68,54.77,11621200,52.182896
"2021-08-31",54.709999,55.139999,54.580002,55,18405600,52.402031
"2021-09-01",55,55.150002,54.799999,54.939999,12647300,52.34486
"2021-09-02",54.93,55.310001,54.900002,55.290001,12875900,52.678333
"2021-09-03",55.240002,55.5,55.169998,55.43,11006200,52.811714
"2021-09-07",55.380001,55.5,54.799999,54.82,15500900,52.23053
"2021-09-08",54.790001,55.09,54.790001,54.91,11835900,52.31628
"2021-09-09",54.830002,54.869999,54.43,54.439999,19403300,51.868481
"2021-09-10",54.560001,54.669998,54.220001,54.23,15944100,51.668404
"2021-09-13",54.400002,54.98,54.400002,54.619999,20749000,52.039978
"2021-09-14",54.650002,54.77,54.279999,54.41,16937500,51.839897
"2021-09-15",54.310001,54.66,54.310001,54.57,15330000,51.99234
"2021-09-16",54.619999,54.790001,54.349998,54.43,14431400,51.858952
"2021-09-17",54.139999,54.459999,54.060001,54.279999,30787600,51.716038
"2021-09-20",54.060001,54.580002,54.009998,54.259998,20440500,51.696983
"2021-09-21",54.290001,54.639999,54.009998,54.029999,16906900,51.477848
"2021-09-22",54.139999,54.389999,54.02,54.060001,15907900,51.506432
"2021-09-23",54.200001,54.610001,54.009998,54.419998,14714100,51.849426
"2021-09-24",54.360001,54.57,54.25,54.369999,12663900,51.801788
"2021-09-27",54.450001,54.650002,54.380001,54.470001,13118200,51.897064
"2021-09-28",54.450001,54.689999,54.029999,54.16,19528200,51.601711
"2021-09-29",54.09,54.66,54.09,54.380001,14823000,51.811314
"2021-09-30",54.5,54.509998,54,54.009998,18736600,51.45879
"2021-10-01",54.02,54.560001,53.919998,54.299999,18618400,51.735096
"2021-10-04",54.450001,54.849998,54.279999,54.5,18159200,51.925648
"2021-10-05",54.639999,54.810001,54.32,54.509998,13218200,51.935177
"2021-10-06",54.34,54.59,54.009998,54.529999,21339800,51.954231
"2021-10-07",54.040001,54.349998,53.830002,53.900002,18069600,51.963867
"2021-10-08",53.869999,53.970001,53.220001,53.240002,21384600,51.327579
"2021-10-11",53.259998,53.290001,51.98,52.18,32088400,50.305653
"2021-10-12",52.18,52.18,51.110001,51.330002,42154000,49.486187
"2021-10-13",51.209999,51.41,50.860001,51.349998,27246900,49.505466
"2021-10-14",51.27,51.990002,51.16,51.919998,27764900,50.054993
"2021-10-15",52.080002,52.810001,52.02,52.27,27005500,50.392422
"2021-10-18",52.16,52.32,51.639999,51.91,20853500,50.045353
"2021-10-19",52,52.419998,51.919998,52.349998,16094800,50.469547
"2021-10-20",52.790001,53.740002,52.720001,53.610001,30659500,51.684288
"2021-10-21",53.77,53.93,53.07,53.389999,17771100,51.472191
"2021-10-22",53.419998,53.419998,52.880001,52.93,16074000,51.028713
"2021-10-25",52.970001,53.099998,52.459999,52.580002,15987400,50.691284
"2021-10-26",52.700001,53.169998,52.560001,53.080002,15185200,51.173325
"2021-10-27",53.169998,53.200001,52.470001,52.630001,15007400,50.739491
"2021-10-28",52.75,53.150002,52.619999,52.799999,18374700,50.903381
"2021-10-29",52.5,53.049999,52.41,52.990002,17763200,51.086559
"2021-11-01",53.240002,53.369999,52.869999,52.950001,14177700,51.047997
"2021-11-02",53.049999,53.09,52.509998,52.57,16913800,50.681644
"2021-11-03",52.59,53.07,52.52,52.939999,12240000,51.038349
"2021-11-04",52.91,52.91,51.200001,51.849998,30807500,49.987507
"2021-11-05",52.02,52.799999,52.02,52.240002,17442800,50.363499
"2021-11-08",52.299999,52.419998,51.91,52.330002,15985200,50.450268
"2021-11-09",52.299999,52.369999,51.990002,52.240002,16014100,50.363499
"2021-11-10",52.419998,52.759998,52.209999,52.599998,16261100,50.710567
"2021-11-11",52.740002,52.740002,52.360001,52.450001,10983700,50.565952
"2021-11-12",52.509998,52.52,52.290001,52.34,14378500,50.459908
"2021-11-15",52.439999,52.540001,52.07,52.400002,14282700,50.51775
"2021-11-16",52.509998,52.619999,52.040001,52.060001,15876100,50.189968
"2021-11-17",52.009998,52.060001,51.610001,51.73,17679200,49.871819
"2021-11-18",51.5,51.650002,51.130001,51.240002,19490300,49.399422
"2021-11-19",51.279999,51.32,50.669998,50.860001,21105200,49.03307
"2021-11-22",50.849998,52.029999,50.650002,51.540001,22751600,49.688641
"2021-11-23",51.560001,52.150002,51.560001,51.75,21501600,49.891098
"2021-11-24",51.630001,52.110001,51.59,51.66,15474500,49.804333
"2021-11-26",51.150002,52.200001,51.099998,51.799999,17048100,49.939301
"2021-11-29",51.610001,51.849998,51.330002,51.66,18652500,49.804333
"2021-11-30",51.259998,51.360001,50.040001,50.27,47766200,48.464264
"2021-12-01",50.5,50.919998,49.740002,49.77,26295500,47.982224
"2021-12-02",49.830002,51.169998,49.779999,50.73,27364400,48.907738
"2021-12-03",50.59,51.490002,50.52,51.419998,24711700,49.572952
"2021-12-06",51.639999,51.93,50.959999,51.07,22433100,49.235523
"2021-12-07",51,51.009998,50.130001,50.790001,27754700,48.965584
"2021-12-08",50.720001,50.849998,50.150002,50.490002,20452700,48.676361
"2021-12-09",50.400002,50.400002,49.869999,50.16,23628300,48.358212
"2021-12-10",50.330002,50.330002,49.990002,50.189999,18498700,48.387135
"2021-12-13",50.099998,50.540001,49.689999,50.279999,27618800,48.473904
"2021-12-14",50.369999,51.150002,50.18,50.650002,31555900,48.830612
"2021-12-15",50.830002,51.040001,50.48,50.549999,24115700,48.734207
"2021-12-16",50.66,52.919998,50.549999,52.75,40091300,50.855179
"2021-12-17",53.049999,53.220001,52.360001,53.169998,54501100,51.26009
"2021-12-20",52.73,53.34,52.689999,53.09,23418000,51.182964
"2021-12-21",53.259998,53.330002,52.650002,52.779999,23905300,50.884098
"2021-12-22",52.580002,52.900002,52.060001,52.77,16486500,50.874462
"2021-12-23",52.849998,53.09,52.669998,52.68,14921400,50.787693
"2021-12-27",52.689999,52.82,52.450001,52.68,19705800,50.787693
"2021-12-28",52.630001,53.09,52.610001,52.720001,12126500,50.826256
"2021-12-29",52.77,52.880001,52.34,52.360001,15109500,50.479187
"2021-12-30",52.380001,52.57,52.080002,52.25,15615500,50.373138
"2021-12-31",52.200001,52.310001,51.880001,51.959999,15911400,50.093552
"2022-01-03",52.07,52.560001,51.98,52.439999,18240100,50.556313
"2022-01-04",52.639999,53.709999,52.549999,53.470001,26376800,51.549316
"2022-01-05",53.84,54.639999,53.509998,54.02,28697300,52.079563
"2022-01-06",54.48,54.549999,53.66,53.759998,21563800,51.828892
"2022-01-07",53.259998,54.360001,53.259998,54.240002,26512500,52.92168
"2022-01-10",54.490002,54.830002,53.810001,53.869999,24929400,52.560669
"2022-01-11",53.919998,54.080002,53.16,53.59,18598500,52.287476
"2022-01-12",53.389999,53.66,53.09,53.450001,12778300,52.150879
"2022-01-13",53.52,54.029999,53.18,53.52,18178200,52.219177
