"","ITW.Open","ITW.High","ITW.Low","ITW.Close","ITW.Volume","ITW.Adjusted"
"2022-01-11",244.800003,244.800003,240.25,244.130005,696200,241.148804
"2022-01-12",244.960007,247.110001,244.220001,246.240005,783700,243.233032
"2022-01-13",246.899994,248.160004,245.75,247.009995,702400,243.993622
"2022-01-14",245.479996,245.479996,242.199997,243.839996,1078300,240.862335
"2022-01-18",241.839996,244.179993,238.990005,244.050003,1107400,241.069778
"2022-01-19",244.729996,246.589996,241.850006,242.229996,1159000,239.271988
"2022-01-20",243.570007,243.889999,237.110001,237.669998,1136100,234.767685
"2022-01-21",238.399994,240.479996,236.539993,237.449997,1572000,234.550369
"2022-01-24",235,238.360001,230.169998,237.910004,1363600,235.004745
"2022-01-25",234.320007,237.020004,230.100006,233.929993,1150200,231.073349
"2022-01-26",235.110001,237.360001,230.350006,233.020004,1064300,230.174469
"2022-01-27",234.820007,235.25,228.520004,230.570007,1068600,227.754379
"2022-01-28",229.580002,231.910004,225.199997,231.75,1200900,228.919983
"2022-01-31",230.25,234.240005,229.119995,233.919998,1271800,231.063477
"2022-02-01",234.789993,235.220001,230.360001,233.039993,1113200,230.194214
"2022-02-02",232.050003,236.440002,231.460007,235.970001,1839500,233.08844
"2022-02-03",236.880005,247,236.880005,241.449997,1555600,238.501511
"2022-02-04",239.580002,241.089996,228.880005,228.919998,1726000,226.124527
"2022-02-07",229.070007,230.220001,224.350006,224.820007,904500,222.074615
"2022-02-08",224.830002,227.490005,224.309998,225.470001,1140000,222.71666
"2022-02-09",226.320007,228.009995,225.940002,226.75,1255600,223.981033
"2022-02-10",223.740005,224.889999,218.270004,219.830002,1483200,217.145538
"2022-02-11",219.669998,221.470001,216.779999,217.720001,1304100,215.06131
"2022-02-14",218.860001,220.850006,216.839996,219.169998,1394700,216.493607
"2022-02-15",221.320007,222.759995,219.029999,219.740005,958300,217.056641
"2022-02-16",219,221.190002,217.470001,220.080002,778700,217.392487
"2022-02-17",218.100006,220.149994,216.649994,217.160004,815500,214.508148
"2022-02-18",216.460007,218.389999,215.020004,215.809998,933100,213.174637
"2022-02-22",216.350006,216.940002,213.490005,214.910004,1276400,212.285629
"2022-02-23",215.330002,217.169998,212.949997,213.490005,1466000,210.882965
"2022-02-24",211.389999,215.110001,209.300003,214.139999,1936500,211.525024
"2022-02-25",214.860001,219.130005,214.470001,218.429993,1160600,215.762619
"2022-02-28",215.660004,217.899994,213.860001,216.339996,1876300,213.698151
"2022-03-01",216.580002,217.479996,209.679993,210.860001,1439800,208.285065
"2022-03-02",212.550003,215.610001,212.360001,214.169998,1202500,211.554657
"2022-03-03",216.059998,217.259995,213.539993,215.320007,1079600,212.690613
"2022-03-04",212.169998,213.710007,209.550003,212.130005,1353400,209.539566
"2022-03-07",211.770004,211.880005,206.449997,206.529999,1442800,204.00795
"2022-03-08",207.800003,210.169998,202.800003,203.520004,1547000,201.034698
"2022-03-09",207.830002,211.110001,207.429993,207.770004,950400,205.232819
"2022-03-10",204.839996,207.350006,203.690002,206.199997,790000,203.681976
"2022-03-11",207.639999,208.419998,203.710007,203.860001,886400,201.37056
"2022-03-14",205.559998,208.050003,205.009995,206.149994,1080200,203.632584
"2022-03-15",207.559998,208.940002,206.020004,208.449997,663100,205.904495
"2022-03-16",209.479996,211.440002,207.279999,209.990005,1019900,207.425705
"2022-03-17",208.850006,212.110001,208.619995,211.380005,850600,208.798721
"2022-03-18",212.339996,213.619995,209.330002,212.330002,1710600,209.737137
"2022-03-21",212.5,213.580002,210.729996,211.990005,1059200,209.401276
"2022-03-22",213.25,213.940002,212.119995,212.5,750900,209.90506
"2022-03-23",211.789993,212.850006,209.330002,209.350006,727600,206.793518
"2022-03-24",210.039993,210.869995,209.320007,210.690002,945600,208.117157
"2022-03-25",211.570007,212.970001,210.720001,211.75,609400,209.164215
"2022-03-28",214.350006,214.449997,211.300003,214.309998,960900,211.692932
"2022-03-29",216.639999,220.300003,216.169998,218.570007,843500,215.900925
"2022-03-30",216.559998,217.860001,213.589996,214.660004,865900,213.228867
"2022-03-31",213.509995,214.850006,209.360001,209.399994,1507900,208.003922
"2022-04-01",210.699997,210.960007,206.869995,210.149994,1015100,208.748917
"2022-04-04",208.580002,209.470001,205.589996,208.949997,795000,207.556931
"2022-04-05",208.210007,209.759995,205.880005,206.429993,712400,205.053726
"2022-04-06",203.679993,206.410004,202.679993,205.139999,1086000,203.772324
"2022-04-07",203.529999,205.860001,201.860001,204.929993,1066100,203.563721
"2022-04-08",205.070007,205.789993,202.919998,203.649994,821700,202.292252
"2022-04-11",203.149994,204.610001,200.440002,200.809998,760900,199.471191
"2022-04-12",201.360001,203.949997,198.789993,199.809998,1009500,198.477859
"2022-04-13",199.5,200,198.660004,199.339996,1021400,198.010986
"2022-04-14",199.5,199.619995,196,196.270004,1540800,194.961472
"2022-04-18",195.960007,198.320007,195.25,196.630005,968800,195.319077
"2022-04-19",198.320007,203.570007,197.660004,203.389999,956900,202.033997
"2022-04-20",205.639999,208.639999,205.210007,206.539993,876700,205.162994
"2022-04-21",208.639999,210.589996,207.210007,208.289993,1093000,206.901321
"2022-04-22",206.699997,207.589996,203.149994,203.350006,906400,201.994263
"2022-04-25",203.179993,204.75,199.330002,204.119995,957900,202.759125
"2022-04-26",202.270004,204,198.520004,198.600006,1046700,197.27594
"2022-04-27",198.600006,201.710007,197.759995,198.309998,1163700,196.987854
"2022-04-28",200.119995,204.039993,198.419998,202.720001,1113000,201.368469
"2022-04-29",201.589996,203.539993,196.429993,197.110001,1922900,195.795868
"2022-05-02",197.169998,201.660004,195.789993,200.009995,1881900,198.676529
"2022-05-03",209.899994,213.839996,199.860001,204.199997,1916700,202.838593
"2022-05-04",204.910004,213.720001,203.820007,213.009995,1786000,211.589859
"2022-05-05",211.089996,212.660004,206.869995,208.169998,1955300,206.78212
"2022-05-06",206.970001,210.279999,204.169998,209.270004,1612600,207.874802
"2022-05-09",207.089996,211.929993,206.279999,209.440002,1634100,208.043655
"2022-05-10",211.550003,211.919998,203.080002,203.559998,1554500,202.202866
"2022-05-11",203.449997,206.460007,202.020004,203.830002,1040100,202.471069
"2022-05-12",203.369995,207.839996,202.770004,207.589996,1590800,206.205994
"2022-05-13",208.559998,209.240005,204.449997,207.639999,1492000,206.255661
"2022-05-16",205.289993,207.979996,201.789993,207.070007,921600,205.689468
"2022-05-17",209.740005,212.449997,208.080002,212.240005,958500,210.824997
"2022-05-18",209.779999,210.229996,202.830002,203.389999,1208800,202.033997
"2022-05-19",201.110001,203.649994,198.910004,200.800003,1603500,199.461273
"2022-05-20",201.449997,202.089996,197.830002,201.770004,1179300,200.424805
"2022-05-23",204.199997,204.279999,201.429993,202.490005,1007400,201.139999
"2022-05-24",201.800003,204.309998,198.759995,203.220001,1169800,201.865128
"2022-05-25",202.229996,203.179993,199.419998,201.929993,870200,200.583725
"2022-05-26",203.660004,205.350006,202.979996,204.330002,835400,202.967728
"2022-05-27",205.770004,206.830002,204.119995,206.740005,792400,205.361664
"2022-05-31",204.350006,209.070007,202.580002,208.070007,2172200,206.6828
"2022-06-01",209.419998,209.679993,203.589996,205.979996,817800,204.60672
"2022-06-02",207.520004,209.460007,204.830002,209.259995,483500,207.864853
"2022-06-03",207.570007,208.320007,206.580002,207.830002,514300,206.444397
"2022-06-06",208.339996,209.470001,207.550003,208.169998,458400,206.78212
"2022-06-07",207.470001,210.419998,204.320007,210.139999,922600,208.738998
"2022-06-08",208.289993,209.130005,205.789993,206.339996,677800,204.964325
"2022-06-09",205.710007,208.229996,203.160004,203.360001,810600,202.004196
"2022-06-10",199.839996,200.289993,196.710007,196.770004,1173500,195.45813
"2022-06-13",192.910004,194.350006,187.460007,188.619995,1297400,187.362457
"2022-06-14",188.610001,189.820007,184.449997,185.929993,1206600,184.690399
"2022-06-15",187.119995,189.070007,184.339996,186.410004,1304300,185.167206
"2022-06-16",183.169998,183.169998,178.070007,179.169998,1324000,177.975464
"2022-06-17",178.649994,180.460007,177.330002,178.25,2128600,177.0616
"2022-06-21",180.119995,182.259995,178.610001,181.279999,1029300,180.071396
"2022-06-22",178.679993,182.699997,178.479996,181.380005,1019900,180.170746
"2022-06-23",181.029999,182.979996,178.149994,180.100006,695000,178.899277
"2022-06-24",181.429993,187.929993,180.990005,187.919998,1507200,186.66713
"2022-06-27",188.889999,189.389999,185.820007,187.300003,1381100,186.05127
"2022-06-28",188.199997,189.559998,182.619995,182.990005,979300,181.770004
"2022-06-29",182.149994,182.179993,178.860001,180.789993,749500,180.789993
