"","EPAM.Open","EPAM.High","EPAM.Low","EPAM.Close","EPAM.Volume","EPAM.Adjusted"
"2022-01-28",434.980011,451.559998,423.540009,451.100006,549800,451.100006
"2022-01-31",453.880005,476.910004,453.880005,476.140015,509300,476.140015
"2022-02-01",481,485.709991,471.269989,484.359985,367400,484.359985
"2022-02-02",486.98999,496.399994,473.380005,474.950012,507900,474.950012
"2022-02-03",456.829987,463.940002,442.209991,443.519989,778400,443.519989
"2022-02-04",444.470001,458.920013,443.559998,453.679993,554900,453.679993
"2022-02-07",452.970001,461.5,446.190002,448.089996,307000,448.089996
"2022-02-08",443.399994,459.149994,437.029999,456.040009,364400,456.040009
"2022-02-09",466.179993,478.880005,466.179993,478.51001,325200,478.51001
"2022-02-10",459.809998,486.5,459,470.420013,528300,470.420013
"2022-02-11",472.619995,476.75,422.809998,426.140015,950200,426.140015
"2022-02-14",422.630005,436.950012,417.959991,427.950012,590900,427.950012
"2022-02-15",442.100006,463.290009,442.100006,462.540009,833100,462.540009
"2022-02-16",452.98999,455.149994,441.200012,450.390015,671500,450.390015
"2022-02-17",470.25,478.880005,438.209991,440.98999,775200,440.98999
"2022-02-18",446.25,453.779999,432.100006,443.230011,609200,443.230011
"2022-02-22",430.720001,436.190002,422.720001,427.73999,743200,427.73999
"2022-02-23",430.309998,439.98999,417.799988,418.230011,946500,418.230011
"2022-02-24",350,385.040009,347.459991,382.279999,2561100,382.279999
"2022-02-25",386.48999,395.619995,375.01001,382.429993,1673400,382.429993
"2022-02-28",351.440002,355.76001,198.25,207.75,10220800,207.75
"2022-03-01",212.710007,231.369995,195.009995,211.210007,6847700,211.210007
"2022-03-02",218.080002,251.990005,217.210007,245.169998,3143300,245.169998
"2022-03-03",246.960007,252,210.759995,212.979996,2569800,212.979996
"2022-03-04",211.009995,219.679993,197.059998,198.520004,1554700,198.520004
"2022-03-07",201.110001,201.110001,174.589996,174.800003,2703400,174.800003
"2022-03-08",175.320007,193.720001,168.589996,186.75,3329200,186.75
"2022-03-09",200.479996,200.929993,187.160004,198.410004,2247000,198.410004
"2022-03-10",195.139999,196.309998,184.509995,188.759995,1227100,188.759995
"2022-03-11",196.779999,207.839996,189.320007,200.139999,1613800,200.139999
"2022-03-14",198.479996,221.279999,198.479996,220,2144200,220
"2022-03-15",216.929993,228.610001,210.919998,225.039993,2451300,225.039993
"2022-03-16",233.509995,284.5,232.300003,281.720001,3724600,281.720001
"2022-03-17",270.470001,275.709991,261.970001,273.190002,1484900,273.190002
"2022-03-18",273.230011,300.220001,271.839996,294.470001,2817800,294.470001
"2022-03-21",293.410004,295.5,277.079987,284.049988,1890800,284.049988
"2022-03-22",283.390015,304.450012,283.390015,303.540009,1131200,303.540009
"2022-03-23",298.859985,308,294.790009,306.649994,1785700,306.649994
"2022-03-24",304,305.399994,285.859985,288.049988,1820400,288.049988
"2022-03-25",291.850006,291.850006,260.109985,266.75,1226900,266.75
"2022-03-28",270,279.980011,264.100006,275.190002,1263000,275.190002
"2022-03-29",308,330,299.869995,307.049988,1985000,307.049988
"2022-03-30",298.329987,298.5,290.51001,293,875100,293
"2022-03-31",294.660004,311.859985,291.470001,296.609985,1185100,296.609985
"2022-04-01",297.369995,303.829987,285.850006,287.040009,701800,287.040009
"2022-04-04",291.470001,298.609985,286.420013,297.940002,602000,297.940002
"2022-04-05",294.049988,294.220001,274.73999,282.390015,799000,282.390015
"2022-04-06",276.01001,280.839996,269.890015,275.470001,579500,275.470001
"2022-04-07",273,285.579987,272.119995,280.290009,530200,280.290009
"2022-04-08",283.559998,321.209991,280,308.690002,1595600,308.690002
"2022-04-11",310,312,298.720001,305.369995,921000,305.369995
"2022-04-12",304.559998,313.380005,293.230011,298.130005,615500,298.130005
"2022-04-13",298.670013,312.980011,291.23999,307.98999,654900,307.98999
"2022-04-14",308.149994,312.790009,289.26001,290.059998,664700,290.059998
"2022-04-18",286.369995,290.209991,276.51001,281.200012,611400,281.200012
"2022-04-19",281.709991,299.5,280,297.980011,619200,297.980011
"2022-04-20",301.480011,303.700012,286.929993,289.609985,568800,289.609985
"2022-04-21",298.299988,302,285.399994,286.839996,493700,286.839996
"2022-04-22",285.290009,286.209991,275.75,276.76001,718900,276.76001
"2022-04-25",271.179993,280.670013,270.429993,280.070007,487700,280.070007
"2022-04-26",278.299988,280,263.73999,264.980011,536200,264.980011
"2022-04-27",266.959991,276.959991,260.679993,266.820007,490900,266.820007
"2022-04-28",273.679993,285.26001,264.269989,281,537200,281
"2022-04-29",278.700012,282.869995,263.660004,264.98999,534700,264.98999
"2022-05-02",268.209991,288.790009,265.380005,288.5,1030600,288.5
"2022-05-03",286.149994,305.23999,286.149994,297,1174500,297
"2022-05-04",295.320007,316.799988,286.25,312.600006,1294600,312.600006
"2022-05-05",340.679993,364.649994,333.269989,346,2603500,346
"2022-05-06",352.019989,362.26001,335.910004,347,1625500,347
"2022-05-09",333.839996,338.76001,301,317.890015,1774300,317.890015
"2022-05-10",321.700012,325.929993,300.420013,319.619995,739100,319.619995
"2022-05-11",312.529999,327.880005,295.029999,296.059998,723200,296.059998
"2022-05-12",286.890015,307.880005,282.279999,294.5,883500,294.5
"2022-05-13",298.019989,323.709991,298.019989,319.25,579600,319.25
"2022-05-16",315.26001,318.26001,305.820007,310.799988,546600,310.799988
"2022-05-17",317.890015,319.820007,309.190002,312.670013,529500,312.670013
"2022-05-18",305.029999,315.119995,304,313,831000,313
"2022-05-19",311,336.660004,309.98999,326.980011,844500,326.980011
"2022-05-20",329.910004,335,318.420013,320.390015,1491300,320.390015
"2022-05-23",317.970001,327.910004,310.679993,314.660004,723500,314.660004
"2022-05-24",305,312.390015,292.51001,308.869995,850500,308.869995
"2022-05-25",304.290009,312.769989,295.730011,305.480011,834200,305.480011
"2022-05-26",304.040009,324.440002,302.709991,322.859985,713100,322.859985
"2022-05-27",323.019989,343.200012,323,340.350006,829500,340.350006
"2022-05-31",339.220001,340.359985,323.51001,338.519989,1435900,338.519989
"2022-06-01",338.679993,346.519989,319.130005,326.279999,579100,326.279999
"2022-06-02",329.299988,349.440002,329.209991,347.73999,476300,347.73999
"2022-06-03",338.529999,345.630005,331.01001,332.339996,437700,332.339996
"2022-06-06",339.299988,342.709991,327.75,332.089996,338800,332.089996
"2022-06-07",328.799988,347.100006,327.559998,341.670013,369100,341.670013
"2022-06-08",338.799988,344.089996,329.440002,330.700012,632600,330.700012
"2022-06-09",327.820007,330.899994,316.019989,316.600006,426800,316.600006
"2022-06-10",311.850006,313.709991,303.109985,303.48999,438400,303.48999
"2022-06-13",297,299.980011,283.579987,284.109985,734500,284.109985
"2022-06-14",286.119995,286.910004,273.420013,278.359985,983200,278.359985
"2022-06-15",281.149994,295.700012,279.929993,289.769989,578500,289.769989
"2022-06-16",279.019989,287.459991,270.320007,286.160004,696500,286.160004
"2022-06-17",289.549988,305.230011,282.540009,295.679993,1292100,295.679993
"2022-06-21",303.670013,311.179993,299.670013,300.299988,633000,300.299988
"2022-06-22",290.589996,313.100006,290.589996,309.440002,365200,309.440002
"2022-06-23",309.070007,332.109985,308.549988,327.720001,591300,327.720001
"2022-06-24",324.230011,333.170013,321.549988,326.01001,676300,326.01001
"2022-06-27",332.98999,333.98999,320.160004,324.809998,341400,324.809998
"2022-06-28",319.480011,327.350006,308.880005,311.51001,477700,311.51001
"2022-06-29",306.76001,308.380005,299.420013,307.369995,502800,307.369995
