"","CRL.Open","CRL.High","CRL.Low","CRL.Close","CRL.Volume","CRL.Adjusted"
"2022-01-20",339.75,345.320007,331.609985,332.100006,425700,332.100006
"2022-01-21",334.940002,335.049988,324.029999,324.660004,381300,324.660004
"2022-01-24",321.540009,330.769989,307.350006,330.089996,480600,330.089996
"2022-01-25",323.179993,323.920013,315.130005,317.850006,444500,317.850006
"2022-01-26",322.420013,324.359985,308.5,310.880005,444500,310.880005
"2022-01-27",315.589996,319.440002,312.079987,312.23999,443400,312.23999
"2022-01-28",312.829987,321.959991,308.119995,321.730011,281000,321.730011
"2022-01-31",322.899994,329.98999,322.869995,329.76001,402200,329.76001
"2022-02-01",331.98999,337.019989,327.329987,335.48999,300200,335.48999
"2022-02-02",336.049988,346.790009,334.179993,343.079987,463500,343.079987
"2022-02-03",337.200012,342.48999,335.450012,337.049988,308700,337.049988
"2022-02-04",335,338,330.549988,335.649994,368200,335.649994
"2022-02-07",336.480011,340.700012,333.709991,334.769989,228800,334.769989
"2022-02-08",331.399994,341.820007,331.399994,337.049988,417000,337.049988
"2022-02-09",342.48999,349.839996,342.48999,346.959991,272700,346.959991
"2022-02-10",338.869995,348.5,336.660004,339.600006,265900,339.600006
"2022-02-11",337.940002,344.51001,329.690002,330.959991,374200,330.959991
"2022-02-14",329.25,331.299988,324.619995,327.440002,458000,327.440002
"2022-02-15",333.179993,334.630005,307.679993,312.630005,1288000,312.630005
"2022-02-16",294,308.130005,286.970001,305.279999,1286600,305.279999
"2022-02-17",306,306.540009,289.019989,291.630005,947700,291.630005
"2022-02-18",293.320007,299.920013,290.130005,293.609985,654500,293.609985
"2022-02-22",291.049988,293.339996,285.369995,289.579987,671900,289.579987
"2022-02-23",292.75,296.130005,283.179993,283.570007,1030700,283.570007
"2022-02-24",277.119995,291.940002,276.329987,290.029999,602400,290.029999
"2022-02-25",287.529999,296.160004,286.040009,296.160004,486900,296.160004
"2022-02-28",293.160004,293.929993,285.329987,291.160004,640700,291.160004
"2022-03-01",288.829987,292.75,282.459991,284.440002,542000,284.440002
"2022-03-02",286.049988,289.820007,283.779999,286.98999,693800,286.98999
"2022-03-03",290.25,290.25,281.049988,284.149994,531800,284.149994
"2022-03-04",283.049988,285.51001,274.880005,278,549200,278
"2022-03-07",280.959991,280.959991,261.820007,266.470001,812400,266.470001
"2022-03-08",266.649994,266.649994,251.300003,256.660004,841900,256.660004
"2022-03-09",265.350006,271.609985,263.269989,268.48999,672000,268.48999
"2022-03-10",262.630005,267.929993,259.279999,266.570007,411300,266.570007
"2022-03-11",270.309998,270.850006,259.329987,259.540009,644200,259.540009
"2022-03-14",261.200012,268.049988,255.339996,255.509995,457300,255.509995
"2022-03-15",257.579987,260.149994,253.809998,259.230011,599900,259.230011
"2022-03-16",262.850006,271.51001,260.01001,270.769989,477200,270.769989
"2022-03-17",269.549988,281.859985,269.309998,281.700012,548100,281.700012
"2022-03-18",280.850006,291.600006,279.679993,286.769989,739700,286.769989
"2022-03-21",284.579987,289.059998,283.01001,286.609985,340900,286.609985
"2022-03-22",286.350006,297.48999,285.98999,295.380005,620200,295.380005
"2022-03-23",292.51001,292.51001,277.630005,278.709991,406900,278.709991
"2022-03-24",280.170013,281.790009,275.670013,281.049988,279500,281.049988
"2022-03-25",282.769989,283.059998,273,279.100006,342200,279.100006
"2022-03-28",278.649994,282.700012,276.420013,282.679993,340200,282.679993
"2022-03-29",287.589996,292.809998,287.589996,290.950012,363700,290.950012
"2022-03-30",290.019989,292.25,288.170013,289.859985,360500,289.859985
"2022-03-31",289.480011,292.26001,283.929993,283.970001,375600,283.970001
"2022-04-01",286.119995,291.019989,283.970001,288.660004,305600,288.660004
"2022-04-04",288.589996,291.209991,286,287.269989,293600,287.269989
"2022-04-05",288.269989,291.329987,283.589996,288.660004,684000,288.660004
"2022-04-06",287.160004,287.160004,276.940002,286.019989,462800,286.019989
"2022-04-07",286.51001,303.829987,284.480011,302.019989,647400,302.019989
"2022-04-08",299.950012,308.149994,298.769989,302.399994,567400,302.399994
"2022-04-11",302.390015,302.390015,288.839996,290.670013,448400,290.670013
"2022-04-12",296.570007,296.570007,283.480011,286.649994,498800,286.649994
"2022-04-13",286.059998,291.75,284.769989,289.820007,299700,289.820007
"2022-04-14",289.820007,290.190002,281.589996,284.630005,389200,284.630005
"2022-04-18",283.76001,284.880005,275.48999,277.230011,412700,277.230011
"2022-04-19",277.640015,290.190002,277.230011,288.549988,526800,288.549988
"2022-04-20",290.75,297.929993,286.450012,296.850006,412000,296.850006
"2022-04-21",299.380005,301.100006,291.070007,292,588100,292
"2022-04-22",288.829987,288.829987,272.549988,273.029999,394300,273.029999
"2022-04-25",257.049988,259.649994,249.690002,253.339996,909200,253.339996
"2022-04-26",249.809998,253.369995,230.619995,231.669998,1170000,231.669998
"2022-04-27",234.289993,241.660004,232.449997,238.949997,950200,238.949997
"2022-04-28",235,245.910004,234.610001,242.169998,819600,242.169998
"2022-04-29",242.220001,252.059998,240.539993,241.509995,640500,241.509995
"2022-05-02",239.759995,245.910004,234.800003,245.880005,836200,245.880005
"2022-05-03",246.229996,254.490005,245.490005,251.190002,1066500,251.190002
"2022-05-04",265,265,240.270004,257.51001,1065100,257.51001
"2022-05-05",257.470001,257.5,245.350006,248.190002,755000,248.190002
"2022-05-06",247.380005,247.910004,239.630005,241.960007,606700,241.960007
"2022-05-09",238.619995,240.119995,227.289993,228.850006,783100,228.850006
"2022-05-10",234.119995,236.619995,225.25,229.25,608300,229.25
"2022-05-11",227.710007,231.220001,221.539993,222.309998,734400,222.309998
"2022-05-12",219.479996,229.5,217.199997,226.710007,704400,226.710007
"2022-05-13",232.25,239.589996,232.009995,235.809998,470200,235.809998
"2022-05-16",233.240005,237.270004,229.949997,231.199997,288300,231.199997
"2022-05-17",237.699997,239.800003,231,236.210007,354600,236.210007
"2022-05-18",231.529999,234.389999,223.960007,225.020004,439900,225.020004
"2022-05-19",224.320007,234.839996,223.919998,231.770004,412100,231.770004
"2022-05-20",234.149994,236.059998,226.080002,232.639999,368500,232.639999
"2022-05-23",234.490005,234.490005,225.929993,231.240005,503800,231.240005
"2022-05-24",229.589996,230.990005,221.119995,223.350006,468100,223.350006
"2022-05-25",221.899994,225.389999,219.179993,223.479996,403900,223.479996
"2022-05-26",225.5,231.270004,224.160004,230.210007,411300,230.210007
"2022-05-27",232.619995,244.440002,231.690002,244.410004,447900,244.410004
"2022-05-31",242.770004,242.770004,231.509995,234.080002,496500,234.080002
"2022-06-01",235.210007,237.910004,224.169998,229.690002,297300,229.690002
"2022-06-02",229.960007,245.350006,227.809998,245.25,475100,245.25
"2022-06-03",240.639999,245.199997,239.089996,242.979996,732100,242.979996
"2022-06-06",246.630005,247.649994,242.399994,245.020004,291600,245.020004
"2022-06-07",243.139999,248.020004,242.710007,247.210007,342500,247.210007
"2022-06-08",231.800003,239.910004,228.919998,236.899994,999000,236.899994
"2022-06-09",234.630005,235.649994,225.410004,225.710007,650100,225.710007
"2022-06-10",221.820007,221.820007,214.669998,219.5,549100,219.5
"2022-06-13",211.539993,213.479996,208.729996,210.679993,726100,210.679993
"2022-06-14",210.690002,211.389999,203.369995,209.5,570100,209.5
"2022-06-15",214.770004,217.119995,208.330002,212.889999,489500,212.889999
"2022-06-16",208.339996,208.369995,203.440002,205.110001,398500,205.110001
"2022-06-17",206.509995,210.809998,204.050003,204.130005,782200,204.130005
"2022-06-21",207.630005,210.169998,206.039993,208.580002,422100,208.580002
"2022-06-22",206.279999,211.710007,205.979996,209.820007,300200,209.820007
"2022-06-23",210,222.479996,210,220.580002,451900,220.580002
"2022-06-24",222.75,226.429993,220.229996,226.320007,497100,226.320007
"2022-06-27",226.839996,227.589996,223.570007,225.490005,355400,225.490005
"2022-06-28",225.860001,226.889999,217.289993,217.5,320300,217.5
"2022-06-29",217.5,219.960007,213.369995,219.460007,381200,219.460007
