"","CCI.Open","CCI.High","CCI.Low","CCI.Close","CCI.Volume","CCI.Adjusted"
"2022-01-07",192.690002,197.229996,191.259995,194.729996,2260900,191.371948
"2022-01-10",192.610001,192.610001,188.110001,190.669998,1937300,187.381958
"2022-01-11",190.949997,190.949997,185.979996,187.589996,2446600,184.355072
"2022-01-12",187.419998,190.759995,187,189.419998,2051800,186.153519
"2022-01-13",189.520004,190.179993,186.779999,187.380005,1614900,184.148712
"2022-01-14",186.949997,187.309998,181.809998,184.149994,1639100,180.974396
"2022-01-18",182,184.770004,181.289993,184,1682700,180.826981
"2022-01-19",184.820007,186.800003,183.149994,183.190002,1981200,180.030945
"2022-01-20",183.440002,186.309998,181.320007,181.649994,1440700,178.517502
"2022-01-21",183,185.020004,181.339996,182.25,1413100,179.107162
"2022-01-24",181.399994,184.130005,177.800003,183.610001,2102100,180.443695
"2022-01-25",181.630005,183.869995,179.779999,182.179993,1459800,179.038361
"2022-01-26",183.300003,184.419998,175.809998,176.899994,2469000,173.849411
"2022-01-27",177.5,178,170.080002,171.570007,2298700,168.611343
"2022-01-28",175.020004,180.779999,172.070007,180.679993,1934700,177.564224
"2022-01-31",179.699997,182.740005,178.75,182.509995,2076200,179.362671
"2022-02-01",181.960007,182.850006,178.610001,180.570007,1460400,177.456131
"2022-02-02",181.490005,184.630005,181.089996,184,1649300,180.826981
"2022-02-03",182.800003,183.630005,181.389999,181.679993,990100,178.546982
"2022-02-04",179.610001,182.75,178.5,180.300003,1095100,177.190796
"2022-02-07",180.539993,182.520004,180.039993,180.889999,1098700,177.770615
"2022-02-08",180.779999,181.259995,177.25,177.490005,1840600,174.429245
"2022-02-09",179.279999,181.110001,178.570007,179.639999,2814900,176.54216
"2022-02-10",177.100006,178.880005,172.440002,173.050003,1877400,170.065826
"2022-02-11",173.240005,174.5,167.669998,168.880005,2920000,165.967728
"2022-02-14",169.339996,169.880005,166.300003,167.580002,2146100,164.69014
"2022-02-15",169.179993,169.429993,164.899994,165.600006,2536400,162.744293
"2022-02-16",165.630005,165.970001,163.350006,164.669998,2050200,161.830322
"2022-02-17",164.970001,165.119995,163.100006,163.369995,3107000,160.552734
"2022-02-18",163.350006,164.839996,161.100006,162.339996,4020700,159.540497
"2022-02-22",162.300003,164.940002,160.300003,163.149994,2584500,160.336533
"2022-02-23",163.289993,164.720001,159.880005,159.929993,1920000,157.172043
"2022-02-24",157.710007,165.570007,157.160004,165,2967200,162.154633
"2022-02-25",165.690002,167.779999,163.949997,167.580002,1676300,164.69014
"2022-02-28",166.660004,167.589996,164.559998,166.589996,3137900,163.717209
"2022-03-01",167.600006,169.350006,166.470001,168.009995,1985800,165.112717
"2022-03-02",168.300003,174.070007,168.300003,173.199997,3584700,170.213211
"2022-03-03",174.100006,176.869995,173.259995,175.839996,1846200,172.807693
"2022-03-04",174.660004,180.070007,174.529999,179.100006,1741900,176.01149
"2022-03-07",178.130005,179.110001,176.080002,176.779999,2091800,173.731491
"2022-03-08",175.809998,179.300003,173.830002,173.850006,1962300,170.85202
"2022-03-09",175.940002,177.130005,173.490005,173.960007,1238300,170.960129
"2022-03-10",172.050003,176.630005,170.410004,176.169998,1624500,173.132004
"2022-03-11",177.309998,179.199997,173.539993,173.630005,1179300,170.635818
"2022-03-14",172.75,173.880005,170.710007,172.770004,1435000,171.240417
"2022-03-15",174.559998,175.619995,171.690002,172.759995,1855800,171.230499
"2022-03-16",173.75,175,170.210007,173.399994,1866400,171.864822
"2022-03-17",173.399994,177.139999,173.399994,176.919998,1411500,175.353668
"2022-03-18",179.850006,180,174.630005,174.880005,3674600,173.331741
"2022-03-21",174.570007,176.610001,174.080002,175.100006,2036900,173.549789
"2022-03-22",175.089996,175.949997,173.479996,174.020004,1707100,172.479355
"2022-03-23",173.669998,175.270004,171.619995,173.419998,1206000,171.884659
"2022-03-24",172.979996,175.419998,172.139999,175.309998,1568700,173.757919
"2022-03-25",176.449997,177.860001,174.789993,177.580002,1422500,176.007828
"2022-03-28",178.270004,180.860001,178.240005,180.830002,1470200,179.22905
"2022-03-29",181.639999,184.070007,181.639999,183.869995,1441500,182.242142
"2022-03-30",182.940002,184.690002,181.880005,184.559998,1595700,182.926025
"2022-03-31",185,187.669998,184.470001,184.600006,2602500,182.965683
"2022-04-01",185.050003,189.169998,182.929993,189.039993,1292800,187.366364
"2022-04-04",189.029999,189.990005,187.339996,189.089996,1216000,187.415924
"2022-04-05",188.899994,194.940002,188.410004,193.110001,2250300,191.40033
"2022-04-06",192.710007,198.639999,192.419998,197.570007,2160700,195.820862
"2022-04-07",196.679993,198.5,195.550003,196.520004,2119200,194.780151
"2022-04-08",196.490005,198.800003,195.509995,198.020004,1258200,196.266876
"2022-04-11",197.880005,199.720001,195.440002,196.059998,1562200,194.324219
"2022-04-12",194.809998,195.800003,192.940002,194.089996,1240800,192.371658
"2022-04-13",193.970001,194.240005,191.490005,193.460007,1097500,191.747238
"2022-04-14",193.789993,194.039993,192.300003,192.679993,1099700,190.974136
"2022-04-18",192.470001,193.029999,189.929993,190.949997,1120100,189.25946
"2022-04-19",191.779999,194.589996,191.320007,193.869995,1361800,192.15361
"2022-04-20",194.110001,198.589996,193.550003,197.929993,1440700,196.177658
"2022-04-21",199.110001,199.970001,196.389999,196.399994,1308400,194.661209
"2022-04-22",196.759995,196.759995,193.600006,194.139999,1840700,192.421219
"2022-04-25",194.880005,195,190.5,192.869995,1381300,191.16246
"2022-04-26",192.940002,194.380005,188.100006,188.619995,1915500,186.950089
"2022-04-27",188.800003,191.639999,187.399994,188.740005,1443200,187.069031
"2022-04-28",188.970001,192.309998,186.520004,192.070007,1603400,190.369553
"2022-04-29",191.330002,191.330002,184.860001,185.210007,1827700,183.570282
"2022-05-02",186.460007,186.740005,177.589996,180.820007,1612600,179.219147
"2022-05-03",182.020004,185.740005,180.949997,183.710007,1347900,182.083557
"2022-05-04",184.029999,185.25,181.119995,184.440002,1936200,182.807098
"2022-05-05",183.830002,184.970001,179.889999,181.589996,1393400,179.982315
"2022-05-06",180.190002,182.770004,179.110001,182.600006,1876900,180.983383
"2022-05-09",181.369995,181.470001,174.740005,175.380005,1934600,173.827316
"2022-05-10",176.850006,177.729996,169.050003,170.289993,1747000,168.782364
"2022-05-11",170.860001,173.380005,170.419998,170.699997,1593200,169.188736
"2022-05-12",170.789993,172.660004,169.279999,172.050003,1439800,170.526794
"2022-05-13",173.809998,176.539993,172.080002,176.490005,1855000,174.92749
"2022-05-16",176.119995,177.669998,175.100006,175.690002,1690600,174.134567
"2022-05-17",177.089996,177.289993,173.360001,176.800003,1675600,175.234741
"2022-05-18",176.960007,177.520004,174.75,175.460007,1634200,173.906601
"2022-05-19",174.600006,179.529999,174.160004,178.380005,1751300,176.800751
"2022-05-20",179.899994,182.940002,178.320007,182.199997,1501800,180.586929
"2022-05-23",183.940002,185.679993,182.130005,185.210007,1384500,183.570282
"2022-05-24",185.100006,192.160004,184.070007,191.610001,1447400,189.91362
"2022-05-25",189.050003,191.490005,187.050003,190.179993,1606100,188.496262
"2022-05-26",191,191.809998,186.410004,187.529999,1106600,185.869736
"2022-05-27",188.639999,193.949997,187.270004,193.389999,1326000,191.677856
"2022-05-31",190.389999,191.589996,188.089996,189.649994,2354900,187.970963
"2022-06-01",190.059998,190.059998,186.660004,188.089996,1056000,186.424774
"2022-06-02",184.309998,187.259995,176.119995,187.210007,2695500,185.552582
"2022-06-03",185.699997,186.589996,182.770004,183.039993,1775700,181.419479
"2022-06-06",184.309998,186.100006,182.789993,184.779999,1295600,183.144089
"2022-06-07",183.899994,186.050003,180.75,185.960007,2158500,184.313644
"2022-06-08",183.759995,187.729996,183.690002,184.449997,1274900,182.817001
"2022-06-09",183.5,185.830002,179.369995,179.630005,1381400,178.039688
"2022-06-10",177.080002,177.610001,172.520004,172.649994,1879100,171.121475
"2022-06-13",169.160004,171.699997,165.25,166.039993,1733800,164.569992
"2022-06-14",164.5,165.110001,157.190002,157.919998,3224600,157.919998
"2022-06-15",160.350006,163.100006,157.800003,160.25,2949700,160.25
"2022-06-16",156.580002,158.160004,153.699997,154.990005,2080700,154.990005
"2022-06-17",156.720001,158.990005,155.130005,156.149994,3134600,156.149994
"2022-06-21",157.009995,162.779999,157,161.960007,2265300,161.960007
"2022-06-22",161.330002,171.5,161.009995,168.070007,2495800,168.070007
"2022-06-23",168.839996,172.479996,168.419998,171.580002,1608100,171.580002
"2022-06-24",172.800003,175.669998,169.350006,174.990005,2245100,174.990005
"2022-06-27",174.529999,176.380005,172.949997,173.460007,1412700,173.460007
"2022-06-28",174.009995,174.149994,167.869995,168.589996,1976600,168.589996
"2022-06-29",165.660004,168.199997,163.110001,167.309998,1988000,167.309998
