"","MPC.Open","MPC.High","MPC.Low","MPC.Close","MPC.Volume","MPC.Adjusted"
"2022-01-12",73,73.860001,72.370003,73.080002,6861800,72.108391
"2022-01-13",73.339996,74.139999,72.860001,73.120003,5486500,72.147865
"2022-01-14",73,74.769997,72.940002,74.739998,7237100,73.746323
"2022-01-18",74.970001,75.879997,73.5,74.550003,7808700,73.558846
"2022-01-19",75.269997,75.650002,73.220001,73.349998,6582800,72.374802
"2022-01-20",72.639999,74.25,71.809998,71.989998,7200600,71.032883
"2022-01-21",71.449997,71.629997,69.839996,70.699997,10194200,69.760033
"2022-01-24",69.050003,70.720001,67.489998,70.389999,9624700,69.454147
"2022-01-25",69.900002,71.849998,68.739998,71.5,10674200,70.549393
"2022-01-26",72.389999,73.199997,70.419998,70.980003,7942800,70.036316
"2022-01-27",72.629997,73.290001,70.540001,71.900002,9207900,70.944077
"2022-01-28",71.800003,72.540001,70.120003,71.800003,7761300,70.845406
"2022-01-31",71.459999,71.93,70.330002,71.75,6729400,70.796066
"2022-02-01",71.07,74.209999,70.779999,74.019997,7660300,73.035889
"2022-02-02",76.290001,78.779999,76.050003,78.5,12585400,77.456329
"2022-02-03",78.580002,78.900002,76.629997,76.970001,7069300,75.946671
"2022-02-04",77.620003,78.940002,77.309998,78.190002,6173200,77.150452
"2022-02-07",78.169998,80.559998,77.769997,79.830002,7263900,78.768654
"2022-02-08",79.949997,80.459999,78.410004,79.290001,7949500,78.235825
"2022-02-09",79.269997,80.779999,79.269997,79.790001,5570300,78.729179
"2022-02-10",79.629997,81.309998,79.279999,79.739998,6398100,78.67984
"2022-02-11",80.209999,81.389999,79.690002,81.190002,6516900,80.110565
"2022-02-14",80.860001,81.099998,78.540001,79.160004,6547200,78.107559
"2022-02-15",77.300003,79.120003,76.910004,78.410004,4311500,77.938583
"2022-02-16",79.150002,80.279999,77.650002,78.059998,5735100,77.590683
"2022-02-17",77.830002,78.32,76.68,76.959999,7034800,76.497299
"2022-02-18",76.220001,77.699997,76.18,77.019997,4845200,76.556931
"2022-02-22",78.459999,78.599998,74.800003,75.629997,4872000,75.175293
"2022-02-23",76.269997,76.93,75.470001,75.720001,5763700,75.264755
"2022-02-24",76.059998,76.410004,72.75,74.459999,7497700,74.012329
"2022-02-25",75.220001,77.029999,74.959999,76.540001,5275800,76.079819
"2022-02-28",75.610001,77.900002,75.410004,77.870003,8031300,77.401825
"2022-03-01",78.550003,79.279999,74.400002,75.010002,6502300,74.559021
"2022-03-02",76.18,77.75,74.32,76.989998,8013300,76.527115
"2022-03-03",76.870003,78.459999,76.650002,77.370003,5694500,76.904831
"2022-03-04",76.360001,77.769997,76.160004,77.730003,6663600,77.262672
"2022-03-07",77.769997,78.690002,73.349998,74.540001,9396700,74.09185
"2022-03-08",76.610001,78.330002,75.150002,76.220001,10534200,75.761749
"2022-03-09",74.800003,77.279999,73.5,75.43,8088700,74.976494
"2022-03-10",76.040001,78.25,75.360001,77.93,7368900,77.461464
"2022-03-11",77.360001,79.93,77.360001,78.510002,8530000,78.037979
"2022-03-14",77.690002,78.699997,75.510002,76.660004,7896700,76.199104
"2022-03-15",75.099998,75.32,73.18,74.400002,7873000,73.95269
"2022-03-16",75.160004,76,74.239998,74.860001,6809700,74.40992
"2022-03-17",75.75,77.25,75.580002,77.150002,7091300,76.686157
"2022-03-18",77.110001,78.400002,76.059998,78.32,17588400,77.849121
"2022-03-21",79.800003,80.220001,79.169998,79.980003,6260900,79.499146
"2022-03-22",79.940002,80.25,78.269997,79.25,5131300,78.773529
"2022-03-23",80.07,80.949997,79.690002,80.459999,4641200,79.97625
"2022-03-24",80.989998,81.75,80.389999,81.389999,4246900,80.900665
"2022-03-25",81,82.410004,80.760002,82.230003,5186500,81.735619
"2022-03-28",81.029999,82.440002,80.739998,81.970001,4447900,81.477173
"2022-03-29",80.660004,83.150002,80.489998,83.139999,4203800,82.640137
"2022-03-30",84.18,85.5,83.709999,85.349998,5880400,84.836853
"2022-03-31",84.589996,87.099998,84.199997,85.5,7041200,84.985954
"2022-04-01",85.279999,86.269997,84.269997,84.809998,7411800,84.300095
"2022-04-04",85.010002,85.980003,84.449997,85.07,3801300,84.55854
"2022-04-05",85.510002,86.440002,84.639999,84.709999,3789100,84.200699
"2022-04-06",85.349998,85.940002,84.029999,85.57,4564400,85.055527
"2022-04-07",85.970001,86.370003,83.949997,85.849998,4205600,85.333847
"2022-04-08",86.519997,87.669998,85.75,86.900002,5088800,86.377533
"2022-04-11",86.220001,86.339996,84.730003,84.879997,4464700,84.369675
"2022-04-12",86.410004,87.519997,85.550003,85.800003,4236100,85.284149
"2022-04-13",86.669998,87.639999,85.760002,87.589996,3342100,87.063385
"2022-04-14",87.440002,88.32,87,87.199997,4080500,86.675728
"2022-04-18",88.440002,90.610001,88.029999,90.110001,5281300,89.568237
"2022-04-19",89.699997,91.209999,89.389999,90.440002,3868900,89.896255
"2022-04-20",90.75,91.879997,90.540001,90.980003,4809000,90.433006
"2022-04-21",92,93.160004,88.68,88.739998,5588200,88.206467
"2022-04-22",88.419998,89.580002,87,87.080002,4052200,86.556458
"2022-04-25",84.68,84.989998,81.57,84.260002,4915600,83.75341
"2022-04-26",84.849998,86.959999,84.239998,85.470001,5208400,84.956131
"2022-04-27",85.849998,88.040001,84.419998,87.25,5219900,86.725433
"2022-04-28",87.849998,90.230003,86.669998,89.690002,5157900,89.150764
"2022-04-29",89.830002,90.540001,87.190002,87.260002,5081900,86.735374
"2022-05-02",87.440002,89.339996,86.449997,89.120003,5088200,88.58419
"2022-05-03",88.650002,93.209999,87.449997,92.650002,5831600,92.092964
"2022-05-04",94.059998,96.550003,92.940002,96.349998,5416300,95.770714
"2022-05-05",96.379997,96.900002,92.209999,94.099998,5020700,93.534248
"2022-05-06",95.25,96,92.040001,95.919998,4572200,95.3433
"2022-05-09",93.599998,94.529999,90.650002,90.860001,6756700,90.313728
"2022-05-10",91.949997,94.769997,89.809998,91.720001,6186400,91.168556
"2022-05-11",93.160004,95.599998,91.580002,91.959999,6411000,91.407112
"2022-05-12",92.370003,93.230003,90.589996,92.739998,6985500,92.182419
"2022-05-13",94.330002,96.720001,94.269997,95.879997,5834900,95.303543
"2022-05-16",95.099998,97.93,95.099998,96.470001,5703500,95.889999
"2022-05-17",97.830002,98.290001,95.669998,97.550003,5576300,97.550003
"2022-05-18",97.980003,98.199997,94.519997,96.209999,6277700,96.209999
"2022-05-19",94.25,97.730003,94.019997,95.760002,7399700,95.760002
"2022-05-20",96.480003,97.459999,94.489998,96.559998,5892900,96.559998
"2022-05-23",97.629997,98.949997,96.139999,96.910004,5440200,96.910004
"2022-05-24",95.889999,97.839996,95.209999,97.300003,3941300,97.300003
"2022-05-25",97.269997,100.080002,97.099998,99.019997,5486200,99.019997
"2022-05-26",99.769997,100.360001,98.760002,99.480003,4520600,99.480003
"2022-05-27",99.690002,102.550003,99.589996,102.099998,5987400,102.099998
"2022-05-31",102.910004,104.610001,101.43,101.790001,11267100,101.790001
"2022-06-01",102.860001,104.610001,101.660004,103.910004,5366600,103.910004
"2022-06-02",103.199997,104.629997,102.68,104.269997,5154200,104.269997
"2022-06-03",104.419998,106.139999,104.269997,105.620003,5665000,105.620003
"2022-06-06",105.830002,110.309998,105.809998,109.389999,7557300,109.389999
"2022-06-07",108.779999,113.660004,108.769997,113.650002,7723900,113.650002
"2022-06-08",114.059998,114.349998,112.470001,112.870003,6385400,112.870003
"2022-06-09",112.519997,113.459999,111.300003,111.360001,6594400,111.360001
"2022-06-10",109.269997,110.889999,106.970001,108.339996,7420300,108.339996
"2022-06-13",104.730003,105.800003,101.290001,102.169998,8749100,102.169998
"2022-06-14",104.699997,106.75,101.209999,102.669998,8432800,102.669998
"2022-06-15",102.980003,103.279999,96.839996,98.900002,13175800,98.900002
"2022-06-16",96.540001,97.57,91.209999,91.980003,14308200,91.980003
"2022-06-17",91.739998,92.459999,85.629997,87.290001,26755100,87.290001
"2022-06-21",89.980003,92.860001,89.510002,91.360001,11309200,91.360001
"2022-06-22",87.629997,91.120003,87.440002,89.059998,9818400,89.059998
"2022-06-23",90.220001,90.480003,83.599998,84.629997,9130000,84.629997
"2022-06-24",85.900002,88.029999,84.550003,85.68,20112500,85.68
"2022-06-27",87.269997,88.580002,86.07,87.940002,5225400,87.940002
"2022-06-28",89.519997,91.349998,87.629997,88.690002,5305600,88.690002
"2022-06-29",89.709999,90.300003,84.139999,84.480003,5066300,84.480003
