"","DUK.Open","DUK.High","DUK.Low","DUK.Close","DUK.Volume","DUK.Adjusted"
"2021-12-30",104.800003,105.040001,104.120003,104.790001,1690700,102.822922
"2021-12-31",104.720001,105.230003,104,104.900002,1945700,102.930855
"2022-01-03",104.910004,104.910004,103.019997,103.489998,3272700,101.547325
"2022-01-04",103.360001,104.940002,103.279999,103.410004,2558300,101.468834
"2022-01-05",103.5,104.919998,103.470001,103.639999,2446600,101.694504
"2022-01-06",103.510002,104.769997,103.330002,103.470001,3944100,101.527702
"2022-01-07",102.809998,104.970001,102.260002,104.5,2990100,102.538361
"2022-01-10",104.650002,105.32,104.07,104.559998,2683500,102.597237
"2022-01-11",104.580002,104.699997,102.529999,103.230003,2937300,101.292206
"2022-01-12",102.68,103.82,102.199997,103.620003,2226300,101.674889
"2022-01-13",103.540001,104.5,103.199997,104.150002,2591200,102.194931
"2022-01-14",104.440002,104.68,103.269997,104.040001,3425900,102.087006
"2022-01-18",103.330002,103.75,101.739998,101.870003,3082000,99.957741
"2022-01-19",101.879997,102.830002,101.309998,102.169998,2460800,100.252098
"2022-01-20",102.050003,103.529999,101.989998,102.309998,2426800,100.389473
"2022-01-21",103.019997,104.209999,102.669998,102.980003,3453800,101.046906
"2022-01-24",103.620003,103.980003,100.25,102.580002,5654600,100.654411
"2022-01-25",101.709999,103.150002,101.559998,102.32,3336300,100.399284
"2022-01-26",102.18,103.300003,101.199997,101.949997,3111000,100.036232
"2022-01-27",102.510002,104.379997,102.470001,103.25,3384900,101.311836
"2022-01-28",103.190002,104.769997,102.800003,104.730003,2874200,102.764053
"2022-01-31",103.870003,105.239998,103.459999,105.059998,4306700,103.087845
"2022-02-01",104.550003,105.080002,102.389999,103.449997,3036300,101.508072
"2022-02-02",103.349998,105.220001,103.050003,105,3391100,103.028976
"2022-02-03",105.220001,105.760002,104.699997,105.43,2238900,103.450905
"2022-02-04",104.559998,105.339996,103.629997,104.25,2217100,102.29306
"2022-02-07",104.139999,104.82,103.349998,104.339996,3046600,102.381363
"2022-02-08",105.269997,105.360001,104.059998,104.410004,2298800,102.450058
"2022-02-09",104.75,105.209999,104.220001,104.709999,2259800,102.744423
"2022-02-10",104.190002,104.330002,99.580002,99.790001,5918200,97.916779
"2022-02-11",100.099998,100.860001,99.559998,99.75,3953500,97.877533
"2022-02-14",100.550003,101.010002,98.629997,99.949997,5284400,98.073776
"2022-02-15",100.129997,101.110001,98.769997,99.300003,3149200,97.435974
"2022-02-16",99.360001,99.970001,98.900002,99.510002,2955900,97.642036
"2022-02-17",98.470001,99.160004,97.529999,98.730003,2401800,97.8452
"2022-02-18",98.360001,100.190002,98.080002,99.809998,4505500,98.915512
"2022-02-22",100,100.239998,98.57,99.449997,3304900,98.558739
"2022-02-23",99.660004,99.870003,97.599998,97.669998,4055900,96.794693
"2022-02-24",97.43,97.620003,95.480003,97.040001,4207800,96.170341
"2022-02-25",98.040001,100.339996,97.839996,100.220001,3326800,99.321846
"2022-02-28",99.209999,100.519997,98.989998,100.410004,3069400,99.510147
"2022-03-01",100.410004,101.059998,98.669998,99.830002,2448100,98.935341
"2022-03-02",99.940002,101.25,99.739998,100.790001,2334300,99.886734
"2022-03-03",101.25,103.230003,101.059998,102.639999,2607400,101.720154
"2022-03-04",102.459999,105.370003,102.400002,105.260002,3276600,104.316681
"2022-03-07",105.400002,106.989998,104.550003,106.699997,3611000,105.743767
"2022-03-08",106.760002,107.449997,105.330002,105.470001,3549800,104.524796
"2022-03-09",106.190002,106.57,105.120003,105.330002,3293200,104.386047
"2022-03-10",104.620003,106.419998,104.440002,106.190002,2038500,105.238342
"2022-03-11",106.099998,107.089996,105.949997,106.139999,2229700,105.188789
"2022-03-14",107.050003,107.699997,105.739998,106.300003,2562900,105.347359
"2022-03-15",107.339996,107.379997,106.129997,106.690002,2113300,105.733864
"2022-03-16",107.019997,107.019997,104.169998,105.970001,2636500,105.020317
"2022-03-17",106,107.540001,105.290001,106.5,2675000,105.545563
"2022-03-18",106.300003,106.919998,104.57,105.050003,4859200,104.108559
"2022-03-21",105.32,106.870003,105.279999,106.160004,1987500,105.208611
"2022-03-22",106.769997,106.949997,104.860001,106.190002,2574900,105.238342
"2022-03-23",106.68,107.510002,105.919998,106.830002,2617400,105.872604
"2022-03-24",106.57,108.080002,106.400002,107.470001,2196500,106.506874
"2022-03-25",107.800003,109.360001,107.529999,109.129997,1703600,108.151993
"2022-03-28",109,110.040001,108.25,110.040001,2470300,109.053841
"2022-03-29",110.129997,110.989998,109.620003,110.970001,2461600,109.975502
"2022-03-30",111,111.5,110.400002,111.480003,1979300,110.480934
"2022-03-31",111.379997,112.550003,111.199997,111.660004,3280100,110.659325
"2022-04-01",111.699997,112.900002,110.550003,112.82,2302500,111.808922
"2022-04-04",112.099998,112.25,110.410004,111.790001,2265700,110.788155
"2022-04-05",112,114.139999,111.980003,112.519997,2489200,111.511612
"2022-04-06",113.110001,115.260002,112.489998,115.150002,3413200,114.118042
"2022-04-07",114.989998,115.220001,113.449997,114.860001,2785900,113.830643
"2022-04-08",115.389999,115.790001,114.169998,115.349998,1678100,114.316246
"2022-04-11",115.459999,115.959999,113.790001,114.230003,2574200,113.206291
"2022-04-12",114.029999,115.730003,113.269997,115.419998,2509800,114.38562
"2022-04-13",115.510002,115.900002,114.400002,115.110001,2092300,114.0784
"2022-04-14",115.190002,115.519997,114.480003,114.849998,2719300,113.820732
"2022-04-18",115.279999,115.82,113.589996,114.239998,1962500,113.216194
"2022-04-19",114.370003,114.699997,113.769997,114.470001,2018100,113.444138
"2022-04-20",115.489998,115.870003,115.169998,115.43,2152900,114.395531
"2022-04-21",115.150002,116.330002,114.669998,115.279999,1865900,114.24688
"2022-04-22",115.169998,115.449997,114.139999,114.279999,3185600,113.255836
"2022-04-25",114.82,115.029999,112.040001,113.769997,3743600,112.750404
"2022-04-26",113.809998,115.830002,113.349998,113.5,3937200,112.482826
"2022-04-27",113.559998,114.889999,112.209999,113.089996,2483900,112.0765
"2022-04-28",113.57,114.699997,112.599998,113.800003,2734100,112.780144
"2022-04-29",113.419998,113.510002,109.779999,110.160004,5424000,109.172768
"2022-05-02",110.669998,111.089996,107.470001,108.699997,3831700,107.725845
"2022-05-03",109.349998,110.400002,108.190002,108.360001,2428400,107.388893
"2022-05-04",108.199997,110.779999,107.93,110.510002,2561400,109.51963
"2022-05-05",110.019997,110.970001,109.080002,110.050003,2200100,109.063751
"2022-05-06",109.790001,111.970001,109.330002,111.32,2723500,110.322365
"2022-05-09",109.639999,112.120003,108.5,110.800003,3663300,109.80703
"2022-05-10",110.589996,112.199997,108.040001,108.910004,3372200,107.933968
"2022-05-11",109.120003,111.660004,108.839996,109.910004,3082800,108.925003
"2022-05-12",108.790001,109.309998,107.400002,108.849998,3429200,108.849998
"2022-05-13",109.389999,109.669998,107.709999,109.300003,3251300,109.300003
"2022-05-16",109.650002,110.879997,109.43,110.029999,2408000,110.029999
"2022-05-17",109.43,110,107.129997,109.349998,4076100,109.349998
"2022-05-18",109.82,110.559998,108.580002,108.900002,4006100,108.900002
"2022-05-19",108.669998,109.449997,107.230003,108.949997,3687600,108.949997
"2022-05-20",108.839996,110.010002,108.190002,109.830002,3375100,109.830002
"2022-05-23",110.650002,111.900002,109.809998,110.809998,2577300,110.809998
"2022-05-24",111.309998,113.330002,110.720001,112.980003,3009200,112.980003
"2022-05-25",113.199997,113.419998,111.699997,112.389999,2771900,112.389999
"2022-05-26",113.07,113.790001,112.599998,113.230003,2717600,113.230003
"2022-05-27",112.889999,114.5,112.580002,114.400002,2628900,114.400002
"2022-05-31",113.169998,113.540001,112.099998,112.519997,5037700,112.519997
"2022-06-01",112.550003,112.730003,110.959999,111.669998,2552100,111.669998
"2022-06-02",112.099998,112.360001,109.919998,111.790001,2712800,111.790001
"2022-06-03",111.480003,112.099998,110.970001,111.160004,1547800,111.160004
"2022-06-06",111.510002,112.080002,110.93,111.110001,1483200,111.110001
"2022-06-07",110.949997,112.410004,110.260002,112.339996,2113300,112.339996
"2022-06-08",111.959999,112.07,110.269997,110.489998,1810700,110.489998
"2022-06-09",110.43,111.029999,107.589996,107.730003,2379400,107.730003
"2022-06-10",106.910004,108.690002,105.949997,107.769997,3342600,107.769997
"2022-06-13",106.779999,107,102.93,103.43,2752200,103.43
"2022-06-14",103.709999,104.239998,99.660004,100.940002,3899500,100.940002
"2022-06-15",102.010002,102.120003,99.059998,100.18,4039500,100.18
"2022-06-16",99.029999,99.830002,97.860001,99.540001,4134000,99.540001
"2022-06-17",99.239998,99.959999,96.870003,97.82,5533000,97.82
"2022-06-21",97.940002,99.5,97.620003,99.209999,2877800,99.209999
"2022-06-22",98.919998,101,98.690002,100.160004,2909900,100.160004
"2022-06-23",100.669998,103.650002,100.550003,103.410004,3724300,103.410004
"2022-06-24",103.669998,104.800003,103.300003,104.529999,2953800,104.529999
"2022-06-27",104.029999,105.370003,103.730003,105.199997,1725000,105.199997
"2022-06-28",105.760002,106.830002,105.360001,105.699997,2215700,105.699997
"2022-06-29",105.730003,106.32,105.309998,106.010002,1767300,106.010002
