"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2021-12-09",174.910004,176.75,173.919998,174.559998,108923700,174.082108
"2021-12-10",175.210007,179.630005,174.690002,179.449997,115402700,178.958725
"2021-12-13",181.119995,182.130005,175.529999,175.740005,153237000,175.258881
"2021-12-14",175.25,177.740005,172.210007,174.330002,139380400,173.852753
"2021-12-15",175.110001,179.5,172.309998,179.300003,131063300,178.809143
"2021-12-16",179.279999,181.139999,170.75,172.259995,150185800,171.788406
"2021-12-17",169.929993,173.470001,169.690002,171.139999,195432700,170.671478
"2021-12-20",168.279999,170.580002,167.460007,169.75,107499100,169.285278
"2021-12-21",171.559998,173.199997,169.119995,172.990005,91185900,172.516403
"2021-12-22",173.039993,175.860001,172.149994,175.639999,92135300,175.159149
"2021-12-23",175.850006,176.850006,175.270004,176.279999,68356600,175.797409
"2021-12-27",177.089996,180.419998,177.070007,180.330002,74919600,179.836319
"2021-12-28",180.160004,181.330002,178.529999,179.289993,79144300,178.799149
"2021-12-29",179.330002,180.630005,178.139999,179.380005,62348900,178.888916
"2021-12-30",179.470001,180.570007,178.089996,178.199997,59773000,177.712143
"2021-12-31",178.089996,179.229996,177.259995,177.570007,64062300,177.083878
"2022-01-03",177.830002,182.880005,177.710007,182.009995,104487900,181.511703
"2022-01-04",182.630005,182.940002,179.119995,179.699997,99310400,179.208038
"2022-01-05",179.610001,180.169998,174.639999,174.919998,94537600,174.441116
"2022-01-06",172.699997,175.300003,171.639999,172,96904000,171.529129
"2022-01-07",172.889999,174.139999,171.029999,172.169998,86709100,171.698654
"2022-01-10",169.080002,172.5,168.169998,172.190002,106765600,171.718597
"2022-01-11",172.320007,175.179993,170.820007,175.080002,76138300,174.600693
"2022-01-12",176.119995,177.179993,174.820007,175.529999,74805200,175.049454
"2022-01-13",175.779999,176.619995,171.789993,172.190002,84505800,171.718597
"2022-01-14",171.339996,173.779999,171.089996,173.070007,80440800,172.596207
"2022-01-18",171.509995,172.539993,169.410004,169.800003,90956700,169.335144
"2022-01-19",170,171.080002,165.940002,166.229996,94815000,165.774918
"2022-01-20",166.979996,169.679993,164.179993,164.509995,91420500,164.059616
"2022-01-21",164.419998,166.330002,162.300003,162.410004,122848900,161.965378
"2022-01-24",160.020004,162.300003,154.699997,161.619995,162294600,161.177521
"2022-01-25",158.979996,162.759995,157.020004,159.779999,115798400,159.342575
"2022-01-26",163.5,164.389999,157.820007,159.690002,108275300,159.252823
"2022-01-27",162.449997,163.839996,158.279999,159.220001,121954600,158.784119
"2022-01-28",165.710007,170.350006,162.800003,170.330002,179935700,169.863693
"2022-01-31",170.160004,175,169.509995,174.779999,115541600,174.301514
"2022-02-01",174.009995,174.839996,172.309998,174.610001,86213900,174.131973
"2022-02-02",174.75,175.880005,173.330002,175.839996,84914300,175.358612
"2022-02-03",174.479996,176.240005,172.119995,172.899994,89418100,172.426651
"2022-02-04",171.679993,174.100006,170.679993,172.389999,82465400,172.137085
"2022-02-07",172.860001,173.949997,170.949997,171.660004,77251200,171.408157
"2022-02-08",171.729996,175.350006,171.429993,174.830002,74829200,174.573502
"2022-02-09",176.050003,176.649994,174.899994,176.279999,71285000,176.021378
"2022-02-10",174.139999,175.479996,171.550003,172.119995,90865900,171.867477
"2022-02-11",172.330002,173.080002,168.039993,168.639999,98670700,168.392593
"2022-02-14",167.369995,169.580002,166.559998,168.880005,86185500,168.632233
"2022-02-15",170.970001,172.949997,170.25,172.789993,62527400,172.536499
"2022-02-16",171.850006,173.339996,170.050003,172.550003,61177400,172.29686
"2022-02-17",171.029999,171.910004,168.470001,168.880005,69589300,168.632233
"2022-02-18",169.820007,170.539993,166.190002,167.300003,82772700,167.05455
"2022-02-22",164.979996,166.690002,162.149994,164.320007,91162800,164.078934
"2022-02-23",165.539993,166.149994,159.75,160.070007,90009200,159.835175
"2022-02-24",152.580002,162.850006,152,162.740005,141147500,162.501251
"2022-02-25",163.839996,165.119995,160.869995,164.850006,91974200,164.608154
"2022-02-28",163.059998,165.419998,162.429993,165.119995,95056600,164.877747
"2022-03-01",164.699997,166.600006,161.970001,163.199997,83474400,162.960571
"2022-03-02",164.389999,167.360001,162.949997,166.559998,79724800,166.315643
"2022-03-03",168.470001,168.910004,165.550003,166.229996,76678400,165.986115
"2022-03-04",164.490005,165.550003,162.100006,163.169998,83737200,162.930603
"2022-03-07",163.360001,165.020004,159.039993,159.300003,96418800,159.066299
"2022-03-08",158.820007,162.880005,155.800003,157.440002,131148300,157.209015
"2022-03-09",161.479996,163.410004,159.410004,162.949997,91454900,162.710938
"2022-03-10",160.199997,160.389999,155.979996,158.520004,105342000,158.287445
"2022-03-11",158.929993,159.279999,154.5,154.729996,96970100,154.502991
"2022-03-14",151.449997,154.119995,150.100006,150.619995,108732100,150.399017
"2022-03-15",150.899994,155.570007,150.380005,155.089996,92964300,154.862457
"2022-03-16",157.050003,160,154.460007,159.589996,102300200,159.355865
"2022-03-17",158.610001,161,157.630005,160.619995,75615400,160.384354
"2022-03-18",160.509995,164.479996,159.759995,163.979996,123511700,163.739426
"2022-03-21",163.509995,166.350006,163.009995,165.380005,95811400,165.137375
"2022-03-22",165.509995,169.419998,164.910004,168.820007,81532000,168.572327
"2022-03-23",167.990005,172.639999,167.649994,170.210007,98062700,169.960297
"2022-03-24",171.059998,174.139999,170.210007,174.070007,90131400,173.814621
"2022-03-25",173.880005,175.279999,172.75,174.720001,80546200,174.463669
"2022-03-28",172.169998,175.729996,172,175.600006,90371900,175.342377
"2022-03-29",176.690002,179.009995,176.339996,178.960007,100589400,178.697449
"2022-03-30",178.550003,179.610001,176.699997,177.770004,92633200,177.509201
"2022-03-31",177.839996,178.029999,174.399994,174.610001,103049300,174.353836
"2022-04-01",174.029999,174.880005,171.940002,174.309998,78751300,174.05426
"2022-04-04",174.570007,178.490005,174.440002,178.440002,76468400,178.178207
"2022-04-05",177.5,178.300003,174.419998,175.059998,73401800,174.803162
"2022-04-06",172.360001,173.630005,170.130005,171.830002,89058800,171.577911
"2022-04-07",171.160004,173.360001,169.850006,172.139999,77594700,171.887451
"2022-04-08",171.779999,171.779999,169.199997,170.089996,76575500,169.840454
"2022-04-11",168.710007,169.029999,165.5,165.75,72246700,165.506821
"2022-04-12",168.020004,169.869995,166.639999,167.660004,79265200,167.414032
"2022-04-13",167.389999,171.039993,166.770004,170.399994,70618900,170.149994
"2022-04-14",170.619995,171.270004,165.039993,165.289993,75329400,165.047501
"2022-04-18",163.919998,166.600006,163.570007,165.070007,69023900,164.827835
"2022-04-19",165.020004,167.820007,163.910004,167.399994,67723800,167.154404
"2022-04-20",168.759995,168.880005,166.100006,167.229996,67929800,166.98465
"2022-04-21",168.910004,171.529999,165.910004,166.419998,87227800,166.175842
"2022-04-22",166.460007,167.869995,161.5,161.789993,84882400,161.552628
"2022-04-25",161.119995,163.169998,158.460007,162.880005,96046400,162.641037
"2022-04-26",162.25,162.339996,156.720001,156.800003,95623200,156.569962
"2022-04-27",155.910004,159.789993,155.380005,156.570007,88063200,156.340302
"2022-04-28",159.25,164.520004,158.929993,163.639999,130216800,163.399918
"2022-04-29",161.839996,166.199997,157.25,157.649994,131747600,157.418701
"2022-05-02",156.710007,158.229996,153.270004,157.960007,123055300,157.728256
"2022-05-03",158.149994,160.710007,156.320007,159.479996,88966500,159.246017
"2022-05-04",159.669998,166.479996,159.259995,166.020004,108256500,165.776428
"2022-05-05",163.850006,164.080002,154.949997,156.770004,130525300,156.540009
"2022-05-06",156.009995,159.440002,154.179993,157.279999,116124600,157.279999
"2022-05-09",154.929993,155.830002,151.490005,152.059998,131577900,152.059998
"2022-05-10",155.520004,156.740005,152.929993,154.509995,115366700,154.509995
"2022-05-11",153.5,155.449997,145.809998,146.5,142689800,146.5
"2022-05-12",142.770004,146.199997,138.800003,142.559998,182602000,142.559998
"2022-05-13",144.589996,148.100006,143.110001,147.110001,113990900,147.110001
"2022-05-16",145.550003,147.520004,144.179993,145.539993,86643800,145.539993
"2022-05-17",148.860001,149.770004,146.679993,149.240005,78336300,149.240005
"2022-05-18",146.850006,147.360001,139.899994,140.820007,109742900,140.820007
"2022-05-19",139.880005,141.660004,136.600006,137.350006,136095600,137.350006
"2022-05-20",139.089996,140.699997,132.610001,137.589996,137426100,137.589996
"2022-05-23",137.789993,143.259995,137.649994,143.110001,117726300,143.110001
"2022-05-24",140.809998,141.970001,137.330002,140.360001,104132700,140.360001
"2022-05-25",138.429993,141.789993,138.339996,140.520004,92482700,140.520004
"2022-05-26",137.389999,144.339996,137.139999,143.779999,90601500,143.779999
"2022-05-27",145.389999,149.679993,145.259995,149.639999,90978500,149.639999
"2022-05-31",149.070007,150.660004,146.839996,148.839996,103718400,148.839996
"2022-06-01",149.899994,151.740005,147.679993,148.710007,74286600,148.710007
"2022-06-02",147.830002,151.270004,146.860001,151.210007,72348100,151.210007
"2022-06-03",146.899994,147.970001,144.460007,145.380005,88570300,145.380005
"2022-06-06",147.029999,148.570007,144.899994,146.139999,71598400,146.139999
"2022-06-07",144.350006,149,144.100006,148.710007,67808200,148.710007
"2022-06-08",148.580002,149.869995,147.460007,147.960007,53950200,147.960007
"2022-06-09",147.080002,147.949997,142.529999,142.639999,69473000,142.639999
"2022-06-10",140.279999,140.759995,137.059998,137.130005,91437900,137.130005
"2022-06-13",132.869995,135.199997,131.440002,131.880005,122207100,131.880005
"2022-06-14",133.130005,133.889999,131.479996,132.759995,84784300,132.759995
"2022-06-15",134.289993,137.339996,132.160004,135.429993,91533000,135.429993
"2022-06-16",132.080002,132.389999,129.039993,130.059998,108123900,130.059998
"2022-06-17",130.070007,133.080002,129.809998,131.559998,134520300,131.559998
"2022-06-21",133.419998,137.059998,133.320007,135.869995,81000500,135.869995
"2022-06-22",134.789993,137.759995,133.910004,135.350006,73409200,135.350006
"2022-06-23",136.820007,138.589996,135.630005,138.270004,72433800,138.270004
"2022-06-24",139.899994,141.910004,139.770004,141.660004,89116800,141.660004
"2022-06-27",142.699997,143.490005,140.970001,141.660004,70207900,141.660004
"2022-06-28",142.130005,143.419998,137.320007,137.440002,67083400,137.440002
"2022-06-29",137.460007,140.669998,136.669998,139.229996,66242400,139.229996
