"","NDAQ.Open","NDAQ.High","NDAQ.Low","NDAQ.Close","NDAQ.Volume","NDAQ.Adjusted"
"2022-01-13",193.350006,194.169998,186.75,187.220001,1368700,185.893082
"2022-01-14",185.669998,186.690002,183.330002,186.139999,1648900,184.82074
"2022-01-18",183.470001,185.080002,182.210007,183.779999,1418900,182.477463
"2022-01-19",184.210007,185,180.889999,181.110001,1540600,179.826385
"2022-01-20",181.580002,185,179.639999,179.970001,1021100,178.694473
"2022-01-21",179.029999,180.649994,176.350006,176.919998,1407400,175.666092
"2022-01-24",174.380005,176.589996,167.5,176.330002,1720100,175.080261
"2022-01-25",173.220001,176.570007,171.649994,174.979996,1401400,173.739822
"2022-01-26",176.539993,177.179993,166.809998,169.5,1683200,168.298676
"2022-01-27",174.779999,176.229996,170.559998,172.309998,1650600,171.088745
"2022-01-28",172.309998,174.779999,169.729996,174.660004,1021900,173.422104
"2022-01-31",175.339996,179.679993,175,179.210007,1006600,177.939865
"2022-02-01",179.770004,180.75,177.940002,180.130005,898600,178.853348
"2022-02-02",180.779999,182.759995,180.570007,182.380005,821900,181.087402
"2022-02-03",180.220001,181,177.860001,178.029999,641600,176.768219
"2022-02-04",177.740005,180.860001,177.259995,178.619995,820000,177.354034
"2022-02-07",180.660004,181,178,178.589996,891600,177.324249
"2022-02-08",177.770004,178.520004,174.679993,177.860001,727300,176.599442
"2022-02-09",180.089996,182.710007,178.199997,179.649994,989100,178.376724
"2022-02-10",176.490005,180.610001,175.679993,177.179993,858000,175.92424
"2022-02-11",177.190002,177.589996,171.880005,172.369995,1101600,171.148331
"2022-02-14",172.639999,173.589996,170.75,171.929993,952600,170.711456
"2022-02-15",174.979996,176.339996,174.25,175.039993,785800,173.799408
"2022-02-16",174.470001,175.529999,173.229996,174.660004,678100,173.422104
"2022-02-17",173.869995,174.130005,171.619995,171.880005,722200,170.661804
"2022-02-18",171.820007,173.220001,170.179993,171.539993,1563800,170.324203
"2022-02-22",168.520004,171.759995,168.330002,168.970001,1060700,167.772446
"2022-02-23",170.169998,171.610001,167.619995,168.190002,875500,166.997971
"2022-02-24",161.309998,170.960007,161,170.190002,1201800,168.983795
"2022-02-25",170.860001,173.210007,170.449997,172.720001,954600,171.495865
"2022-02-28",170.619995,172.759995,169.589996,171.149994,1089000,169.936981
"2022-03-01",170.990005,172.130005,168.960007,169.990005,773600,168.785202
"2022-03-02",171.369995,173.729996,170.479996,172.070007,773900,170.850479
"2022-03-03",173.289993,173.710007,171.089996,172.479996,577600,171.257553
"2022-03-04",171.479996,171.679993,169.119995,171.529999,1139300,170.314285
"2022-03-07",171.320007,172,168.070007,168.369995,1221000,167.176682
"2022-03-08",167.259995,168.929993,162.440002,165,1582200,163.830566
"2022-03-09",168.410004,169.710007,166.550003,168.669998,891500,167.474548
"2022-03-10",166.360001,167.300003,162.580002,166.479996,879200,165.830994
"2022-03-11",168.059998,168.460007,164.820007,164.869995,706200,164.227264
"2022-03-14",166.089996,167.770004,165.220001,166.580002,1063000,165.930603
"2022-03-15",167.880005,170.039993,166.970001,169.580002,706800,168.918915
"2022-03-16",170.779999,174.100006,169.419998,173.320007,585800,172.644333
"2022-03-17",173.300003,176.149994,172.899994,176.100006,512900,175.413498
"2022-03-18",176.639999,179.919998,176.190002,179.229996,949600,178.531296
"2022-03-21",179.229996,179.460007,176.649994,177.639999,523800,176.947495
"2022-03-22",178,178.429993,175.940002,177.509995,688000,176.817993
"2022-03-23",177.149994,177.149994,174.029999,174.139999,496100,173.461136
"2022-03-24",174.669998,175.289993,173.350006,174.630005,335900,173.949234
"2022-03-25",175.309998,176.020004,174.199997,175.279999,463700,174.596695
"2022-03-28",175.029999,177.639999,175.020004,177.539993,440900,176.84787
"2022-03-29",178.740005,182.100006,178.720001,181.320007,770700,180.613159
"2022-03-30",180.960007,182.800003,180.199997,181.880005,826100,181.170975
"2022-03-31",182.600006,183.880005,177.880005,178.199997,1079200,177.50531
"2022-04-01",179.820007,182.080002,178.160004,181.919998,636800,181.2108
"2022-04-04",182.229996,183.350006,181,182.360001,874100,181.649094
"2022-04-05",181.919998,184.690002,181.720001,182.039993,842700,181.330338
"2022-04-06",180.399994,184.169998,179.570007,183.580002,883300,182.864334
"2022-04-07",182.850006,183.860001,181.630005,183,659200,182.286591
"2022-04-08",183.940002,184.470001,182.309998,183.419998,576600,182.704956
"2022-04-11",182.380005,183.229996,179.190002,182.330002,818400,181.619217
"2022-04-12",183.100006,184.289993,179.199997,180.059998,668300,179.358047
"2022-04-13",180.479996,181.800003,179,181.389999,396800,180.682877
"2022-04-14",181.710007,182.369995,178.429993,178.550003,426600,177.853943
"2022-04-18",177.529999,178.839996,176.649994,178.339996,453400,177.64476
"2022-04-19",177.789993,181.199997,177.789993,181.039993,630400,180.334229
"2022-04-20",179.5,179.5,171.729996,172.809998,1261300,172.136322
"2022-04-21",173.110001,173.619995,168.699997,169.440002,1041100,168.779465
"2022-04-22",169.190002,170.179993,166.759995,166.850006,830400,166.199554
"2022-04-25",166.009995,167.389999,164.699997,166.639999,1177800,165.990372
"2022-04-26",166.600006,167.080002,161.600006,161.669998,899900,161.039749
"2022-04-27",161.330002,163.440002,159.850006,160.050003,2080500,159.426071
"2022-04-28",160.610001,163.240005,159.429993,162.550003,1339900,161.916321
"2022-04-29",161.729996,162.080002,157.059998,157.369995,925900,156.7565
"2022-05-02",157.25,158.779999,153.339996,156.690002,921600,156.079163
"2022-05-03",156.160004,158.820007,156.100006,157.839996,772800,157.22467
"2022-05-04",157.800003,160.399994,156.350006,160.100006,1454300,159.475876
"2022-05-05",158.839996,159.779999,153.539993,154.899994,851500,154.296127
"2022-05-06",153.919998,154.220001,150.570007,152.289993,675000,151.696304
"2022-05-09",150.589996,150.649994,145.699997,146.179993,736200,145.610123
"2022-05-10",148.580002,149.869995,144.210007,145.779999,1121800,145.211685
"2022-05-11",145.039993,147.339996,143.130005,143.229996,999200,142.671631
"2022-05-12",142.600006,145.270004,141.220001,144.330002,788100,143.767349
"2022-05-13",145.270004,148.520004,145.270004,147.490005,855200,146.915039
"2022-05-16",147.300003,147.679993,145.509995,146.130005,651600,145.560333
"2022-05-17",148.639999,149.259995,147.330002,148.789993,967500,148.209946
"2022-05-18",147.860001,147.860001,141.630005,142.089996,722200,141.536072
"2022-05-19",140.899994,143.770004,140.309998,143.080002,1105100,142.522217
"2022-05-20",144.259995,146.339996,143.539993,146.130005,1985500,145.560333
"2022-05-23",147.449997,148.440002,145.720001,147.710007,828200,147.134171
"2022-05-24",146.429993,147.259995,144.100006,146.630005,779600,146.05838
"2022-05-25",146.220001,148.389999,145.699997,147.5,879900,146.924988
"2022-05-26",148.210007,151.550003,147.509995,150.929993,790200,150.341614
"2022-05-27",152.520004,155.690002,151.179993,155.639999,930000,155.033249
"2022-05-31",154.289993,156.369995,153.979996,155.259995,1636200,154.654724
"2022-06-01",155.440002,156.389999,152.179993,152.270004,582000,151.676392
"2022-06-02",152.610001,154.820007,151.410004,154.809998,891400,154.206482
"2022-06-03",154.100006,154.479996,152.729996,154.070007,582700,153.469391
"2022-06-06",155.229996,156.740005,153.559998,154.110001,676000,153.509216
"2022-06-07",152.860001,154.800003,152.389999,154.759995,555900,154.156677
"2022-06-08",154.190002,156.320007,153.309998,153.910004,725000,153.309998
"2022-06-09",153.240005,154.720001,152.509995,152.75,806600,152.75
"2022-06-10",151.309998,151.910004,148.75,150.190002,1240700,150.190002
"2022-06-13",146.759995,148.440002,144.869995,146.860001,1232200,146.860001
"2022-06-14",147.149994,147.220001,144.179993,145.869995,1595800,145.869995
"2022-06-15",146.330002,151.610001,146.240005,149.919998,1053800,149.919998
"2022-06-16",147.929993,149.339996,146.259995,148.550003,1177100,148.550003
"2022-06-17",148.419998,150.570007,147.600006,148.850006,2347700,148.850006
"2022-06-21",150,153.559998,150,152.630005,1058700,152.630005
"2022-06-22",151.399994,154.970001,150,153.610001,932800,153.610001
"2022-06-23",154.729996,158.630005,154.240005,158.259995,1538800,158.259995
"2022-06-24",159.119995,160,157.830002,159.279999,1588000,159.279999
"2022-06-27",159.809998,159.970001,157.509995,157.929993,749000,157.929993
"2022-06-28",157.929993,159.339996,154.559998,154.660004,644400,154.660004
"2022-06-29",154.550003,155.020004,151.889999,153.059998,774100,153.059998
