"","WBA.Open","WBA.High","WBA.Low","WBA.Close","WBA.Volume","WBA.Adjusted"
"2022-01-13",54.189999,54.720001,53.560001,54.189999,7186500,53.026115
"2022-01-14",54.119999,54.389999,53.450001,54.299999,4473700,53.133759
"2022-01-18",54.09,54.349998,53.200001,53.52,5150800,52.37051
"2022-01-19",53.470001,53.849998,52.98,53.529999,5512900,52.380295
"2022-01-20",53.529999,54.27,53.02,53.18,5899500,52.037815
"2022-01-21",53.25,53.459999,52.200001,52.5,7789600,51.372417
"2022-01-24",52.41,52.77,50.619999,52.380001,7943900,51.254993
"2022-01-25",51.700001,51.869999,50.299999,50.990002,7352000,49.894848
"2022-01-26",50.990002,51.509998,49.189999,49.759998,8941000,48.691265
"2022-01-27",50.209999,50.73,49.73,50,6012400,48.926113
"2022-01-28",49.939999,50.490002,49.32,50.459999,5430400,49.376228
"2022-01-31",50.040001,50.099998,49.009998,49.759998,10731000,48.691265
"2022-02-01",49.330002,49.91,49.200001,49.75,6054500,48.68148
"2022-02-02",49.810001,50.66,49.720001,50.41,5927300,49.327305
"2022-02-03",50.549999,50.970001,49.389999,49.5,5413300,48.436848
"2022-02-04",49.18,49.400002,48.169998,48.599998,6438200,47.556179
"2022-02-07",48.860001,49.459999,48.34,49.09,5010200,48.035656
"2022-02-08",49.02,49.919998,48.77,49.790001,7479600,48.720619
"2022-02-09",49.810001,50.189999,49.400002,49.990002,10266500,48.916328
"2022-02-10",49.77,49.91,49.029999,49.220001,7382600,48.162865
"2022-02-11",49.34,49.98,48.41,48.700001,7927400,47.654034
"2022-02-14",48.990002,49.02,46.82,47.360001,6819700,46.342812
"2022-02-15",47.639999,48.459999,47.639999,48.299999,5060800,47.262623
"2022-02-16",48.110001,48.650002,47.52,47.880001,4655400,46.851646
"2022-02-17",47.200001,47.32,46.720001,46.810001,4414800,46.266518
"2022-02-18",46.630001,47.369999,46.240002,46.610001,4599100,46.06884
"2022-02-22",46.82,46.880001,45.540001,45.790001,7622900,45.258362
"2022-02-23",45.98,46.18,45.389999,45.459999,5040400,44.93219
"2022-02-24",45.009998,45.439999,43.93,45.27,8433700,44.7444
"2022-02-25",45.400002,46.450001,45.369999,46.200001,5700000,45.663601
"2022-02-28",45.599998,46.400002,45.34,46.09,7033000,45.554878
"2022-03-01",45.91,46.080002,44.59,45.009998,5292000,44.487415
"2022-03-02",45.259998,46.27,44.919998,46.150002,6247200,45.614182
"2022-03-03",46.759998,47.009998,46.189999,46.720001,7234300,46.177563
"2022-03-04",46.110001,47.790001,46.049999,47.720001,9597600,47.165955
"2022-03-07",47.439999,48.470001,46.950001,46.990002,6674400,46.444431
"2022-03-08",47.200001,48.75,47.139999,47.470001,5710100,46.918858
"2022-03-09",48.509998,48.830002,47.630001,48.119999,5408400,47.561306
"2022-03-10",47.650002,48.200001,47.099998,48.07,4999800,47.511887
"2022-03-11",48.419998,48.970001,47.380001,47.439999,5738000,46.889202
"2022-03-14",47.84,48.459999,47.119999,47.91,5277600,47.353745
"2022-03-15",48.080002,48.43,47.630001,48.169998,3850000,47.610725
"2022-03-16",48.27,48.41,46.669998,47.380001,7484100,46.829903
"2022-03-17",46.950001,47.82,46.73,47.48,5736100,46.928738
"2022-03-18",47.349998,47.450001,46.470001,47.360001,11369500,46.810131
"2022-03-21",47.43,48.619999,47.09,47.380001,5642400,46.829903
"2022-03-22",47.779999,48.169998,47.009998,47.43,7009800,46.879318
"2022-03-23",47.279999,47.599998,46.310001,46.740002,7986700,46.19733
"2022-03-24",46.869999,47.349998,46.310001,47.02,5413600,46.474079
"2022-03-25",47.029999,47.779999,46.91,47.119999,4694200,46.572918
"2022-03-28",47,47.360001,46.650002,47.189999,4496800,46.642105
"2022-03-29",47.59,47.84,47.07,47.82,5122900,47.26479
"2022-03-30",47.82,48.48,47.290001,47.459999,8034400,46.90897
"2022-03-31",45.290001,45.740002,44.169998,44.77,23284700,44.250202
"2022-04-01",44.540001,44.77,43.18,43.860001,15009400,43.350769
"2022-04-04",43.84,44.049999,42.900002,43.400002,9752600,42.896111
"2022-04-05",43.02,43.75,43.02,43.490002,7911800,42.985065
"2022-04-06",43.220001,44.759998,43.060001,44.310001,10504500,43.795544
"2022-04-07",44.43,45.209999,43.700001,45.110001,9526400,44.586254
"2022-04-08",45.18,45.799999,44.75,45.419998,6164900,44.892654
"2022-04-11",45.490002,46.27,44.34,44.43,7698500,43.91415
"2022-04-12",44.540001,44.970001,44.049999,44.23,5168200,43.716473
"2022-04-13",44.419998,47.110001,44.060001,44.599998,12014100,44.082176
"2022-04-14",44.66,45.43,44.619999,44.810001,5289700,44.289742
"2022-04-18",44.709999,44.970001,44.310001,44.5,3679100,43.983337
"2022-04-19",44.689999,45.66,44.66,45.599998,5328200,45.070564
"2022-04-20",45.860001,46.75,45.790001,46.540001,5661600,45.999653
"2022-04-21",46.720001,47.279999,46.23,46.810001,7106000,46.266518
"2022-04-22",46.619999,46.799999,45.5,45.540001,5956500,45.011265
"2022-04-25",45.220001,45.5,44.169998,45.389999,6572700,44.863003
"2022-04-26",45.099998,45.91,44.860001,44.869999,6051100,44.349041
"2022-04-27",44.919998,45.040001,43.889999,44.23,6936900,43.716473
"2022-04-28",44.48,44.900002,44.110001,44.529999,6055500,44.012989
"2022-04-29",44.48,44.619999,42.34,42.400002,11835500,41.907722
"2022-05-02",42.630001,42.990002,41.799999,42.52,7691500,42.026325
"2022-05-03",42.790001,43.290001,42.400002,42.939999,6968800,42.441448
"2022-05-04",42.950001,44.57,42.32,44.459999,9181800,43.943802
"2022-05-05",44.279999,44.349998,43.380001,43.779999,7885000,43.271694
"2022-05-06",43.580002,45.299999,43.5,43.990002,10631800,43.479259
"2022-05-09",43.869999,44.540001,43.549999,43.849998,8900400,43.340881
"2022-05-10",44.419998,44.720001,42.860001,43.310001,8095900,42.807156
"2022-05-11",43.509998,44.290001,43.220001,43.349998,6218400,42.846687
"2022-05-12",43.349998,43.57,42.459999,43.16,6545700,42.658894
"2022-05-13",43.5,43.709999,42.970001,43.549999,5781800,43.044365
"2022-05-16",43.68,44.5,43.16,44.150002,4919200,43.637402
"2022-05-17",44.25,44.959999,43.689999,44.939999,7089800,44.418228
"2022-05-18",44.189999,44.240002,41.02,41.169998,15164100,40.691998
"2022-05-19",40.560001,41.049999,39.759998,40.610001,8323600,40.610001
"2022-05-20",40.849998,41.049999,39.720001,40.959999,7370400,40.959999
"2022-05-23",41.349998,42.400002,41.279999,42.150002,6888700,42.150002
"2022-05-24",41.98,42.16,41.279999,42.080002,5290600,42.080002
"2022-05-25",42.049999,42.720001,41.720001,42.459999,5544100,42.459999
"2022-05-26",42.93,43.509998,42.860001,43.040001,7261800,43.040001
"2022-05-27",43.16,43.75,42.950001,43.709999,4928600,43.709999
"2022-05-31",43.48,44.27,43.049999,43.830002,8192000,43.830002
"2022-06-01",43.900002,43.990002,42.790001,43.259998,4691000,43.259998
"2022-06-02",43.380001,43.5,42.169998,43.43,4860000,43.43
"2022-06-03",43.509998,43.790001,42.93,43.139999,4011900,43.139999
"2022-06-06",43.380001,43.93,43.139999,43.389999,3611400,43.389999
"2022-06-07",42.869999,43.110001,42.299999,43,4087000,43
"2022-06-08",42.849998,43.07,42.389999,42.599998,3291000,42.599998
"2022-06-09",42.400002,42.709999,41.689999,41.720001,5207300,41.720001
"2022-06-10",41.34,41.919998,41.080002,41.540001,6056600,41.540001
"2022-06-13",40.860001,41.220001,40.099998,40.279999,6696700,40.279999
"2022-06-14",40.540001,40.740002,39.77,40.200001,6428900,40.200001
"2022-06-15",40.529999,41.240002,40.150002,40.73,6439100,40.73
"2022-06-16",40.349998,40.349998,39.139999,39.669998,7784900,39.669998
"2022-06-17",39.540001,40.59,39.27,39.32,11970400,39.32
"2022-06-21",39.610001,40.330002,39.169998,40.099998,5493200,40.099998
"2022-06-22",39.68,40.810001,39.68,40.450001,6332700,40.450001
"2022-06-23",40.889999,41.48,40.389999,40.889999,6354100,40.889999
"2022-06-24",41.290001,41.970001,41.080002,41.650002,8093700,41.650002
"2022-06-27",41.869999,42.34,41.549999,42.189999,7140600,42.189999
"2022-06-28",41.029999,42.740002,40.900002,40.959999,7825000,40.959999
"2022-06-29",40.919998,41.09,40.439999,40.869999,6099200,40.869999
