"","APD.Open","APD.High","APD.Low","APD.Close","APD.Volume","APD.Adjusted"
"2022-01-13",299.119995,300.179993,293.920013,294.290009,788400,290.458496
"2022-01-14",292.190002,292.769989,289.200012,291.350006,1478500,287.556763
"2022-01-18",288.920013,288.920013,284.23999,286.600006,1086600,282.868591
"2022-01-19",287.320007,289.98999,285.299988,285.570007,814500,281.85202
"2022-01-20",285.559998,290.769989,285.559998,286.980011,1073700,283.243652
"2022-01-21",287.170013,287.320007,281.959991,282.470001,1503900,278.792358
"2022-01-24",279.140015,284,274.040009,282.809998,1351800,279.12796
"2022-01-25",278.73999,281.200012,274.630005,279.429993,788100,275.791962
"2022-01-26",281.299988,282.089996,273.869995,276.410004,1171100,272.811279
"2022-01-27",278.470001,280.709991,272.600006,275.850006,1062100,272.258545
"2022-01-28",274.970001,277.649994,272.059998,277.630005,1025200,274.015381
"2022-01-31",276.679993,282.48999,276.209991,282.119995,1234300,278.44693
"2022-02-01",283,285.040009,281.209991,284.630005,990800,280.924255
"2022-02-02",284.429993,286.519989,283.25,284.350006,930000,280.647888
"2022-02-03",282.220001,284.450012,279.910004,280.880005,1089500,277.223083
"2022-02-04",268.380005,269,260.670013,263.079987,2883400,259.654816
"2022-02-07",257.670013,260.829987,254.179993,254.380005,2333700,251.068085
"2022-02-08",252,256.019989,251.25,252.809998,2899200,249.518524
"2022-02-09",256.160004,260.049988,255.199997,259.359985,1482800,255.983246
"2022-02-10",258.029999,260.980011,251.149994,252.380005,1739100,249.094131
"2022-02-11",251.009995,251.660004,243.800003,244.389999,1691500,241.20816
"2022-02-14",245.059998,245.910004,240.380005,243.490005,1730500,240.31987
"2022-02-15",245.830002,248.919998,245.410004,247.830002,1317400,244.603363
"2022-02-16",246.970001,248.309998,243.520004,245.339996,1470600,242.145767
"2022-02-17",243.490005,245,239.710007,240.610001,1005000,237.477371
"2022-02-18",239.839996,244.380005,239.5,241.970001,2170700,238.819672
"2022-02-22",241.940002,241.940002,235.970001,238.110001,1191100,235.009918
"2022-02-23",239.429993,240,234.419998,234.669998,955500,231.6147
"2022-02-24",229,235.990005,228.440002,235.130005,1634500,232.06871
"2022-02-25",236.419998,241.389999,236.240005,240.380005,1241200,237.250381
"2022-02-28",237.320007,239.009995,233.919998,236.300003,1762500,233.223495
"2022-03-01",235.949997,236.889999,229.240005,230.529999,2109200,227.528595
"2022-03-02",232.259995,234.550003,229.779999,233.330002,2961600,230.292145
"2022-03-03",235.610001,235.759995,230.5,231.860001,1743700,228.841293
"2022-03-04",229.5,231.869995,225.139999,228.429993,1414300,225.455933
"2022-03-07",229.279999,229.669998,221,221.5,1796000,218.616165
"2022-03-08",221.509995,225.110001,216.240005,218.770004,1867300,215.921722
"2022-03-09",225.259995,229.720001,224.449997,227,1433800,224.044571
"2022-03-10",223.470001,227.949997,222.539993,227.600006,1538800,224.636749
"2022-03-11",229.940002,230.869995,219.289993,219.380005,1488900,216.523773
"2022-03-14",220.169998,222.369995,216.410004,218.270004,2595400,215.428238
"2022-03-15",220.029999,222.809998,216.440002,222.630005,2133500,219.731461
"2022-03-16",226.369995,228.5,220.259995,224.600006,1498200,221.675812
"2022-03-17",224.399994,228.589996,223.330002,228.550003,1431800,225.574387
"2022-03-18",228.770004,232.460007,226.800003,231.669998,3187600,228.653763
"2022-03-21",237,239.110001,232.570007,234.199997,1642200,231.150818
"2022-03-22",235.449997,237.5,235.080002,236.539993,1192400,233.460358
"2022-03-23",235.600006,239.449997,234.419998,235.240005,1393500,232.177292
"2022-03-24",236.880005,242.440002,235.809998,242.410004,1296700,239.253937
"2022-03-25",242.649994,247.410004,242.649994,246.559998,1782000,243.349899
"2022-03-28",246.600006,249.970001,245.639999,248.309998,1565200,245.077118
"2022-03-29",251.119995,253.270004,248.360001,252.339996,1750700,249.054642
"2022-03-30",251.210007,253.539993,250.619995,253.160004,1234100,249.863983
"2022-03-31",250.740005,252.570007,249.039993,249.910004,1179100,248.244827
"2022-04-01",251.059998,253.25,247.619995,248.990005,1473300,247.330963
"2022-04-04",249.979996,253.110001,247.050003,252.649994,1224100,250.966568
"2022-04-05",251.639999,253.729996,251.100006,251.679993,1132700,250.003021
"2022-04-06",250,251.429993,246.759995,250.100006,1100000,248.433563
"2022-04-07",249.630005,252.070007,248.460007,251.369995,1062700,249.695099
"2022-04-08",252,254.289993,250.779999,251.199997,905800,249.52623
"2022-04-11",251.199997,252.240005,249.570007,249.830002,1000500,248.165359
"2022-04-12",250.639999,253.139999,247.360001,247.779999,1417700,246.129013
"2022-04-13",248.199997,250,246.190002,249.919998,729300,248.254761
"2022-04-14",250.179993,251.759995,246.520004,246.839996,1208200,245.195282
"2022-04-18",245.679993,246.839996,242.429993,246,1583400,244.360886
"2022-04-19",246.149994,250.539993,245.399994,249.570007,1157400,247.907104
"2022-04-20",250.029999,251.779999,246.289993,248.740005,1414100,247.082626
"2022-04-21",251.330002,254.389999,249.990005,251.139999,1267000,249.466629
"2022-04-22",249.929993,250,242.529999,242.919998,1203800,241.301407
"2022-04-25",242.220001,244.339996,237.720001,242.759995,1202600,241.142471
"2022-04-26",242.369995,244.220001,235.220001,235.630005,988500,234.059982
"2022-04-27",236.419998,241.429993,236.419998,238.25,1080700,236.662521
"2022-04-28",239.830002,242.070007,234.830002,240.479996,1516400,238.877655
"2022-04-29",240.300003,241.580002,233.270004,234.070007,1888000,232.510376
"2022-05-02",235.610001,238.149994,230.919998,235.399994,972400,233.831497
"2022-05-03",235.399994,240.350006,235.179993,239.100006,1028500,237.506866
"2022-05-04",238.149994,247.490005,238.149994,247.490005,1142700,245.840958
"2022-05-05",247.559998,254,233.770004,235.979996,1446900,234.407639
"2022-05-06",235.860001,237.470001,230.190002,235.820007,1293800,234.248718
"2022-05-09",231.869995,236.529999,231.039993,233.220001,1272700,231.666031
"2022-05-10",234.710007,236.820007,225.279999,230.679993,1504300,229.14296
"2022-05-11",229.910004,235.910004,228.399994,232.889999,1276000,231.338226
"2022-05-12",228.289993,234.639999,227.380005,231.410004,1391500,229.868103
"2022-05-13",232.899994,234.990005,231.070007,233.710007,661800,232.152771
"2022-05-16",232.929993,234.639999,229.380005,232.919998,880900,231.368027
"2022-05-17",238.240005,239.940002,233.639999,239.580002,893500,237.983658
"2022-05-18",237.059998,237.5,233.380005,234.470001,874300,232.907715
"2022-05-19",232.740005,236.809998,231.690002,234.220001,725200,232.659378
"2022-05-20",237.360001,237.740005,231.130005,237.589996,1032800,236.006912
"2022-05-23",240.220001,241.009995,235.190002,237.949997,747600,236.364517
"2022-05-24",238.860001,239.020004,233.449997,236.820007,729700,235.24205
"2022-05-25",239.190002,239.529999,233.960007,236.419998,884400,234.844711
"2022-05-26",236.669998,243.410004,236.669998,242.490005,866100,240.874268
"2022-05-27",245.949997,250.649994,244.490005,250.649994,957200,248.979889
"2022-05-31",247.660004,250.050003,245.669998,246.160004,1407100,244.519821
"2022-06-01",247.429993,248.229996,241.369995,243.509995,911900,241.887466
"2022-06-02",246.25,253.050003,246.050003,252.850006,941700,251.165253
"2022-06-03",250.059998,254.309998,250.059998,252.270004,935700,250.589111
"2022-06-06",255,259,254.309998,257.450012,1149200,255.734604
"2022-06-07",256.429993,261.119995,254.820007,260.790009,1377600,259.052338
"2022-06-08",258.589996,262.070007,252.240005,252.380005,1647300,250.69838
"2022-06-09",250,257.170013,249.660004,253.619995,1444600,251.930099
"2022-06-10",249.080002,251.979996,246.619995,248.199997,1584000,246.546219
"2022-06-13",244.179993,244.860001,239.889999,242.690002,1615400,241.072937
"2022-06-14",242,243.699997,237.539993,239.220001,1097900,237.626053
"2022-06-15",241.520004,244.410004,236.110001,239.289993,1085800,237.695587
"2022-06-16",234.610001,236.669998,231.610001,235.100006,1014600,233.533508
"2022-06-17",236.070007,237.970001,230.509995,235.970001,2127000,234.39772
"2022-06-21",238.399994,241.369995,237.520004,241.009995,1147400,239.404129
"2022-06-22",236.380005,241.869995,235.240005,241,953400,239.394196
"2022-06-23",240.470001,242.779999,238.509995,242.059998,1177300,240.447128
"2022-06-24",244.880005,252.600006,243.949997,252.080002,1529400,250.400375
"2022-06-27",251.419998,252.699997,245.679993,246.179993,916300,244.539673
"2022-06-28",245.889999,248.5,241.919998,242.509995,778700,240.894135
"2022-06-29",242.130005,244.070007,240.110001,243.130005,794400,241.51001
