"","MHK.Open","MHK.High","MHK.Low","MHK.Close","MHK.Volume","MHK.Adjusted"
"2022-01-20",161.899994,165.789993,160.789993,161.330002,544500,161.330002
"2022-01-21",160.639999,161.029999,155.179993,156.380005,824600,156.380005
"2022-01-24",152.600006,159.130005,149.699997,158.830002,769600,158.830002
"2022-01-25",155,159.770004,153.160004,157.880005,468900,157.880005
"2022-01-26",160.380005,160.970001,152,154.039993,417800,154.039993
"2022-01-27",155.850006,157.759995,150,150.850006,409400,150.850006
"2022-01-28",149.889999,151.259995,146.860001,151.240005,744700,151.240005
"2022-01-31",150.259995,157.940002,150.259995,157.869995,681700,157.869995
"2022-02-01",158.419998,159.75,155.470001,158.610001,547900,158.610001
"2022-02-02",158.649994,159.339996,156.199997,158.5,431800,158.5
"2022-02-03",157.050003,157.130005,152.509995,152.669998,328900,152.669998
"2022-02-04",152.690002,152.690002,147.509995,150.080002,736000,150.080002
"2022-02-07",151.429993,152.070007,148.199997,149.059998,767000,149.059998
"2022-02-08",149.179993,154.350006,149.179993,153.919998,804100,153.919998
"2022-02-09",155.460007,158.539993,154.639999,157.539993,597800,157.539993
"2022-02-10",154.070007,156.949997,150.490005,152.100006,755300,152.100006
"2022-02-11",153,158.990005,143.25,144.169998,1068300,144.169998
"2022-02-14",144.160004,147.449997,143.380005,143.820007,843200,143.820007
"2022-02-15",146.360001,151.130005,146.360001,148.320007,811300,148.320007
"2022-02-16",146.580002,151.229996,146.580002,150.169998,585700,150.169998
"2022-02-17",148.559998,151.089996,146.610001,146.800003,819000,146.800003
"2022-02-18",146.880005,149.979996,146.690002,148.259995,712500,148.259995
"2022-02-22",146.800003,147.619995,139.309998,139.910004,863200,139.910004
"2022-02-23",141.289993,143.509995,138.440002,138.809998,754500,138.809998
"2022-02-24",133.029999,139.330002,132.020004,139.210007,1384400,139.210007
"2022-02-25",140.229996,145.410004,139.960007,144.270004,722200,144.270004
"2022-02-28",141.160004,142.460007,139.339996,140.779999,1078800,140.779999
"2022-03-01",138.399994,139.699997,131.860001,137.059998,1539800,137.059998
"2022-03-02",139.070007,144.259995,137.949997,142.860001,1125000,142.860001
"2022-03-03",143.880005,146.649994,139.589996,139.860001,1131500,139.860001
"2022-03-04",137.580002,138.639999,133.419998,137.350006,1066400,137.350006
"2022-03-07",136.529999,137,123.129997,123.760002,1461600,123.760002
"2022-03-08",124.580002,132.240005,121.040001,128.320007,1469000,128.320007
"2022-03-09",132.940002,140.240005,132.320007,136.860001,1127600,136.860001
"2022-03-10",134.119995,135.649994,131.300003,132.759995,745600,132.759995
"2022-03-11",135.529999,135.679993,130.979996,131.110001,864900,131.110001
"2022-03-14",132.559998,133.5,129.860001,131.039993,607500,131.039993
"2022-03-15",132.240005,138.970001,132.240005,138.300003,687200,138.300003
"2022-03-16",140.679993,148.570007,139.320007,145.309998,1147500,145.309998
"2022-03-17",142.160004,145.240005,141.419998,145.149994,681200,145.149994
"2022-03-18",142.970001,145.630005,140.990005,144.509995,1087700,144.509995
"2022-03-21",143.339996,143.429993,138.369995,139.630005,427500,139.630005
"2022-03-22",140.949997,142.869995,137.949997,139.050003,585400,139.050003
"2022-03-23",136.889999,138.600006,135.220001,136.110001,596200,136.110001
"2022-03-24",136.070007,137.100006,133.479996,135.029999,786300,135.029999
"2022-03-25",135.389999,135.509995,130.889999,131.520004,677800,131.520004
"2022-03-28",130.979996,132.009995,129.600006,131.869995,937400,131.869995
"2022-03-29",136,143.449997,135.179993,138.830002,875500,138.830002
"2022-03-30",131.660004,134.509995,130.690002,130.929993,786400,130.929993
"2022-03-31",130.070007,130.800003,124.190002,124.199997,888100,124.199997
"2022-04-01",126.410004,126.489998,122.830002,124.239998,663700,124.239998
"2022-04-04",124.279999,126.339996,123.610001,126.300003,666000,126.300003
"2022-04-05",126,126.919998,122.139999,123.290001,676100,123.290001
"2022-04-06",121.059998,123.330002,119.900002,123.040001,636500,123.040001
"2022-04-07",122.93,122.93,117.559998,121.279999,679700,121.279999
"2022-04-08",121.860001,126.169998,120.620003,123,611500,123
"2022-04-11",121.949997,127.459999,121.949997,124.300003,583600,124.300003
"2022-04-12",125.330002,128,122.75,123.879997,433300,123.879997
"2022-04-13",124.099998,125.139999,122.610001,122.900002,404700,122.900002
"2022-04-14",123.050003,124.160004,121.230003,123.709999,467600,123.709999
"2022-04-18",123.370003,125.080002,121.410004,122.889999,357700,122.889999
"2022-04-19",123.260002,129.039993,123.260002,127.879997,519300,127.879997
"2022-04-20",128.270004,130.389999,127.919998,128.940002,482500,128.940002
"2022-04-21",130.589996,131.059998,128.389999,128.690002,766300,128.690002
"2022-04-22",127.089996,127.120003,123.489998,123.940002,486400,123.940002
"2022-04-25",123.120003,128.25,120.879997,128.139999,500500,128.139999
"2022-04-26",126.209999,130.360001,124.129997,124.699997,605400,124.699997
"2022-04-27",124.510002,126.940002,122.550003,125.940002,582400,125.940002
"2022-04-28",128.550003,131.229996,125.589996,130.779999,893600,130.779999
"2022-04-29",157.240005,159,139.940002,141.059998,2604500,141.059998
"2022-05-02",143.479996,146.050003,141.369995,145.75,1055300,145.75
"2022-05-03",147.5,154.880005,146.649994,153.139999,1103800,153.139999
"2022-05-04",151.720001,158.059998,149.729996,157.830002,827300,157.830002
"2022-05-05",154.110001,156.100006,149.830002,153.100006,735700,153.100006
"2022-05-06",152.449997,152.539993,147.229996,149.770004,650600,149.770004
"2022-05-09",147.679993,151.630005,146.789993,148.190002,551000,148.190002
"2022-05-10",150.740005,150.880005,141.240005,142.369995,743700,142.369995
"2022-05-11",141.990005,143.490005,135.220001,137.020004,677200,137.020004
"2022-05-12",136.369995,141.009995,135.350006,138.889999,639900,138.889999
"2022-05-13",139.300003,140.320007,136.970001,139.380005,771100,139.380005
"2022-05-16",139.169998,139.169998,134.470001,136.589996,574400,136.589996
"2022-05-17",140.330002,142.520004,137.25,141.899994,505600,141.899994
"2022-05-18",138.100006,139.5,135.380005,137.009995,582500,137.009995
"2022-05-19",136.199997,142.160004,136.199997,139.210007,546200,139.210007
"2022-05-20",141.110001,141.240005,132.179993,135.119995,754500,135.119995
"2022-05-23",137.179993,137.839996,134.059998,136.160004,406300,136.160004
"2022-05-24",135.300003,135.300003,129.279999,132.270004,469100,132.270004
"2022-05-25",131.300003,136.75,131.300003,135.520004,493900,135.520004
"2022-05-26",137.5,140.339996,137.440002,139.399994,376800,139.399994
"2022-05-27",139.869995,141.880005,139.669998,141.770004,461100,141.770004
"2022-05-31",140.899994,142.649994,139.119995,141.460007,1142900,141.460007
"2022-06-01",141.589996,141.759995,137.860001,139.610001,438900,139.610001
"2022-06-02",140.550003,141.75,139.050003,140.160004,345600,140.160004
"2022-06-03",138.350006,140.160004,137.470001,139.149994,331400,139.149994
"2022-06-06",139.809998,142.149994,138.539993,141.660004,432400,141.660004
"2022-06-07",140.25,142.259995,137.949997,141.399994,355200,141.399994
"2022-06-08",139.089996,141.179993,138.020004,139.539993,306600,139.539993
"2022-06-09",138.419998,142.539993,137.979996,140.929993,423600,140.929993
"2022-06-10",138.309998,139.860001,131.820007,131.899994,505800,131.899994
"2022-06-13",127.620003,130.479996,122.68,123.739998,465300,123.739998
"2022-06-14",123.879997,125.5,121.620003,123.610001,494600,123.610001
"2022-06-15",125.559998,127.110001,123.040001,125.419998,519200,125.419998
"2022-06-16",120.790001,121.720001,114.959999,116.669998,916700,116.669998
"2022-06-17",117.440002,120.370003,115.220001,119.93,1446300,119.93
"2022-06-21",121.879997,122.599998,119.080002,120.43,514600,120.43
"2022-06-22",117.949997,123.269997,117.639999,122.529999,571100,122.529999
"2022-06-23",122.459999,128.570007,122.459999,128.130005,541500,128.130005
"2022-06-24",129.190002,130.539993,127.260002,127.949997,734600,127.949997
"2022-06-27",128.210007,130.869995,126.470001,129.660004,621100,129.660004
"2022-06-28",129.720001,131.110001,127.639999,127.779999,563800,127.779999
"2022-06-29",128.119995,128.259995,125.379997,126.5,448400,126.5
