"","CZR.Open","CZR.High","CZR.Low","CZR.Close","CZR.Volume","CZR.Adjusted"
"2022-01-13",87.940002,89.07,84.269997,84.760002,2108400,84.760002
"2022-01-14",84.400002,84.915001,81.110001,82.839996,2660900,82.839996
"2022-01-18",82.779999,82.800003,78.169998,79.160004,5611300,79.160004
"2022-01-19",79.779999,80.160004,77.209999,77.800003,4333600,77.800003
"2022-01-20",77.800003,81.959,76.830002,76.980003,2840300,76.980003
"2022-01-21",76.330002,76.519997,71.959999,72.169998,6015800,72.169998
"2022-01-24",70.290001,76.099998,68,75.959999,6117100,75.959999
"2022-01-25",74,78.769997,73.779999,77.290001,3232000,77.290001
"2022-01-26",78.690002,80.959999,74.400002,75.349998,3365900,75.349998
"2022-01-27",76.260002,76.5,69.864998,70.400002,2835000,70.400002
"2022-01-28",70.589996,73.68,68.800003,72.970001,4223700,72.970001
"2022-01-31",72.629997,76.199997,72.404999,76.139999,2254000,76.139999
"2022-02-01",76.18,80.839996,75.75,80.800003,3673800,80.800003
"2022-02-02",80.769997,81.230003,77.220001,77.5,2883100,77.5
"2022-02-03",76.419998,78.980003,75.370003,76.360001,3832400,76.360001
"2022-02-04",76.010002,79.665001,75.610001,78.830002,2309400,78.830002
"2022-02-07",79.910004,81.980003,78.730003,80.75,2142600,80.75
"2022-02-08",81.300003,82.620003,80.123001,82.360001,1960000,82.360001
"2022-02-09",83.730003,86.949997,83.360001,86.870003,3076000,86.870003
"2022-02-10",85.550003,89.799004,84.889999,86.489998,2993100,86.489998
"2022-02-11",86.440002,88.300003,82.709999,83.739998,2664600,83.739998
"2022-02-14",83.18,84.800003,80.660004,81.230003,2608400,81.230003
"2022-02-15",83.510002,84.919998,83.07,84.18,2028500,84.18
"2022-02-16",83.529999,86.169998,82.970001,85.419998,1728100,85.419998
"2022-02-17",84.5,84.93,81.589996,81.919998,1807400,81.919998
"2022-02-18",80.32,82.68,78.599998,79.279999,3175100,79.279999
"2022-02-22",77.699997,78.169998,74.209999,76.57,4443100,76.57
"2022-02-23",81,83.839996,77.860001,78.68,6156700,78.68
"2022-02-24",74.970001,85.07,74.309998,84.650002,4933700,84.650002
"2022-02-25",84.75,85.700996,82.209999,84.690002,3735800,84.690002
"2022-02-28",84.095001,84.849998,81.790001,84.190002,2342100,84.190002
"2022-03-01",83.400002,84.190002,80.07,82.980003,2852300,82.980003
"2022-03-02",83.489998,87.43,83,86.160004,3080700,86.160004
"2022-03-03",86.519997,87.290001,82.809998,83.209999,3856900,83.209999
"2022-03-04",82.389999,82.900002,76.190002,78.800003,3423600,78.800003
"2022-03-07",78.800003,78.919998,69.584999,69.639999,6065000,69.639999
"2022-03-08",69.540001,72.889999,67.220001,70.239998,3663100,70.239998
"2022-03-09",74.260002,80.410004,74.25,77.589996,4083800,77.589996
"2022-03-10",75.709999,78.389999,75.18,77.459999,1723700,77.459999
"2022-03-11",78.440002,78.870003,74.32,74.809998,1493100,74.809998
"2022-03-14",74.690002,77.099998,70.555,71.970001,2976900,71.970001
"2022-03-15",72.419998,76.209999,72.360001,74.970001,1992500,74.970001
"2022-03-16",76.936996,79.559998,75.830002,79.339996,2539000,79.339996
"2022-03-17",78.209999,80.68,77.156998,79.589996,1664500,79.589996
"2022-03-18",79.25,80.885002,78.559998,80.830002,2801800,80.830002
"2022-03-21",79.779999,80.150002,76.440002,78.489998,2351000,78.489998
"2022-03-22",78.860001,80.800003,78.610001,80.07,1408700,80.07
"2022-03-23",79.32,79.800003,76.870003,77,1937200,77
"2022-03-24",77.099998,79.010002,75.420998,78.989998,2076300,78.989998
"2022-03-25",79.150002,79.150002,77.040001,77.400002,1165600,77.400002
"2022-03-28",77.599998,78.5,75.5,76.879997,1822700,76.879997
"2022-03-29",78.580002,81.574997,78.394997,81.230003,2771800,81.230003
"2022-03-30",80.485001,81.559998,76.614998,77.529999,2158300,77.529999
"2022-03-31",77.230003,79.75,76.330002,77.360001,2107300,77.360001
"2022-04-01",78.129997,78.648003,75.800003,76.650002,2004600,76.650002
"2022-04-04",77.300003,80.889999,76.809998,80.690002,2267300,80.690002
"2022-04-05",80.139999,80.989998,76.559998,77.160004,1587100,77.160004
"2022-04-06",75.550003,75.779999,71.25,72.010002,3300400,72.010002
"2022-04-07",71.519997,72.555,67.669998,70.559998,3910300,70.559998
"2022-04-08",69.959999,70.93,67.669998,68.980003,3032600,68.980003
"2022-04-11",68.239998,71.095001,67.849998,68.580002,2199200,68.580002
"2022-04-12",69.550003,71.010002,66.809998,67.019997,2882600,67.019997
"2022-04-13",67.449997,71.349998,67.279999,70.010002,4478600,70.010002
"2022-04-14",69.959999,71.160004,68.790001,68.879997,2681600,68.879997
"2022-04-18",68.160004,69.32,67.839996,68.370003,2117200,68.370003
"2022-04-19",68.389999,73.349998,68.230003,71.75,2767100,71.75
"2022-04-20",72,73.489998,71.410004,71.699997,2107000,71.699997
"2022-04-21",73.43,73.949997,67.911003,68.110001,3624400,68.110001
"2022-04-22",67.75,69,65.110001,66.599998,2459800,66.599998
"2022-04-25",65.650002,68.589996,64.599998,68.5,2495500,68.5
"2022-04-26",67.43,68.32,63.52,64.830002,2822400,64.830002
"2022-04-27",64.610001,65.910004,62.279999,64.150002,2664500,64.150002
"2022-04-28",64.474998,68.019997,63.779999,67.389999,3220000,67.389999
"2022-04-29",67.349998,70.230003,66.095001,66.279999,2436900,66.279999
"2022-05-02",66.260002,68.419998,65.169998,68.349998,2794000,68.349998
"2022-05-03",68.639999,69.93,66,67.650002,3712300,67.650002
"2022-05-04",69.400002,69.455002,61.490002,66.389999,7895400,66.389999
"2022-05-05",65.779999,67.160004,61.955002,62.950001,3371600,62.950001
"2022-05-06",62.299999,62.369999,59.299999,59.950001,3434400,59.950001
"2022-05-09",58.5,59.082001,52.575001,52.950001,5236800,52.950001
"2022-05-10",54.009998,55.110001,49.154999,50.77,5320100,50.77
"2022-05-11",51.360001,53.48,48.299999,48.360001,4858800,48.360001
"2022-05-12",47.900002,51.380001,46.080002,49.830002,5346100,49.830002
"2022-05-13",51.220001,55.32,51.209999,54.990002,5457700,54.990002
"2022-05-16",54.139999,55.419998,51.875,51.990002,3289000,51.990002
"2022-05-17",53.349998,54.349998,50.299999,51.400002,5121100,51.400002
"2022-05-18",50.700001,50.950001,47.080002,47.950001,4186400,47.950001
"2022-05-19",47.240002,50.240002,46.650002,48.630001,5406900,48.630001
"2022-05-20",49.400002,50.189999,47.389999,50.110001,4789300,50.110001
"2022-05-23",50.369999,50.59,47.639999,48.25,5010400,48.25
"2022-05-24",47.580002,47.695,42.59,43.139999,5910700,43.139999
"2022-05-25",42.91,46.889999,42.709999,46.400002,5444500,46.400002
"2022-05-26",47.310001,52.450001,47.060001,51.02,5990100,51.02
"2022-05-27",51.450001,52.825001,50.450001,51.599998,3951900,51.599998
"2022-05-31",51.209999,51.889999,49.759998,50.169998,3858100,50.169998
"2022-06-01",50.490002,51.360001,48.209999,49.560001,2545900,49.560001
"2022-06-02",49.330002,52.099998,49.330002,51.869999,3690100,51.869999
"2022-06-03",50.490002,51.700001,50,50.599998,2058200,50.599998
"2022-06-06",51.5,52.639999,51.080002,52.34,2955300,52.34
"2022-06-07",51.209999,53.169998,50.700001,52.369999,2138100,52.369999
"2022-06-08",52,53.93,51.59,52.150002,2796200,52.150002
"2022-06-09",51.16,52.130001,49.82,50.16,3067200,50.16
"2022-06-10",48.73,49.685001,45.16,45.5,5207300,45.5
"2022-06-13",42.759998,43.110001,39.560001,39.639999,4962300,39.639999
"2022-06-14",40,40.553001,38.525002,39.389999,3647800,39.389999
"2022-06-15",39.970001,42.419998,39.650002,41.389999,4855700,41.389999
"2022-06-16",40.200001,40.467999,37.035,37.669998,4449500,37.669998
"2022-06-17",38.455002,40.099998,37.029999,39.650002,4583100,39.650002
"2022-06-21",41.049999,42.139999,40.029999,40.110001,4191500,40.110001
"2022-06-22",39.110001,40.810001,38.854,39.959999,3694400,39.959999
"2022-06-23",40.279999,40.720001,37.639999,39.52,5477800,39.52
"2022-06-24",40.060001,44.549999,39.75,44.470001,5684300,44.470001
"2022-06-27",44.450001,44.91,43.176998,44.049999,3223700,44.049999
"2022-06-28",45.43,46.400002,42.84,42.970001,3000700,42.970001
"2022-06-29",42.529999,42.779999,40.119999,40.27,4448300,40.27
